Name,SiteDescription,Administrator,Licensee,Address,City,State,Zip,County,Email,TelephoneNumber
SITE 350,STREET,Transportation,,MARKET & I-15 NELY OF,Southeastern San Diego,,,,,
SITE 850-A,NOTDESG,PUD - Water,,FLETCHER PKWY & AMAYA,Co-La Mesa,,,,,
GROVE AV SEWER PUMP STA.,SWRPUMP,PUD - Wastewater,,GROVE AV NLY OF & WLY I-5,Otay Mesa-Nestor,,,,,
CARMEL MTN RCH OPEN SPACE,OSDED,Parks & Recreation,,SHOAL CREEK DR SLY TED WILLIAMS PKWY,Carmel Mtn Ranch,,,,,
MWWD OFFICE,OFCBLDG,PUD - Wastewater,,9150 & 9192 TOPAZ WY,Kearny Mesa,,,,,
SABRE SPRINGS OPEN SPACE,OSDED,Parks & Recreation,,SELY POWAY RD & SPRINGHURST DR,Sabre Springs,,,,,
FAIRBANKS COUNTRY CLB OPEN SPACE,OSDESG,Parks & Recreation,,NLY SAN DIEGUITO RD,Fairbanks Rch Country Clb,,,,,
DELLS REDEVELOPMENT AREA,DRAIN,Stormwater,,35TH ST NLY E ST,Southeast San Diego,,,,,
POLICE SUBSTATION-CENTRAL,PDSTAT,Police,,2501 Imperial Ave.,Southeastern San Diego,,,,,
STANDLEY COMMUNITY PARK,CMTYPK,Parks & Recreation,,SYRACUSE AVE WLY SYRACUSE WAY,University,,,,,
ADOBE FALLS PARK OPEN SPACE,OSDED,Parks & Recreation,,ADOBE FALLS RD EAST END,Navajo,,,,,
SOUTH BAY TERRACES OPEN SPACE,OSDED,Parks & Recreation,,DEEP DELL RD ELY; NLY SHADYGLADE,Skyline-Paradise Hls,,,,,
EL CAPITAN PIPELINE R/W,WTRPIPE,PUD - Water,,ELGIN AV SLY BIRCHWOOD ST,Navajo,,,,,
SITE 783,NOTDESG,PUD - Water,,I-67 SELY; EDDINGTON SWLY,Co-Santee,,,,,
SITE 384,NOTDESG,Real Estate,,DWIGHT ST & NILE SELY OF,Greater North Park,,,,,
SITE 256,NOTDESG,Real Estate,,REDWOOD ST ELY 30TH ST,Greater North Park,,,,,
CENTRUM PARK,NPARK,Parks & Recreation,,"SPECTRUM CENTER BLVD, NORTH OF",Kearny Mesa,,,,,
ALEMANIA RD LANDSCAPE AREA,NONCITY,Real Estate,,ALEMANIA RD & MERCY RD,Mira Mesa,,,,,
SITE 773 POR,NOTDESG,PUD - Water,,PIERCE ST & ARMORY ST SWLY,Co-El Cajon,,,,,
SITE 669 AR-A,DRAIN,Stormwater,,MARINEVIEW AV ELY 41ST,Southeastern San Diego,,,,,
ALVARADO PUMP PLANT,WTRPUMP,PUD - Water,,WARING RD NLY I-8,Navajo,,,,,
SITE 002-B,NOTDESG,PUD - Water,,VIA RCHO PKWY SWLY I-15,Co-Escondido,,,,,
EL CAMPO SANTO,MPARK,Parks & Recreation,,SAN DIEGO AV & ARISTA; 2410 San Diego Ave,Old Town San Diego,,,,,
SMYTHE AVENUE EXCH.,UREV,PUD - Water,,"NLY FOOTHILL BLVD, ELY SMYTHE AVE",San Ysidro,,,,,
CITY HEIGHTS COMM PARK,CMTYPK,Parks & Recreation,,FAIRMOUNT ELY/BTWN LANDIS 7 WIGHTMAN,City Heights,,,,,
Pacific Highlands Ranch Branch Library - Future,LIB,Library,,12911 Pacific Place,Pacific Highlands Ranch,,,,,
SITE 523,NOTDESG,Real Estate,,UNIVERSITY AV SWLY OAKCREST DR,City Heights,,,,,
SITE 652-A,NOTDESG,Real Estate,,N TOR PINE RD SLY LJ SHRS DR,La Jolla,,,,,
OCEAN VIEW MINI-PARK,MPARK,Parks & Recreation,,OCEAN VIEW BL NELY SAN PASQUAL,Southeastern San Diego,,,,,
STATE RELINQ #24039,NOTDESG,Real Estate,,CARA WAY NORTH OF SCRIPPS POWAY PARKWAY,Miramar Ranch North,,,,,
SCRIPPS MIRAMAR OPEN SPACE,OSDED,Parks & Recreation,,SCRIPPS RCH BLVD & AVIARY NLY,Scripps Miramar Rch,,,,,
OTAY PIPELINE,WTRPIPE,PUD - Water,,65TH & HERRICK STS SELY,Encanto,,,,,
DEL MAR MESA OPEN SPACE,OSDESG,Parks & Recreation,,DEL MAR MESA,Del Mar Mesa,,,,,
SAN DIEGUITO FLD CHANNEL,FLDCTRL,Stormwater,,I-5 ELY; SLY VIA DE LA VALLE,No City Fut Urbaniz Area,,,,,
SITE 648,DRAIN,Stormwater,,MARKET ST SELY UVAS ST,Encanto,,,,,
LA JOLLA COMMUNITY PARK,CMTYPK,Parks & Recreation,,DRAPER AV SLY KLINE ST,La Jolla,,,,,
CARMEL VALLEY OPEN SPACE,OSDESG,Parks & Recreation,,SLY CARMEL CTR RD & OCEAN VLY,Carmel Valley,,,,,
FRONT ST (RELINQ),UREV,Real Estate,,BORDER VILLAGE RD WLY SAN YSIDRO BL,San Ysidro,,,,,
SITE 867,NOTDESG,Real Estate,,MARKET & 30TH STS NWLY OF,Southeastern San Diego,,,,,
SITE 674,OSDESG,Parks & Recreation,,GENESEE ELY J J HOPKINS DR,University,,,,,
MISSION TRAILS OPEN SPACE,OSDED,Parks & Recreation,,MISSION GORGE RD & DEERFIELD,Navajo,,,,,
SITE 026 AR-B,NOTDESG,Real Estate,,AERO DR & RUFFIN RD SWLY OF,Kearny Mesa,,,,,
CIVITA PARK,NPARK,Parks & Recreation,,7960 CIVITA BLVD,Mission Valley,,,,,
SITE 889,NOTDESG,Real Estate,,I-15 & MURPHY CNYN SLY END WLY,Kearny Mesa,,,,,
SITE 776,NOTDESG,PUD - Water,,GABLE WY NLY; MARSHALL AV WLY,Co-El Cajon,,,,,
PEUS SETTLEMENT,UREV,Real Estate,,HOLLISTER ST/HONESTIDAD RD WLY OF,Otay Mesa-Nestor,,,,,
CARMEL VALLEY OPEN SPACE,OSDED,Parks & Recreation,,SELY ASHLEY FALLS DR N PEARLMAN,Carmel Valley,,,,,
LA JOLLA YMCA YOUTH CTR,CMTYCTR,Real Estate,,8355 CLIFFRIDGE AVENUE,La Jolla,,,,,
GERSHWIN PARK,NPARK,Parks & Recreation,,CONRAD AV & GAYLORD DR,Clairemont Mesa,,,,,
CADMAN COMMUNITY PARK,CMTYPK,Parks & Recreation,,MORAGA CT & AVATI DR,Clairemont Mesa,,,,,
LAKEVIEW PARK,NPARK,Parks & Recreation,,LAKECREST PT NLY OF,Scripps Miramar Rch,,,,,
SKYVIEW PARK,NPARK,Parks & Recreation,,SKYLINE DR & SYCHAR,Skyline-Paradise Hls,,,,,
65TH & HERRICK PUMP PLANT,WTRPUMP,PUD - Water,,65TH & HERRICK STS SE CO,Encanto,,,,,
SEWER PUMP STATION #59,SWRPUMP,PUD - Wastewater,,MIRAMAR PL NLY MARINDUSTRY DR,University,,,,,
WINDANSEA PARK,RPARK,Parks & Recreation,,FERN GLEN AV & NEPTUNE PL,La Jolla,,,,,
SANDBURG PARK,NPARK,Parks & Recreation,,AV. DEL GATO & C ZAPATA,Mira Mesa,,,,,
LA JOLLA OPEN SPACE,OSDED,Parks & Recreation,,N TOR PINE RD NLY LJ SHRS DR,La Jolla,,,,,
SWITZER OPEN SPACE,OSDED,Parks & Recreation,,REDWOOD & 32ND STS,Greater North Park,,,,,
PRESIDIO PARK,RPARK,Parks & Recreation,,TAYLOR ST ELY; I-8 SLY,Old Town San Diego,,,,,
ADAMS AVE COMM PARK,CMTYPK,Parks & Recreation,,ADAMS AVE & 35TH ST,Normal Heights,,,,,
SCRIPPS MIRAMAR OPEN SPACE,OSDED,Parks & Recreation,,"I-15 ELY OF, SLY SCRIPPS POWAY PKWY",Miramar Ranch North,,,,,
SWITZER OPEN SPACE,OSDESG,Parks & Recreation,,JUNIPER ST & BALBOA PARK,Greater North Park,,,,,
CITY HEIGHTS BRANCH LIBRARY,LIB,Library,,3795 FAIRMOUNT AVE.,City Heights,,,,,
FIRE STATION #46,FIRESTAT,Fire-Rescue,,14556 LAZANJA DR,Black Mountain Ranch,,,,,
SITE 578,NOTDESG,Real Estate,,MAGNATRON BL NWLY KRNY MESA RD,Kearny Mesa,,,,,
MISSION TRAILS OPEN SPACE - EAST ELLIOTT,OSDED,Parks & Recreation,,SOLEDAD FWY ELY SPRING CANYON RD.,East Elliott,,,,,
PACIFIC BEACH BRANCH LIBRARY,LIB,Library,,4275 CASS ST.,Pacific Beach,,,,,
FIRE STATION #30,FIRESTAT,Fire-Rescue,,2265 CORONADO AVE,Otay Mesa-Nestor,,,,,
OCEAN BEACH PARK,RPARK,Parks & Recreation,,BEACH BETW VOLTAIRE & NIAGARA,Ocean Beach,,,,,
TIERRASANTA OPEN SPACE,OSDED,Parks & Recreation,,VILLARRICA WY SLY PORTOBELO,Tierrasanta,,,,,
POMERADO PARK RESERVOIR,RESERVOIR,PUD - Water,,I-15 RCHO BERNARDO SELY OF,Rancho Bernardo,,,,,
MISSION TRAILS OPEN SPACE    FM,OSDED,Parks & Recreation,,JUNIPERO SERRA TRAIL,Navajo,,,,,
OCEAN AIR COMM PARK,CMTYPK,Parks & Recreation,,FAIRPORT WY NLY/ELY E. OCEAN AIR DR,Carmel Valley,,,,,
OCEAN BEACH CHILDCARE PROJECT,NONCITY,Real Estate,,2031 & 2041 CHATSWORTH BLVD,Peninsula,,,,,
CITY HEIGHTS COMM PARK,CMTYPK,Parks & Recreation,,44TH ST ELY FAIRMOUNT NLY LANDIS,City Heights,,,,,
MOUNTAIN VIEW CMTY CTR,LEASE,Real Estate,,841 S. 41ST STREET,Southeastern San Diego,,,,,
MOHAWK PUMP PLANT,WTRPUMP,PUD - Water,,MOHAWK & 69TH ST,College Area,,,,,
LA CASA BALBOA SITE,HOUSING,Real Estate,,6106 BEADNELL WAY,Clairemont Mesa,,,,,
CENTRAL AVE MINI-PARK,NPARK,Parks & Recreation,,CENTRAL BETWEEN DWIGHT & LANDIS,City Heights,,,,,
BROWN FIELD AIRPORT,AIRPORT,Airports,,1424 Continental Street,Otay Mesa,,,,,
LA JOLLA ATHL AREA ADJCT,NOTDESG,Real Estate,,TORREY PINES RD SLY N TORREY PN,La Jolla,,,,,
SEWER PUMP STATION #05,SWRPUMP,PUD - Wastewater,,HARBOR DR & BEARDSLY SW COR,Centre City,,,,,
LOS PENASQUITOS CYN OPEN SPACE,OSDED,Parks & Recreation,,NLY MIRA MESA BL WLY PENARA ST,Mira Mesa,,,,,
MISSION TRAILS OPEN SPACE    LM,OSDESG,Parks & Recreation,,NAVAJO RD ELY GOLFCREST DR,Navajo,,,,,
SKYLINE HILLS COMM PARK,CMTYPK,Parks & Recreation,,SKYLINE DR AT SUNNYSIDE,Skyline-Paradise Hls,,,,,
CARMEL VALLEY OPEN SPACE,OSDESG,Parks & Recreation,,CARMEL COUNTRY/DEL MAR TRAILS RDS,Carmel Valley,,,,,
SOUTH CREEK PARK,NPARK,Parks & Recreation,,WICKERBAY CV SLY SABER SPRINGS PKWY,Sabre Springs,,,,,
SD RIVER FLOOD CHANNEL,FLDCTRL,Stormwater,,I-5 & FRIARS RD SELY OF,Mission Valley,,,,,
TECOLOTE CYN NAT OPEN SPACE PARK,OSDED,Parks & Recreation,,TECOLOTE RD SLY CROSS ST,Linda Vista,,,,,
LOPEZ CANYON OPEN SPACE,OSDED,Parks & Recreation,,NEW SALEM ST NWLY OF,Mira Mesa,,,,,
CARMEL VALLEY OPEN SPACE,OSDESG,Parks & Recreation,,DEL MAR HTS RD/LANSDALE DR,Carmel Valley,,,,,
TECOLOTE CYN NAT OPEN SPACE PARK,OSDESG,Parks & Recreation,,GENESEE NWLY/ELY BOYD AV,Clairemont Mesa,,,,,
SUNNYSLOPE PARK       724,NPARK,Parks & Recreation,,PALM WLY DESTY ST,Otay Mesa-Nestor,,,,,
CIVIC CENTER ACCESS,ACCESS,Real Estate,,THIRD AV & B ST,Centre City,,,,,
SITE 669-B,NOTDESG,Real Estate,,COTTONWOOD ST NLY MARINE VW AV,Southeastern San Diego,,,,,
MISSION TRAILS OPEN SPACE - EAST ELLIOTT,OSDESG,Parks & Recreation,,MAST BLVD NLY/ELY FANITA PKWY,East Elliott,,,,,
SEWER PUMP STATION #09A,SWRPUMP,PUD - Wastewater,,WEST END OF BOUNDARY ST WLY SATURN,Otay Mesa-Nestor,,,,,
SAN CARLOS WTR RESERVOIR,RESERVOIR,PUD - Water,,TOMMY ST NORTH END,Navajo,,,,,
TECOLOTE CYN NAT OPEN SPACE PK,OSDED,Parks & Recreation,,OSLER & WHEATSTONE,Linda Vista,,,,,
34TH ST CANYON OPEN SPACE,OSDED,Parks & Recreation,,FIR ST & GREGORY ST ELY,Greater Golden Hill,,,,,
FAY AV (PROPOSED),NOT DESIGNATED,Real Estate,,FAY AV SWLY NAUTILUS,La Jolla,,,,,
SERRA MESA COMMUNITY PARK,CMTYPK,Parks & Recreation,,VILLAGE GLEN DR & GLENCOLUM DR,Serra Mesa,,,,,
NORTH CLAIREMONT COMM PK,CMTYPK,Parks & Recreation,,4421 - 4425 Bannock Ave,Clairemont Mesa,,,,,
MARIE WIDMAN MEMORIAL PARK,NPARK,Parks & Recreation,,IMPERIAL & DRAKE,Skyline-Paradise Hls,,,,,
OTAY MESA OPEN SPACE,OSDED,Parks & Recreation,,OCEAN VIEW HILLS PKWY SWLY OF,Otay Mesa,,,,,
OTAY RES (UPPER) LAND,WATERSHED,PUD - Water,,OTAY LAKES RD NLY OF,Co-Otay,,,,,
CHOLLAS CREEK CHANNEL,DRAIN,Stormwater,,NATIONAL AV ELY 33RD ST,Southeastern San Diego,,,,,
SITE 570-B,NOTDESG,Real Estate,,I-805 & CLMT MESA NWLY OF,Clairemont Mesa,,,,,
MISSION TRAILS OPEN SPACE - EAST ELLIOTT,OSDESG,Parks & Recreation,,MAST BLVD NORTHERLY OF,East Elliott,,,,,
VERNAL POOL HABITAT,OSDED,Parks & Recreation,,SLY BACKER RD SELY PARKDALE,Mira Mesa,,,,,
SITE 718,NOTDESG,PUD - Water,,REO CT ELY OLIVE AV,Skyline-Paradise Hls,,,,,
FORESTVIEW MINI-PARK,MPARK,Parks & Recreation,,FORESTVIEW LN ELY PINE FALL CT,Scripps Miramar Rch,,,,,
RELQ.REED & HUBBELL BLK 5,NOTDESG,Real Estate,,I-5 BTWN LOGAN & NATIONAL AVE,Barrio Logan,,,,,
SITE 560-A,NOTDESG,PUD - Water,,MEADOWLARK DR & MOCKINGBIRD SE,Serra Mesa,,,,,
WATER PUMP STATION,WTRPUMP,PUD - Water,,CIELO DR & PAGEL PLACE,Encanto,,,,,
SITE 711,NOTDESG,PUD - Water,,SUNSET BTWN AVERIL & ALVERSON,San Ysidro,,,,,
PACIFIC BEACH PARK    511,NPARK,Parks & Recreation,,BEACH BETW GARNET & S. RITA,Pacific Beach,,,,,
SITE 496,NOTDESG,Real Estate,,BIRCH ST WLY OSBORN ST,Southeastern San Diego,,,,,
SWITZER OPEN SPACE,OSDED,Parks & Recreation,,30TH ST ELY OF MAPLE CT,Greater North Park,,,,,
UPTOWN OPEN SPACE,OSDED,Parks & Recreation,,JOHNSON AV & 10TH AV NELY,Uptown,,,,,
SABRE SPRINGS OPEN SPACE,OSDED,Parks & Recreation,,SABRE HILL DR SWLY & ELY I-15,Sabre Springs,,,,,
SITE 456,SSLRPS,Real Estate,,FRIARS RD & COLUSA ST NE COR,Linda Vista,,,,,
N TORREY PINES RD STRIP,STREET,Transportation,,N TORREY PINES RD WLY LJ VLG DR,La Jolla,,,,,
CARMEL VALLEY OPEN SPACE,OSDED,Parks & Recreation,,DEL MAR HTS RD SLY LANSDALE,Carmel Valley,,,,,
W PT LOMA & NIMITZCORNER,NOTDESG,Real Estate,,W PT LOMA BLVD & NIMITZ,Ocean Beach,,,,,
WATER PUMP STATION SITE,WTRPUMP,PUD - Water,,SELY NORTH CITY PARKWAY,Carmel Mtn Ranch,,,,,
KENMORE TERRACE MINI-PARK,MPARK,Parks & Recreation,,KENMORE TER NWLY W MT VW DR,Normal Heights,,,,,
CLAY PARK,NPARK,Parks & Recreation,,SEMINOLE DR AT ART ST SLY,Eastern Areas,,,,,
HERITAGE PARK PARKING LOT,PARKING,Real Estate,,JUAN & TWIGGS STS SE COR,Old Town San Diego,,,,,
Sefton Field Neighborhood Park,NPARK,Parks & Recreation,,Friars Rd. & Morena Bl. Sely of,Mission Valley,,,,,
Shaw Valley Open Space,OSDESG,Parks & Recreation,,Carmel Country Rd South & Wsty of,Carmel Valley,,,,,
FIRE STATION #29,FIRESTAT,Fire-Rescue,,198 W. SAN YSIDRO BLVD.,San Ysidro,,,,,
SITE 835,NOTDESG,Real Estate,,I-805 WLY KEARNY VILLA RD,Kearny Mesa,,,,,
KING CHAVEZ ACADEMY OF EXCELLENCE,SCHOOL,Real Estate,,201 A STREET,Centre City,,,,,
MISSION TRAILS OPEN SPACE - EAST ELLIOTT,OSDED,Parks & Recreation,,ROUTE 52 NLY/WLY SPRING CANYON RD,East Elliott,,,,,
CARMEL VALLEY BRANCH LIBRARY,LIB,Library,,3919 TOWNSGATE DR.,Carmel Valley,,,,,
KENSINGTON/COLLEGE OPEN SPACE,OSDESG,Parks & Recreation,,MONROE AV & MAX DR NWLY,Kensington-Talmadge,,,,,
SITE 885,NOTDESG,Real Estate,,ACACIA ST ELY RIGEL ST,Southeastern San Diego,,,,,
MIRA MESA COMMUNITY PARK,NPARK,Parks & Recreation,,NEW SALEM ST SWLY WESTMORE RD,Mira Mesa,,,,,
34TH ST CANYON OPEN SPACE,OSDED,Parks & Recreation,,BANCROFT ST SLY GRAPE,Greater Golden Hill,,,,,
OTAY VALLEY REGIONAL PARK,OSDED,Parks & Recreation,,SE CORNER HOLLISTER AND SD CITY LINE,Otay Mesa-Nestor,,,,,
SEWER PUMP STATION #76,SWRPUMP,PUD - Wastewater,,18675 POMERADO RD,San Pasqual Valley,,,,,
RANCHO MISSION CYN OPEN SPACE,OSDED,Parks & Recreation,,BET MISSION GORGE & JACKSON,Navajo,,,,,
SITE 668,DRAIN,Stormwater,,NORDICA AVE & 43RD ST SW COR,Southeastern San Diego,,,,,
CARMEL VALLEY OPEN SPACE,OSDED,Parks & Recreation,,CARMEL CNTRY NWLY CARMEL MSSN,Carmel Valley,,,,,
TECOLOTE CYN NAT OPEN SPACE PK,OSDED,Parks & Recreation,,BALBOA AV & CLMNT DR NELY OF,Clairemont Mesa,,,,,
DAMON AVE. SITE,NOTDESG,Real Estate,,DAMON AVE.& MISSION BAY DRIVE,Pacific Beach,,,,,
CARMEL VALLEY OPEN SPACE,OSDED,Parks & Recreation,,ELY CARMEL KNOLLS/PEARLMAN,Carmel Valley,,,,,
OCEAN BEACH GATEWAY MINI PARK,CMTYPK,Parks & Recreation,,WEST PT LOMA & SUNSET CLIFFS BLS,Ocean Beach,,,,,
34TH ST CANYON OPEN SPACE,OSDESG,Parks & Recreation,,KALMIA ST SLY; FELTON ST ELY,Greater North Park,,,,,
COLLEGE RCH STANDPIPE,STANDPIPE,PUD - Water,,L ASHMERE DR NLY L ARROWHEAD,Navajo,,,,,
RELQ.REED & HUBBELL BLK 6,NOTDESG,Real Estate,,I 5 SLY LOGAN AV,Southeastern San Diego,,,,,
"ALLEN, DENNIS V. PARK",NPARK,Parks & Recreation,,NWLY MARKET ST & 39TH ST,Southeastern San Diego,,,,,
41ST ST MINI-PARK,MPARK,Parks & Recreation,,41ST & GAMMA SE COR,Southeastern San Diego,,,,,
POLICE HEADQUARTERS,PDSTAT,Police,,1401 Broadway,Centre City,,,,,
Pearlman Mini Park,MPARK,Parks & Recreation,,5355 Carmel Knolls Dr.,Carmel Valley,,,,,
RANCHO PENASQUITOS OPEN SPACE,OSDESG,Parks & Recreation,,BLACK MTN RD SLY TWIN TRAILS,Rancho Penasquitos,,,,,
CITY HEIGHTS YOUTH/CMTY CNTR,CMTYCTR,Real Estate,,3660 FAIRMOUNT AVENUE,City Heights,,,,,
TALMADGE HILLSIDES OPEN SPACE,OSDED,Parks & Recreation,,FAIRMOUNT AVE & ALDINE DR NELY,Kensington-Talmadge,,,,,
MARINA LINEAR PARK (ESMT ONLY),MPARK,Parks & Recreation,,J ST & 1ST AV,Centre City,,,,,
S CHOLLAS CREEK CHANNEL,DRAIN,Stormwater,,RIGEL & MAIN ST NWLY OF,Barrio Logan,,,,,
EL CAPITAN PIPELINE R/W,WTRPIPE,PUD - Water,,BRUNSWICK AVE & BIRCHWOOD ST,Navajo,,,,,
SCRIPPS MIRAMAR OPEN SPACE,OSDESG,Parks & Recreation,,SLY SPRING CYN WLY LAMIER CIR,Scripps Miramar Rch,,,,,
32ND ST CANYON OPEN SPACE,OSDED,Parks & Recreation,,33RD ST WLY BTWN A-C STS,Greater Golden Hill,,,,,
SITE 873,STREET,Transportation,,DUNEMERE DR ELY OLIVETAS AVE,La Jolla,,,,,
SHAW VALLEY OPEN SPACE,OSDED,Parks & Recreation,,CARMEL COUNTRY RD ELY OF,Del Mar Mesa,,,,,
OLD TROLLEY BARN PARK,NPARK,Parks & Recreation,,ADAMS AV & CARMELINA DR,Uptown,,,,,
ISLAND AVE MINI-PARK,MPARK,Parks & Recreation,,3020 ISLAND AVE,Southeastern San Diego,,,,,
MONTCLAIR PARK,NPARK,Parks & Recreation,,NILE ST & QUINCE ST,Greater North Park,,,,,
Tailgate Park Parking Lot,PARKING,Economic Dev,,"Between 12th Ave., L St., 14th St. & Imperial Ave.",Centre City,,,,,
WARD CANYON COMM PARK,CMTYPK,Parks & Recreation,,WARD RD & 39TH ST,Normal Heights,,,,,
SITE 830,NOTDESG,PUD - Water,,I-94 SLY,Co-Jamul/Dulzura,,,,,
SITE 772,NOTDESG,PUD - Water,,CUYAMACA ST ELY RUSSEL RD NLY,Co-El Cajon,,,,,
CARMEL MTN PARK & RIDE/RHO PENASQUITOS SKATE PARK,PARKING,Real Estate,,SOUTHWESTERY OF CARMEL MT RD AND FREEPORT CT,Rancho Penasquitos,,,,,
SUTHERLAND WATERSHED,WATERSHED,PUD - Water,,SUTHERLAND DAM RD,Co-Ramona,,,,,
32ND ST CANYON OPEN SPACE,OSDED,Parks & Recreation,,CEDAR ST & 31ST ST,Greater Golden Hill,,,,,
KENSINGTON/N HTS BRANCH LIBRARY,LIB,Library,,4121 ADAMS AVE,Kensington-Talmadge,,,,,
PACIFIC BEACH PARK,RPARK,Parks & Recreation,,FELSPAR WLY END OF,Pacific Beach,,,,,
CHARLOTTE PARK,RPARK,Parks & Recreation,,TORR PINE RD & PRINCESS NWLY,La Jolla,,,,,
SITE 865,STREET,Transportation,,ROBINSON & EIGHTH AV SE COR,Uptown,,,,,
BARRETT RESERVOIR LAND,LAKE,PUD - Water,,BARRETT LAKE RD,Co-Jamul/Dulzura,,,,,
LINDA VISTA P&RC      400,CMTYPK,Parks & Recreation,,GENESEE AV SLY PARK MESA WY,Linda Vista,,,,,
NORDICA HTS DRAIN CHANNEL,FLDCTRL,Stormwater,,42ND ST SLY NORDICA AV,Southeastern San Diego,,,,,
CARMEL IND PK PUMP STA,WTRPUMP,PUD - Water,,I-15 SLY AVD RHO CARMEL,Carmel Mtn Ranch,,,,,
N CITY WATER RECLAMATION PLANT,WTRREC,PUD - Wastewater,,I-805 & EASTGATE MALL NELY OF,University,,,,,
CARMEL VALLEY OPEN SPACE,OSDESG,Parks & Recreation,,CHAPARRAL RDIGE ELY SADDLE MTN,Carmel Valley,,,,,
SITE 661-B,STREET,Transportation,,AERO DR & I-15 NWLY OF,Kearny Mesa,,,,,
ROLLING HILLS NEIGHBORHOOD PARK,NPARK,Parks & Recreation,,ALMAZON ST S. OF MADRIGAL,Rancho Penasquitos,,,,,
CHILD CARE FACILITY,NONCITY,Real Estate,,EAST JEWETT ST SWLY ULRIC ST,Linda Vista,,,,,
SABRE SPRINGS OPEN SPACE,OSDED,Parks & Recreation,,OAKVIEW WY NELY OF,Sabre Springs,,,,,
CARMEL VALLEY OPEN SPACE,OSDESG,Parks & Recreation,,NELY EL CMNO REAL/CARMEL VLY RD,Carmel Valley,,,,,
INDIAN HILL OPEN SPACE PARK,OSDED,Parks & Recreation,,CROMWELL PL & CROMWELL CT,Normal Heights,,,,,
ROSE CANYON OPEN SPACE,OSDED,Parks & Recreation,,I-805 WLY; AT&SF SLY,University,,,,,
SITE 561-A,NOTDESG,PUD - Water,,MISSION CTR RD WLY ENCINO AV,Serra Mesa,,,,,
MOUNTAIN VIEW PARK,NPARK,Parks & Recreation,,40TH ST & OCEANVIEW BLV,Southeastern San Diego,,,,,
CHOLLAS LAKE COMM PARK,CMTYPK,Parks & Recreation,,SELY HWY 94,Encanto,,,,,
DEL MAR MESA OPEN SPACE,OSDED,Parks & Recreation,,CARMEL MTN RD WLY/NLY DOORMOUSE RD,Del Mar Mesa,,,,,
CANYON VIEW PARK,OSDED,Parks & Recreation,,SPRING CYN RD WLY CYPRESS CYN RD,Miramar Ranch North,,,,,
"MCAULIFFE,SHARON COMM PK",CMTYPK,Parks & Recreation,,SLY SORRENTO VLY BLVD ELY I-805,Mira Mesa,,,,,
KENSINGTON HILLSIDES OPEN SPACE,OSDED,Parks & Recreation,,FAIRMOUNT & CAMINO DEL RIO SOUTH,Kensington-Talmadge,,,,,
PALISADES PARK NORTH,MPARK,Parks & Recreation,,OCEAN BLVD SLY LORING ST,Pacific Beach,,,,,
CANYON VIEW POCKET PARK,MPARK,Parks & Recreation,,SPRINGS CYN RD WLY CYPRESS CYN RD,Miramar Ranch North,,,,,
SCRIPPS MIRAMAR RCH RES,RESERVOIR,PUD - Water,,SPRING CANYON RD ELY RIESLING,Scripps Miramar Rch,,,,,
SITE 833,STREET,Transportation,,BALBOA & HATHAWAY SW COR,Clairemont Mesa,,,,,
2ND R/W SAN VICENTE PIPELINE,NOT DESIGNATED,PUD - Water,,"MORENO AV & WILLOW RD, SW OF",Co-Lakeside,,,,,
SWITZER OPEN SPACE,OSDED,Parks & Recreation,,30TH ST NLY BURLINGAME AV,Greater North Park,,,,,
GRANT HILL PARK,NPARK,Parks & Recreation,,"26TH ST & """"J"""" ST",Southeastern San Diego,,,,,
SITE 785,NOTDESG,PUD - Water,,MADRA AVE ELY RAYDEL CT,Navajo,,,,,
OTAY VALLEY REGIONAL PARK,OSDED,Parks & Recreation,,ELY PICCARD NLY BIRD,Otay Mesa-Nestor,,,,,
Tierrasanta (Villa Dominique) Pump Station,WTRPUMP,PUD - Water,,Seda Dr. & Clairemont Mesa Blvd.,Tierrasanta,,,,,
MANZANITA CANYON OPEN SPACE,OSDED,Parks & Recreation,,40TH & QUINCE ST NELY OF,City Heights,,,,,
34TH ST CANYON OPEN SPACE,OSDED,Parks & Recreation,,GREGORY ST NELY ASH ST,Greater Golden Hill,,,,,
ROSE CANYON OPEN SPACE,OSDED,Parks & Recreation,,REGENTS RD & AT&SFRR NELY OF,University,,,,,
OTAY PIPELINE,WTRPIPE,PUD - Water,,LANTANA DR WLY AUBURN DR,City Heights,,,,,
32ND ST CANYON OPEN SPACE,OSDESG,Parks & Recreation,,GROVE ST SELY ELM ST,Greater Golden Hill,,,,,
SITE 480,NOTDESG,Real Estate,,I-5 NWLY END OF NEWTON AV,Southeastern San Diego,,,,,
NORDICA DRAINAGE CHANNEL,FLDCTRL,Stormwater,,OSBORN & COTTONWOOD STS,Southeastern San Diego,,,,,
CARMEL VALLEY OPEN SPACE,OSDESG,Parks & Recreation,,ELY CARMEL MISSION RD,Carmel Valley,,,,,
FAMOSA SLOUGH,OSDED,Parks & Recreation,,W PT LOMA & FAMOSA BL,Ocean Beach,,,,,
LA ZANJA CANYON OPEN SPACE,OSDED,Parks & Recreation,,CAMINO RUIZ WLY/NWLY CARMEL VLLY RD,Black Mountain Ranch,,,,,
North Park Gateway (Woolworth Building),HLDDEV,Economic Dev,,3067 University Ave.,Greater North Park,,,,,
