OID_,FacilityType,FacilityNumber,FacilityName,Licensee,FacilityEmail,FacilityAdministrator,FacilityTelephoneNumber,FacilityAddress,FacilityCity,FacilityState,FacilityZip,CountyName,RegionalOffice,FacilityCapacity,FacilityStatus,LicenseFirstDate,ClosedDate,LastVisitDate,InspectionVisits,ComplaintVisits,OtherVisits,TotalVisits,InspectTypeA,InspectTypeB,OtherTypeA,OtherTypeB,POINT_X,POINT_Y
231,ADULT RESIDENTIAL,374601522.000000000000000,STANTCHEVA RESIDENTIAL CARE #2,"STANTCHEVA, NATALIA",,NATALIA STANTCHEVA,(619) 390-8634,8403 ALADO PLACE,EL CAJON,CA,92021.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,CLOSED,12/23/2002 0:00:00,8/1/2023 0:00:00,8/2/2023 0:00:00,2.000000000000000,0.000000000000000,1.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6362321.000000000000000,1882524.000000000000000
232,ADULT RESIDENTIAL,374601576.000000000000000,MESA BROOK ADULT RESIDENTIAL FACILITY,"SANTIAGO, JULITA",,JULIE SANTIAGO,(619) 765-2315,837 MESA BROOK STREET,SAN DIEGO,CA,92114.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,8/4/2003 0:00:00,,8/20/2025 0:00:00,5.000000000000000,0.000000000000000,3.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6316541.000000000000000,1831762.000000000000000
233,ADULT RESIDENTIAL,374601653.000000000000000,DEVOS RESIDENCE,"DEVOS, VICTORIA",,VICTORIA DEVOS,(619) 440-8820,546 MACON STREET,EL CAJON,CA,92019.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,CLOSED,6/17/2003 0:00:00,12/7/2021 0:00:00,12/1/2021 0:00:00,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6354272.000000000000000,1871945.000000000000000
234,ADULT RESIDENTIAL,374601667.000000000000000,PEARL HOME,"RAMIREZ, JULITA E.",,JULITA RAMIREZ,(760) 738-6237,1256 PEARL AVENUE,ESCONDIDO,CA,92027.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,CLOSED,7/9/2003 0:00:00,7/13/2021 0:00:00,10/28/2022 0:00:00,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6310587.000000000000000,1994919.000000000000000
235,ADULT RESIDENTIAL,374601726.000000000000000,CREST HOME III,"DOWNDEN, KATHERINE & FRANK",,KATHERINE DOWDEN,(760) 754-1550,4791 MARBLEHEAD BAY DRIVE,OCEANSIDE,CA,92057.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,9/25/2003 0:00:00,,8/19/2025 0:00:00,4.000000000000000,0.000000000000000,1.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6238990.000000000000000,2038668.000000000000000
236,ADULT RESIDENTIAL,374601767.000000000000000,BROAS GUEST HOME,"BROAS, ALBERTO",,ALBERTO BROAS,(619) 470-6644,2231 FOWLER DRIVE,SAN DIEGO,CA,92139.000000000000000,SAN DIEGO,8.000000000000000,15.000000000000000,LICENSED,11/3/2003 0:00:00,,11/21/2025 0:00:00,4.000000000000000,9.000000000000000,6.000000000000000,19.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,2.000000000000000,6316835.000000000000000,1829499.000000000000000
237,ADULT DAY PROGRAM,374601769.000000000000000,FALLBROOK ADULT DAY CARE,"FALLBROOK HEALTHCARE FOUNDATION, INC.",,OTERIA MEDLEY,(760) 723-0890,320 W. ALVARADO,FALLBROOK,CA,92028.000000000000000,SAN DIEGO,18.000000000000000,30.000000000000000,LICENSED,1/15/2004 0:00:00,,1/2/2025 0:00:00,4.000000000000000,0.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6255195.000000000000000,2084042.000000000000000
238,ADULT RESIDENTIAL,374601846.000000000000000,TCB BOARD AND CARE,"TCB BOARD AND CARE, INC.",,"BUCHANAN, TEOFILA C.",(619) 434-1822,8520 MIGUEL VISTA PLACE,SAN DIEGO,CA,92114.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,10/7/2003 0:00:00,,10/2/2025 0:00:00,5.000000000000000,0.000000000000000,5.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,6324189.000000000000000,1836187.000000000000000
239,ADULT RESIDENTIAL,374601876.000000000000000,MOFFAT'S ROSE HOME,DANIELLE ROSE,,TRINA PACKARD,(619) 460-2030,9019 ILDICA ST,SPRING VALLEY,CA,91977.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,2/20/2004 0:00:00,,2/25/2025 0:00:00,3.000000000000000,1.000000000000000,2.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6329524.000000000000000,1845365.000000000000000
240,ADULT RESIDENTIAL,374601885.000000000000000,BLESSED HOME CARE II,"LECHINGER, ROSE & SALDANA, ANNA",,"SALDANA, ANNA D.",(619) 856-5007,6876 BEAR RIVER ROAD #2,SAN DIEGO,CA,92139.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,2/26/2004 0:00:00,,2/28/2025 0:00:00,4.000000000000000,1.000000000000000,5.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,6317418.000000000000000,1828182.000000000000000
241,ADULT RESIDENTIAL,374601896.000000000000000,SANTOS HOME CARE,"SANTOS, INC.",,"SANTOS, CHRISTOPHER",(858) 689-0824,11424 CAMINO RUIZ,SAN DIEGO,CA,92126.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,11/7/2003 0:00:00,,11/10/2025 0:00:00,5.000000000000000,0.000000000000000,4.000000000000000,9.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,5.000000000000000,6287224.000000000000000,1919324.000000000000000
242,ADULT RESIDENTIAL,374601897.000000000000000,SANTOS RESIDENCE,"SANTOS, INC.",,"SANTOS, CHRISTOPHER",(858) 693-0322,8250 CALLE NUEVA,SAN DIEGO,CA,92126.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,11/7/2003 0:00:00,,11/25/2025 0:00:00,5.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,6286619.000000000000000,1919581.000000000000000
243,ADULT RESIDENTIAL,374601939.000000000000000,SPECIAL FRIENDS-SAGEWOOD,SPECIAL FRIENDS FOUNDATION,,"WOJCIECHOWSKI, MICHELLE",(858) 312-1687,13411 SAGEWOOD DRIVE,POWAY,CA,92064.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,12/12/2003 0:00:00,,12/23/2025 0:00:00,5.000000000000000,5.000000000000000,5.000000000000000,15.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.000000000000000,6319665.000000000000000,1950717.000000000000000
244,ADULT RESIDENTIAL,374601947.000000000000000,NALAS ADULT RESIDENTIAL FACILITIES-CARLTON,ELI INC,,CHRISTOPHER WARNER,(760) 451-9879,2822 CARLTON WAY,FALLBROOK,CA,92028.000000000000000,SAN DIEGO,18.000000000000000,4.000000000000000,LICENSED,6/4/2004 0:00:00,,6/27/2025 0:00:00,5.000000000000000,2.000000000000000,3.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,6275535.000000000000000,2068835.000000000000000
245,ADULT RESIDENTIAL,374601964.000000000000000,STERN FAMILY RESIDENTIAL CARE,CHRISTINE MARIE STERN,,ROMEO B. CHUA,(619) 947-3434,6985 DOCK CT,SAN DIEGO,CA,92139.000000000000000,SAN DIEGO,8.000000000000000,5.000000000000000,LICENSED,4/11/2005 0:00:00,,4/29/2025 0:00:00,4.000000000000000,0.000000000000000,1.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6317886.000000000000000,1830093.000000000000000
246,ADULT RESIDENTIAL,374602011.000000000000000,PLUMERIA GARDENS # 1,"ARMSTRONG, ROBERT & PEGGY",,ROBERT ARMSTRONG,(619) 941-1940,1156 CAMINO DEL REY,CHULA VISTA,CA,91910.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,9/20/2004 0:00:00,,9/9/2025 0:00:00,5.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,6327208.000000000000000,1811359.000000000000000
247,ADULT RESIDENTIAL,374602041.000000000000000,DIVINE GRACE BOARD & CARE,C & C PRIME CARE INC.,,HENEDINA T. CASTILLO,(619) 434-3980,6318 JOUGLARD ST,SAN DIEGO,CA,92114.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,10/26/2004 0:00:00,,10/6/2025 0:00:00,5.000000000000000,4.000000000000000,1.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6312000.000000000000000,1831897.000000000000000
248,ADULT RESIDENTIAL,374602043.000000000000000,G & L CARE HOME II,LERMA M. BARBON,,LERMA M. BARBON,(619) 434-2492,6377 JOUGLARD STREET,SAN DIEGO,CA,92114.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,3/1/2005 0:00:00,,3/14/2025 0:00:00,4.000000000000000,0.000000000000000,4.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6312726.000000000000000,1831637.000000000000000
249,ADULT RESIDENTIAL,374602044.000000000000000,CAMACHO JR'S ARF,"ARTHUR CAMACHO, JR.",,"MAGANA, MELISSA",(619) 263-1059,7032 JAMACHA ROAD,SAN DIEGO,CA,92114.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,7/1/2004 0:00:00,,7/25/2025 0:00:00,5.000000000000000,0.000000000000000,1.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6316766.000000000000000,1839418.000000000000000
250,ADULT DAY PROGRAM,374602050.000000000000000,INDEPENDENT OPTIONS/ADVANCED OPTIONS SAN DIEGO,INDEPENDENT OPTIONS INC,,SEAN LUCAS,(760) 743-7193,302 ENTERPRISE ST SUITE C,ESCONDIDO,CA,92029.000000000000000,SAN DIEGO,18.000000000000000,42.000000000000000,LICENSED,7/8/2004 0:00:00,,11/5/2025 0:00:00,4.000000000000000,0.000000000000000,2.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6296693.000000000000000,1988939.000000000000000
251,ADULT RESIDENTIAL,374602092.000000000000000,FRIENDLY HOME II,LILIOSA D. VIBAL,,RONDA GAMBLE-HOLMES,(619) 263-2127,504 RITCHEY ST,SAN DIEGO,CA,92114.000000000000000,SAN DIEGO,8.000000000000000,22.000000000000000,LICENSED,11/30/2004 0:00:00,,12/19/2025 0:00:00,4.000000000000000,23.000000000000000,5.000000000000000,32.000000000000000,0.000000000000000,0.000000000000000,4.000000000000000,21.000000000000000,6314339.000000000000000,1838964.000000000000000
252,ADULT RESIDENTIAL,374602093.000000000000000,ALTA II,"HEARTS OF GOLD CARE HOMES, INC",,CHRISTINA GRUBBS,(760) 941-0919,1337 ALTA VISTA DRIVE,VISTA,CA,92084.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,10/7/2004 0:00:00,,11/24/2025 0:00:00,5.000000000000000,5.000000000000000,1.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6264438.000000000000000,2019892.000000000000000
253,ADULT RESIDENTIAL,374602109.000000000000000,EVANGELINE HOME CARE,"DACANAY, VIDA",,VIDA DACANAY,(619) 269-6430,404 SAN ALBERTO WAY,SAN DIEGO,CA,92114.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,CLOSED,9/2/2005 0:00:00,12/3/2021 0:00:00,8/24/2022 0:00:00,1.000000000000000,1.000000000000000,2.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,6305211.000000000000000,1836015.000000000000000
254,ADULT RESIDENTIAL,374602126.000000000000000,NENA'S GUEST HOME,MAGNALENA RODRIGUEZ,,ELIZABETH OSBURN,(619) 443-5632,11723 TOPO LANE,LAKESIDE,CA,92040.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,CLOSED,2/23/2005 0:00:00,7/1/2022 0:00:00,2/23/2022 0:00:00,1.000000000000000,0.000000000000000,1.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6355310.000000000000000,1905021.000000000000000
255,ADULT RESIDENTIAL,374602128.000000000000000,JOYZ 2 LIVE,"JOSEFINA B. & ALFREDO P. DEJESUS, JR.",,JOSEFINA B. DEJESUS,(619) 938-2257,1515 ROBBIE JEAN PL,EL CAJON,CA,92019.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,CLOSED,2/10/2005 0:00:00,1/20/2021 0:00:00,10/27/2021 0:00:00,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6353839.000000000000000,1869886.000000000000000
256,ADULT RESIDENTIAL,374602132.000000000000000,ANGELES PARADISE II ARF,MARIA A. ROSE,,MARIA ANGIE ROSE,(619) 656-0062,583 MARIPOSA ST,CHULA VISTA,CA,91911.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,9/17/2004 0:00:00,,9/15/2025 0:00:00,5.000000000000000,1.000000000000000,2.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.000000000000000,6318870.000000000000000,1808681.000000000000000
257,ADULT RESIDENTIAL,374602176.000000000000000,TWAY FAMILY HOME,RICHARD LEO & PATRICIA ANN TWAY,,"TWAY, PATRICIA",(760) 726-3162,3111 PENVIEW DR,VISTA,CA,92084.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,9/15/2005 0:00:00,,10/24/2025 0:00:00,6.000000000000000,0.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6261485.000000000000000,2036306.000000000000000
258,ADULT RESIDENTIAL,374602194.000000000000000,SANTOS FACILITY,"SANTOS, INC.",,EUGELYN SANTOS,(858) 653-6619,8429 FLANDERS DR,SAN DIEGO,CA,92126.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,3/2/2005 0:00:00,,3/18/2025 0:00:00,4.000000000000000,0.000000000000000,1.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6287894.000000000000000,1910783.000000000000000
259,ADULT RESIDENTIAL,374602197.000000000000000,REMY'S II ADULT RESIDENTIAL FACILITY,"REMY'S ADULT RESIDENTIAL, INC",,REMEDIOS LOPEZ,(619) 690-3743,946 FIRETHORN ST,SAN DIEGO,CA,92154.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,CLOSED,9/10/2004 0:00:00,9/29/2021 0:00:00,6/22/2023 0:00:00,0.000000000000000,1.000000000000000,2.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,6318124.000000000000000,1791365.000000000000000
260,ADULT RESIDENTIAL,374602198.000000000000000,REMY'S ADULT RESIDENTIAL FACILITY,"REMY'S ADULT RESIDENTIAL, INC",,FERDINAND LOPEZ,(206) 484-8014,860 KOSTNER DR,SAN DIEGO,CA,92154.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,9/10/2004 0:00:00,,9/18/2025 0:00:00,5.000000000000000,0.000000000000000,4.000000000000000,9.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,6317465.000000000000000,1792172.000000000000000
261,ADULT RESIDENTIAL,374602221.000000000000000,MARCEL VILLA,ELVIRA S. & RESTITUTO R. MAGSARILI,,ELVIRA S. MAGSARILI,(858) 278-3837,3032 LARKIN PL,SAN DIEGO,CA,92123.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,4/12/2005 0:00:00,,9/26/2025 0:00:00,4.000000000000000,1.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6289770.000000000000000,1871447.000000000000000
262,ADULT RESIDENTIAL,374602224.000000000000000,MORNING BREEZE HOME IV,EMERITA A. & NELSON C. GARCIA,,EMERITA A. GARCIA,(619) 426-6369,423 HORIZON VIEW DR,CHULA VISTA,CA,91910.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,9/28/2005 0:00:00,,9/10/2025 0:00:00,5.000000000000000,0.000000000000000,2.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,6314810.000000000000000,1814912.000000000000000
263,ADULT RESIDENTIAL,374602231.000000000000000,LPA & T CORP. DBA NEW ROSELAND B & C,L.P.A. & T. CORPORATION,,LIBERTY NELSON,(858) 549-8275,9089 CAPRICORN WAY,SAN DIEGO,CA,92126.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,CLOSED,2/3/2005 0:00:00,1/24/2023 0:00:00,1/31/2023 0:00:00,1.000000000000000,0.000000000000000,1.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6291995.000000000000000,1917346.000000000000000
264,ADULT RESIDENTIAL,374602232.000000000000000,ROSELAND II,L.P.A. & T. CORPORATION,,TIMOTHY CARRASCO,(619) 426-6357,1262 DIXON WAY,CHULA VISTA,CA,91911.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,3/23/2005 0:00:00,,3/7/2025 0:00:00,4.000000000000000,0.000000000000000,2.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,6313044.000000000000000,1803053.000000000000000
265,ADULT RESIDENTIAL,374602238.000000000000000,COASTLINE ADULT RESIDENTIAL FACILITY,"COASTLINE ADULT RESIDENIAL FACILITIES, INC.",,"LAUREANO, ALBERTO",(760) 940-1959,285 JUANENO,OCEANSIDE,CA,92057.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,5/18/2005 0:00:00,,5/30/2025 0:00:00,5.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6243318.000000000000000,2035690.000000000000000
266,ADULT RESIDENTIAL,374602248.000000000000000,LUCY'S HOME,LUCY M. ANTHONY,,LUCY ANTHONY,(619) 434-2188,4979 GOLF GLEN ROAD,BONITA,CA,91902.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,7/28/2005 0:00:00,,7/9/2025 0:00:00,5.000000000000000,3.000000000000000,0.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6324158.000000000000000,1822796.000000000000000
267,ADULT RESIDENTIAL,374602260.000000000000000,RYAN'S WAY,RYAN'S WAY,,ESTHER BARRAGAN VILLAREAL,(619) 754-6968,964 BUENA VISTA WAY,CHULA VISTA,CA,91910.000000000000000,SAN DIEGO,8.000000000000000,5.000000000000000,CLOSED,7/5/2005 0:00:00,11/9/2021 0:00:00,11/9/2021 0:00:00,1.000000000000000,0.000000000000000,1.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6329806.000000000000000,1812573.000000000000000
268,ADULT RESIDENTIAL,374602264.000000000000000,PARADISE GARDENS RESIDENTIAL CARE 2,CONSUELO P. & ERLANDO S. CABUGOS,,CONSUELO CABUGOS,(619) 434-4282,43 DEEP DELL ROAD,SAN DIEGO,CA,92114.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,9/28/2005 0:00:00,,9/29/2025 0:00:00,5.000000000000000,0.000000000000000,2.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6319781.000000000000000,1835797.000000000000000
269,ADULT RESIDENTIAL,374602273.000000000000000,PLUMAS HOME,"TESTADO, DAISY G. & IRENEA L.",,IRENEA TESTADO,(619) 352-3301,5656 PLUMAS ST,SAN DIEGO,CA,92139.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,10/6/2005 0:00:00,,10/17/2025 0:00:00,5.000000000000000,2.000000000000000,1.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6308691.000000000000000,1828784.000000000000000
270,ADULT RESIDENTIAL,374602274.000000000000000,SUNRISE WAY RESIDENCE II,NICOLE J. GUIBERT,,NICOLE J. GUIBERT,(619) 441-5982,161 MARSDEN CT,EL CAJON,CA,92020.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,CLOSED,1/11/2006 0:00:00,7/9/2024 0:00:00,1/29/2024 0:00:00,2.000000000000000,6.000000000000000,3.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,6337029.000000000000000,1870115.000000000000000
271,ADULT RESIDENTIAL,374602277.000000000000000,BENCY'S RANCH,"BMJ RESIDENTIAL CARE HOMES, INC.",,MARILYN B JIMENEZ,(760) 743-8179,731 W 16TH AVE,ESCONDIDO,CA,92025.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,10/26/2005 0:00:00,,10/8/2025 0:00:00,5.000000000000000,0.000000000000000,4.000000000000000,9.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,6307438.000000000000000,1982041.000000000000000
272,ADULT RESIDENTIAL,374602297.000000000000000,"CAREWELL HOME, THE",HEBRON CORPORATION,,GRACE HEBRON,(619) 423-6470,3704 SCHIRRA ST,SAN DIEGO,CA,92154.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,10/21/2005 0:00:00,,10/6/2025 0:00:00,5.000000000000000,3.000000000000000,2.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6314124.000000000000000,1792168.000000000000000
273,ADULT RESIDENTIAL,374602306.000000000000000,RUBIA'S TERRACE ARF,MERCEDES Z RUBIA,,MERCEDES RUBIA,(760) 520-3951,2660 GROTON PLACE,ESCONDIDO,CA,92025.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,1/6/2006 0:00:00,,6/23/2025 0:00:00,4.000000000000000,3.000000000000000,1.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,3.000000000000000,6319085.000000000000000,1976545.000000000000000
274,ADULT RESIDENTIAL,374602308.000000000000000,SAILS ALTA VISTA,SAILS SAN DIEGO INC,,"LEONARD, KENNETH",(760) 630-5248,737 ALTA VISTA DR,VISTA,CA,92084.000000000000000,SAN DIEGO,18.000000000000000,5.000000000000000,CLOSED,3/27/2006 0:00:00,5/1/2025 0:00:00,3/28/2025 0:00:00,4.000000000000000,1.000000000000000,1.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,6261295.000000000000000,2019281.000000000000000
275,ADULT RESIDENTIAL,374602357.000000000000000,JONATHON BOARD & CARE HOME,"MANRIQUE, MARILOU M.",,MARILOU MANRIQUE,(760) 294-7981,677 JONATHON PLACE,ESCONDIDO,CA,92027.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,7/27/2006 0:00:00,,7/31/2025 0:00:00,5.000000000000000,0.000000000000000,1.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6317319.000000000000000,1998648.000000000000000
276,ADULT RESIDENTIAL,374602366.000000000000000,ABAGAT'S ARF FOR THE DEVELOPMENTALLY DISABLED,"ABAGAT, JESSIE A.",,JESSIE ABAGAT,(619) 271-6471,1508 REKLOW DRIVE,SAN DIEGO,CA,92154.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,8/30/2006 0:00:00,,8/20/2025 0:00:00,5.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,6303919.000000000000000,1787846.000000000000000
277,ADULT RESIDENTIAL,374602386.000000000000000,RAYMAR'S BOARD AND CARE,"ABAYON, ALEJANDREA A.",,"ABAYON, ALEJANDREA A.",(619) 475-8310,828 PLAZA CUERNAVACA WAY,SAN DIEGO,CA,92114.000000000000000,SAN DIEGO,8.000000000000000,5.000000000000000,CLOSED,10/20/2006 0:00:00,7/13/2021 0:00:00,1/3/2023 0:00:00,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6313871.000000000000000,1834446.000000000000000
278,ADULT RESIDENTIAL,374602390.000000000000000,GRACE HOME 2,"PANGAN, JESSIE VERGARA & GRACE GONZALES",,GRACE PANGAN,(619) 671-9197,1222 BEYER WAY,SAN DIEGO,CA,92154.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,11/1/2006 0:00:00,,11/4/2025 0:00:00,5.000000000000000,0.000000000000000,1.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6310295.000000000000000,1789574.000000000000000
279,ADULT RESIDENTIAL,374602401.000000000000000,JOSTER HOME CARE,"SANTOS, HERMINIA L.",,MICHELLE TUSCANO,(858) 880-3548,8019 NEW SALEM STREET,SAN DIEGO,CA,92126.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,CLOSED,10/31/2006 0:00:00,8/10/2022 0:00:00,8/9/2022 0:00:00,1.000000000000000,0.000000000000000,4.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6285430.000000000000000,1914026.000000000000000
280,ADULT DAY PROGRAM,374602402.000000000000000,SAILS ESCONDIDO BEHAVIORAL DAY PROGRAM,SAILS SAN DIEGO INC,,"CHALCO, WHITNEY",(760) 796-4077,1155 E GRAND AVE,ESCONDIDO,CA,92025.000000000000000,SAN DIEGO,18.000000000000000,45.000000000000000,CLOSED,1/19/2007 0:00:00,8/11/2022 0:00:00,8/11/2022 0:00:00,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6311942.000000000000000,1990746.000000000000000
281,ADULT RESIDENTIAL,374602403.000000000000000,CASA MARICHU ADULT RESIDENTIAL FACILITY,"CASTRO, MARIA DE JESUS",,"CASTRO, MARIA",(619) 428-2021,4829 LEMAT PLACE,SAN DIEGO,CA,92154.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,12/21/2006 0:00:00,,12/4/2025 0:00:00,5.000000000000000,0.000000000000000,1.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6319714.000000000000000,1786687.000000000000000
282,ADULT RESIDENTIAL,374602420.000000000000000,LAKEPORT HOME CARE,"ROJAS, CHERRY",,CHERRY ROJAS,(858) 689-9474,8150 LAKEPORT ROAD,SAN DIEGO,CA,92126.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,3/26/2007 0:00:00,,4/11/2025 0:00:00,5.000000000000000,1.000000000000000,2.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6285736.000000000000000,1912323.000000000000000
