OID_,OSHPD_ID,PERM_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
388,306374378.000000000000000,,PLANNED PARENTHOOD - CITY HEIGHTS CLINIC,550000210.000000000000000,Community Clinic,4305 UNIVERSITY AVE,SAN DIEGO,92105.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,7/3/2006 0:00:00,Clinic,Community Clinic,32.749159200000001,-117.101380300000002
389,306374379.000000000000000,,SAN YSIDRO HEALTH MOBILE HEALTH SERVICES 1G,550000116.000000000000000,Community Clinic,4004 BEYER BLVD.,SAN YSIDRO,92173.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,1/1/2006 0:00:00,Clinic,Community Clinic,32.558731299999998,-117.047641100000007
390,306374380.000000000000000,,SAN YSIDRO HEALTH MOBILE HEALTH SERVICES 1F,550000117.000000000000000,Community Clinic,4004 BEYER BLVD,SAN YSIDRO,92173.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,1/1/2006 0:00:00,Clinic,Community Clinic,32.558731299999998,-117.047641100000007
391,306374385.000000000000000,,FRESENIUS MEDICAL CARE OF LA JOLLA,550000269.000000000000000,Chronic Dialysis Clinic,4765 CARMEL MOUNTAIN RD,SAN DIEGO,92130.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,10/17/2006 0:00:00,Clinic,Chronic Dialysis Clinic,32.921437400000002,-117.213475000000003
392,306374387.000000000000000,,PLANNED PARENTHOOD - EL CAJON CLINIC,90000144.000000000000000,Community Clinic,1685 E MAIN ST,EL CAJON,92021.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,12/7/2006 0:00:00,Clinic,Community Clinic,32.811074699999999,-116.918753499999994
393,306374393.000000000000000,,LA MESA REHAB,80000742.000000000000000,Rehabilitation Clinic,8380 CENTER DR,LA MESA,91942.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,6/11/2007 0:00:00,Clinic,Rehabilitation Clinic,32.775615000000002,-117.016532999999995
394,306374398.000000000000000,,SHERMAN HEIGHTS FAMILY HEALTH CENTER,90000565.000000000000000,Community Clinic,2391 ISLAND AVE,SAN DIEGO,92102.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,6/4/2007 0:00:00,Clinic,Community Clinic,32.710245100000002,-117.142675100000005
395,306374401.000000000000000,,"ALLIANCE HEALTH CLINIC, INC.",550000541.000000000000000,Community Clinic,5952 EL CAJON BLVD,SAN DIEGO,92115.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,7/26/2007 0:00:00,Clinic,Community Clinic,32.760481700000000,-117.069452900000002
396,306374405.000000000000000,,COMMUNITY ELDERCARE OF SAN DIEGO,550000626.000000000000000,Community Clinic,111 ELM ST,SAN DIEGO,92101.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,12/4/2007 0:00:00,Clinic,Community Clinic,32.723706499999999,-117.163418500000006
397,306374413.000000000000000,,FRESENIUS MEDICAL CARE BUENA CREEK,80000623.000000000000000,Chronic Dialysis Clinic,950 HACIENDA DR,VISTA,92081.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,5/28/2008 0:00:00,Clinic,Chronic Dialysis Clinic,33.193229400000000,-117.262113299999996
398,306374421.000000000000000,,CHULA VISTA FAMILY HEALTH CENTER,550000877.000000000000000,Community Clinic,251 LANDIS AVE,CHULA VISTA,91910.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,2/4/2009 0:00:00,Clinic,Community Clinic,32.642597899999998,-117.081259000000003
399,306374425.000000000000000,,SAN MARCOS DIALYSIS CENTER,550000991.000000000000000,Chronic Dialysis Clinic,2135 MONTIEL RD,SAN MARCOS,92069.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,4/22/2009 0:00:00,Clinic,Chronic Dialysis Clinic,33.131199500000001,-117.117739900000004
400,306374426.000000000000000,,SAMAHAN HEALTH CENTERS : 2835 HIGHLAND,550000148.000000000000000,Community Clinic,2835 HIGHLAND AVE,NATIONAL CITY,91950.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,5/1/2019 0:00:00,Clinic,Community Clinic,32.660375700000003,-117.091244900000007
401,306374430.000000000000000,,PREGNANCY RESOURCE CENTER,80000658.000000000000000,Community Clinic,1830 HACIENDA DR,VISTA,92081.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,11/19/2008 0:00:00,Clinic,Community Clinic,33.185800499999999,-117.280152799999996
402,306374432.000000000000000,,SAN YSIDRO HEALTH PARADISE HILLS,550001126.000000000000000,Community Clinic,2400 E 8TH ST,NATIONAL CITY,91950.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,8/20/2009 0:00:00,Clinic,Community Clinic,32.682416400000001,-117.081936499999998
403,306374434.000000000000000,,TRUECARE,80000240.000000000000000,Community Clinic,605 CROUCH ST,OCEANSIDE,92054.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,7/13/2009 0:00:00,Clinic,Community Clinic,33.196605599999998,-117.354058199999997
404,306374436.000000000000000,,LEMON GROVE FAMILY HEALTH CENTER,550001268.000000000000000,Community Clinic,7592 BROADWAY,LEMON GROVE,91945.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,4/29/2010 0:00:00,Clinic,Community Clinic,32.743044900000001,-117.034767400000007
405,306374438.000000000000000,,LOGAN HEIGHTS FAMILY COUNSELING CENTER,550000024.000000000000000,Community Clinic,2204 NATIONAL AVE,SAN DIEGO,92113.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,5/9/2010 0:00:00,Clinic,Community Clinic,32.697271000000001,-117.139825900000005
406,306374445.000000000000000,,LA MAESTRA COMMUNITY HEALTH CENTERS - CITY HEIGHTS,90000378.000000000000000,Community Clinic,4060 FAIRMOUNT AVE,SAN DIEGO,92105.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,8/16/2010 0:00:00,Clinic,Community Clinic,32.750508400000001,-117.101196500000000
407,306374448.000000000000000,,"CENTRO MEDICO, ESCONDIDO",550001260.000000000000000,Community Clinic,1121 E WASHINGTON AVE,ESCONDIDO,92025.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,4/14/2010 0:00:00,Clinic,Community Clinic,33.131424699999997,-117.068918999999994
408,306374450.000000000000000,,NESTOR COMMUNITY HEALTH CENTER,550001474.000000000000000,Community Clinic,1016 OUTER RD,SAN DIEGO,92154.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,1/27/2011 0:00:00,Clinic,Community Clinic,32.577779000000000,-117.082809900000001
409,306374470.000000000000000,,KIDCARE EXPRESS,90000612.000000000000000,Community Clinic,823 GATEWAY CENTER WAY,SAN DIEGO,92102.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,4/28/2012 0:00:00,Clinic,Community Clinic,32.715418200000002,-117.113496699999999
410,306374471.000000000000000,,CITY HEIGHTS FAMILY HEALTH CENTER,90000677.000000000000000,Community Clinic,5454 EL CAJON BLVD,SAN DIEGO,92115.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,11/1/2012 0:00:00,Clinic,Community Clinic,32.758392600000001,-117.077845300000007
411,306374477.000000000000000,,ST. PAUL'S PACE,550001964.000000000000000,Community Clinic,630 L ST,CHULA VISTA,91911.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,6/19/2012 0:00:00,Clinic,Community Clinic,32.616105599999997,-117.085384099999999
412,306374480.000000000000000,,TRUECARE,80000630.000000000000000,Community Clinic,1295 CARLSBAD VILLAGE DR,CARLSBAD,92008.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,2/5/2013 0:00:00,Clinic,Community Clinic,33.165014100000000,-117.338031000000001
413,306374484.000000000000000,,LA MAESTRA COMMUNITY HEALTH CENTERS - MOBILE CLINIC,550001919.000000000000000,Community Clinic,4060 FAIRMOUNT AVE,SAN DIEGO,92105.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,5/2/2013 0:00:00,Clinic,Community Clinic,32.750508400000001,-117.101196500000000
414,306374491.000000000000000,,KING-CHAVEZ HEALTH CENTER,90000660.000000000000000,Community Clinic,950 S EUCLID AVE,SAN DIEGO,92114.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,6/14/2013 0:00:00,Clinic,Community Clinic,32.696156400000000,-117.085567999999995
415,306374493.000000000000000,,RICE FAMILY HEALTH CENTER,550002305.000000000000000,Community Clinic,352 L ST,CHULA VISTA,91911.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,6/20/2013 0:00:00,Clinic,Community Clinic,32.619382799999997,-117.075316900000004
416,306374494.000000000000000,,DTFHC AT CONNECTIONS,550002251.000000000000000,Community Clinic,1250 6TH AVE,SAN DIEGO,92101.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,4/24/2013 0:00:00,Clinic,Community Clinic,32.718577199999999,-117.159572800000007
417,306374498.000000000000000,,SAN YSIDRO HEALTH CHULA VISTA,550002394.000000000000000,Community Clinic,678 3RD AVE,CHULA VISTA,91910.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,9/12/2013 0:00:00,Clinic,Community Clinic,32.628604199999998,-117.075259099999997
418,306374506.000000000000000,,FRESENIUS MEDICAL CARE EAST LAKES,550002635.000000000000000,Chronic Dialysis Clinic,2391 BOSWELL RD,CHULA VISTA,91914.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,2/19/2014 0:00:00,Clinic,Chronic Dialysis Clinic,32.656043500000003,-116.962464499999996
419,306374509.000000000000000,,U.S. RENAL CARE CHULA VISTA DIALYSIS,550002672.000000000000000,Chronic Dialysis Clinic,2084 OTAY LAKES RD,CHULA VISTA,91915.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,5/9/2014 0:00:00,Clinic,Chronic Dialysis Clinic,32.643073600000001,-116.972661700000003
420,306374513.000000000000000,,DIAMOND NEIGHBORHOODS FAMILY HEALTH CENTER,550000465.000000000000000,Community Clinic,4725 MARKET ST,SAN DIEGO,92102.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,4/27/2014 0:00:00,Clinic,Community Clinic,32.711025399999997,-117.093290400000001
421,306374514.000000000000000,,SAN YSIDRO HEALTH SAN DIEGO PACE/SENIOR HEALTH SERVICES,550002823.000000000000000,Community Clinic,3364 BEYER BLVD,SAN YSIDRO,92173.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,9/29/2014 0:00:00,Clinic,Community Clinic,32.566696299999997,-117.060782700000004
422,306374518.000000000000000,,FAMILYHEALTH AT CITY COLLEGE,550002865.000000000000000,Community Clinic,1550 BROADWAY,SAN DIEGO,92101.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,10/22/2014 0:00:00,Clinic,Community Clinic,32.715942200000001,-117.149775599999998
423,306374519.000000000000000,,SAMAHAN HEALTH CENTERS: GRANGER,550002622.000000000000000,Community Clinic,2101 GRANGER AVE,NATIONAL CITY,91950.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,1/3/2019 0:00:00,Clinic,Community Clinic,32.672923699999998,-117.073202300000005
424,306374527.000000000000000,,SAN YSIDRO HEALTH MOBILE HEALTH SERVICES 1H,550002193.000000000000000,Community Clinic,4004 BEYER BLVD,SAN YSIDRO,92173.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,2/19/2019 0:00:00,Clinic,Community Clinic,32.558731299999998,-117.047641100000007
425,306374532.000000000000000,,VISTA COMMUNITY CLINIC MOBILE HEALTH VAN,550003105.000000000000000,Community Clinic,1000 VALE TERRACE DR,VISTA,92084.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,5/21/2015 0:00:00,Clinic,Community Clinic,33.209632800000001,-117.228798600000005
426,306374534.000000000000000,,HILLCREST FAMILY HEALTH CENTER,550003099.000000000000000,Community Clinic,4094 4TH AVE,SAN DIEGO,92103.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,6/10/2015 0:00:00,Clinic,Community Clinic,32.751720700000000,-117.161998299999993
427,306374536.000000000000000,,PLANNED PARENTHOOD - ISABELLA CENTER,80000224.000000000000000,Community Clinic,1964 VIA CENTRE,VISTA,92081.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,5/22/2015 0:00:00,Clinic,Community Clinic,33.183796100000002,-117.283784100000005
428,306374538.000000000000000,,TREE OF LIFE FOR HEALTHY BIRTHING AND PARENTING,550003143.000000000000000,Alternative Birthing Center,617 Saxony Pl,Encinitas,92024.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,7/2/2015 0:00:00,Clinic,Alternative Birthing Center,33.054664000000002,-117.285893500000000
429,306374539.000000000000000,,FAMILY HEALTH ON COMMERCIAL,550003113.000000000000000,Community Clinic,2325 COMMERCIAL ST,SAN DIEGO,92113.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,6/19/2015 0:00:00,Clinic,Community Clinic,32.705033800000002,-117.142698100000004
430,306374540.000000000000000,,TURNING POINT PREGNANCY RESOURCE CENTER INC.,550002448.000000000000000,Community Clinic,7340 MIRAMAR RD,SAN DIEGO,92126.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,10/27/2015 0:00:00,Clinic,Community Clinic,32.883633199999998,-117.154783899999998
431,306374549.000000000000000,,"CENTRO MEDICO, EL CAJON",550000430.000000000000000,Community Clinic,133 W MAIN ST,EL CAJON,92020.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,3/2/2016 0:00:00,Clinic,Community Clinic,32.794743699999998,-116.962935999999999
432,306374551.000000000000000,,TURNING POINT PREGNANCY RESOURCE CENTER,550002940.000000000000000,Free Clinic,7340 MIRAMAR RD,SAN DIEGO,92126.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,1/14/2016 0:00:00,Clinic,Free Clinic,32.883633199999998,-117.154783899999998
433,306374553.000000000000000,,SAN DIEGO FAMILY CARE,550003427.000000000000000,Community Clinic,7011 LINDA VISTA ROAD,SAN DIEGO,92111.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,3/3/2016 0:00:00,Clinic,Community Clinic,32.787733199999998,-117.169055599999993
434,306374558.000000000000000,,OAK PARK FAMILY HEALTH CENTER,550003556.000000000000000,Community Clinic,5160 FEDERAL BLVD,SAN DIEGO,92105.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,6/22/2016 0:00:00,Clinic,Community Clinic,32.721950100000001,-117.083545400000006
435,306374559.000000000000000,,EL CAJON FAMILY HEALTH CENTER,550003553.000000000000000,Community Clinic,525 E. MAIN ST,EL CAJON,92020.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,6/21/2016 0:00:00,Clinic,Community Clinic,32.794656300000000,-116.956082600000002
436,306374560.000000000000000,,FRESENIUS MEDICAL CARE RAVEN,550003681.000000000000000,Chronic Dialysis Clinic,499 RAVEN ST,SAN DIEGO,92102.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,4/13/2016 0:00:00,Clinic,Chronic Dialysis Clinic,32.710624799999998,-117.106949499999999
437,306374565.000000000000000,,SAN YSIDRO HEALTH SOUTH BAY,550003806.000000000000000,Community Clinic,330-340 E 8TH STREET,NATIONAL CITY,91950.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,12/23/2018 0:00:00,Clinic,Community Clinic,32.676828100000002,-117.102975799999996
438,306374569.000000000000000,,"GARY AND MARY WEST SENIOR DENTAL CENTER, INC.",550003514.000000000000000,Community Clinic,1525 4th Ave,San Diego,92101.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,5/27/2017 0:00:00,Clinic,Community Clinic,32.721276300000000,-117.160757599999997
439,406134004.000000000000000,,UNI CARE HOME CARE INC,80000454.000000000000000,Home Health Agency,1594 S IMPERIAL AVE,EL CENTRO,92243.000000000000000,13.000000000000000,Imperial,Not Applicable,,Open,12/15/2021 0:00:00,Home Health Agency/Hospice,Home Health Agency,32.779659000000002,-115.570262200000002
440,406134007.000000000000000,,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC.",80000479.000000000000000,Home Health Agency,2344 S 2ND ST,EL CENTRO,92243.000000000000000,13.000000000000000,Imperial,Not Applicable,,Open,7/28/1994 0:00:00,Home Health Agency/Hospice,Home Health Agency,32.771977600000000,-115.546332600000000
441,406134015.000000000000000,,HOSPICE OF IMPERIAL VALLEY,80000570.000000000000000,Hospice,137 S 8TH ST,EL CENTRO,92243.000000000000000,13.000000000000000,Imperial,Not Applicable,,Open,12/5/2014 0:00:00,Home Health Agency/Hospice,Hospice,32.792218499999997,-115.561053900000005
442,406134021.000000000000000,,GENTIVA HEALTH SERVICES,80000283.000000000000000,Home Health Agency,1503 N Imperial Ave,El Centro,92243.000000000000000,13.000000000000000,Imperial,Not Applicable,,Open,7/1/2005 0:00:00,Home Health Agency/Hospice,Home Health Agency,32.806834500000001,-115.569136099999994
443,406134025.000000000000000,,N YOUR HOME HEALTH CARE,550001205.000000000000000,Home Health Agency,515 W MAIN ST,EL CENTRO,92243.000000000000000,13.000000000000000,Imperial,Not Applicable,,Open,1/21/2010 0:00:00,Home Health Agency/Hospice,Home Health Agency,32.792532899999998,-115.555213499999994
444,406134029.000000000000000,,ARIA HOSPICE LLC,550002567.000000000000000,Hospice,229 S 8TH ST,EL CENTRO,92243.000000000000000,13.000000000000000,Imperial,Not Applicable,,Open,8/10/2016 0:00:00,Home Health Agency/Hospice,Hospice,32.791013900000003,-115.561061300000006
445,406134034.000000000000000,,"ACCENTCARE HOSPICE OF CALIFORNIA, INC.",550003173.000000000000000,Hospice,2344 S 2ND ST,EL CENTRO,92243.000000000000000,13.000000000000000,Imperial,Not Applicable,,Open,7/23/2015 0:00:00,Home Health Agency/Hospice,Hospice,32.771977600000000,-115.546332600000000
446,406164034.000000000000000,,"AT HOME NURSING CARE, INC - PARENT",550002240.000000000000000,Home Health Agency,531 ENCINITAS BLVD,ENCINITAS,92024.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,8/26/2019 0:00:00,Home Health Agency/Hospice,Home Health Agency,33.046210100000003,-117.279180100000005
447,406191915.000000000000000,,"ALTAIR HOSPICE CARE, INC.",550004867.000000000000000,Hospice,471 OLD NEWPORT BLVD,NEWPORT BEACH,92663.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,9/17/2025 0:00:00,Home Health Agency/Hospice,Hospice,33.627951299999999,-117.926305799999994
448,406193579.000000000000000,,"CARE FROM THE HEART HOSPICE, LLC",550006472.000000000000000,Hospice,260 S ORANGE ST,ESCONDIDO,92025.000000000000000,37.000000000000000,San Diego,Not Applicable,,Open,6/25/2021 0:00:00,Home Health Agency/Hospice,Hospice,33.118173400000003,-117.084233299999994
449,406195861.000000000000000,,FIRST SOCAL HOME HEALTH,550008016.000000000000000,Home Health Agency,5000 BIRCH ST,NEWPORT BEACH,92660.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,11/23/2022 0:00:00,Home Health Agency/Hospice,Home Health Agency,33.665020100000000,-117.859119399999997
450,406300021.000000000000000,,LOVING TOUCH HOSPICE AND PALLLIATIVE CARE INCORPORATED,550005917.000000000000000,Hospice,2151 MICHELSON DR,IRVINE,92612.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,9/30/2025 0:00:00,Home Health Agency/Hospice,Hospice,33.677508699999997,-117.857144399999996
451,406300023.000000000000000,,"PATIENT'S CHOICE HOME HEALTH, INC.",550008872.000000000000000,Home Health Agency,2102 BUSINESS CENTER DR,IRVINE,92612.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,12/11/2023 0:00:00,Home Health Agency/Hospice,Home Health Agency,33.680266099999997,-117.855171900000002
452,406300025.000000000000000,,"WHITE DOVE HOSPICE, INC.",550004980.000000000000000,Hospice,14351 RED HILL AVE,TUSTIN,92780.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,10/21/2023 0:00:00,Home Health Agency/Hospice,Hospice,33.729667599999999,-117.819675300000000
453,406300026.000000000000000,,FIRSTHAND HOSPICE INC.,550007197.000000000000000,Hospice,23361 EL TORO RD,LAKE FOREST,92630.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,10/25/2023 0:00:00,Home Health Agency/Hospice,Hospice,33.623995299999997,-117.697153099999994
454,406300038.000000000000000,,ADVANCED NURSING AND THERAPY SERVICES,550009170.000000000000000,Home Health Agency,15540 ROCKFIELD BLVD,IRVINE,92618.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,4/5/2024 0:00:00,Home Health Agency/Hospice,Home Health Agency,33.639606499999999,-117.722809400000003
455,406300040.000000000000000,,"AMAZING TOUCH HOME HEALTH, INC.",550009472.000000000000000,Home Health Agency,2062 BUSINESS CENTER DR,IRVINE,92612.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,10/16/2024 0:00:00,Home Health Agency/Hospice,Home Health Agency,33.678419900000002,-117.856554099999997
456,406300047.000000000000000,,IN HOME COMFORT,550007655.000000000000000,Hospice,14772 PLAZA DR,TUSTIN,92780.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,12/22/2021 0:00:00,Home Health Agency/Hospice,Hospice,33.749212200000002,-117.812658999999996
457,406300052.000000000000000,,INTELLICARE HOME HEALTH LLC,550009721.000000000000000,Home Health Agency,27001 LA PAZ RD,MISSION VIEJO,92691.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,3/13/2025 0:00:00,Home Health Agency/Hospice,Home Health Agency,33.597791899999997,-117.658518700000002
458,406300117.000000000000000,,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC.",60000027.000000000000000,Home Health Agency,3636 BIRCH ST,NEWPORT BEACH,92660.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,6/22/1983 0:00:00,Home Health Agency/Hospice,Home Health Agency,33.662570199999998,-117.871633200000005
459,406300930.000000000000000,,WEST COAST HOME HEALTH,550003295.000000000000000,Home Health Agency,29222 RANCHO VIEJO RD,SAN JUAN CAPISTRANO,92675.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,1/1/2017 0:00:00,Home Health Agency/Hospice,Home Health Agency,33.538991899999999,-117.672497600000000
460,406301006.000000000000000,,GREEN MEADOWS HOSPICE CARE,550003634.000000000000000,Hospice,1442 Irvine Blvd,Tustin,92780.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,1/3/2020 0:00:00,Home Health Agency/Hospice,Hospice,33.744497799999998,-117.804993800000005
461,406301344.000000000000000,,ADVANTAGE HEALTH SYSTEMS,550003807.000000000000000,Hospice,151 KALMUS DR,COSTA MESA,92626.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,1/1/2018 0:00:00,Home Health Agency/Hospice,Hospice,33.672043000000002,-117.881655800000004
462,406301345.000000000000000,,WESTERN HORIZON HOSPICE AND PALLIATIVE CARE INC.,550003731.000000000000000,Hospice,2 S Pointe Dr,Lake Forest,92630.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,10/8/2020 0:00:00,Home Health Agency/Hospice,Hospice,33.659548399999998,-117.698390399999994
463,406301347.000000000000000,,SPECIALIZED HOME HEALTH SERVICES,980001470.000000000000000,Home Health Agency,2755 BRISTOL ST.,COSTA MESA,92626.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,7/3/2018 0:00:00,Home Health Agency/Hospice,Home Health Agency,33.673622700000003,-117.889644899999993
464,406301509.000000000000000,,"VALLEY OAKS HOSPICE, INC.",550003356.000000000000000,Hospice,560 W 1ST ST,TUSTIN,92780.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,12/30/2023 0:00:00,Home Health Agency/Hospice,Hospice,33.745365700000001,-117.829558700000007
465,406301542.000000000000000,,LAKE FOREST HOSPICE,550004515.000000000000000,Hospice,22772 Centre Dr,Lake Forest,92630.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,1/23/2019 0:00:00,Home Health Agency/Hospice,Hospice,33.631287299999997,-117.716673499999999
466,406301552.000000000000000,,ST. BERNARDINE HOSPICE CARE INC.,550003764.000000000000000,Hospice,6 Venture,Irvine,92618.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,1/12/2019 0:00:00,Home Health Agency/Hospice,Hospice,33.658949700000001,-117.753234500000005
467,406301553.000000000000000,,VISION VIEJO HOSPICE SERVICES,550003754.000000000000000,Hospice,27281 Las Ramblas,Mission Viejo,92691.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,1/4/2019 0:00:00,Home Health Agency/Hospice,Hospice,33.566823800000002,-117.669303299999996
468,406301554.000000000000000,,CABRILLO HOSPICE,550003755.000000000000000,Hospice,32332 Camino Capistrano,San Juan Capistrano,92675.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,1/5/2021 0:00:00,Home Health Agency/Hospice,Hospice,33.492945400000004,-117.662226500000003
469,406301944.000000000000000,,HOSPICE OF HOPE,550004975.000000000000000,Hospice,25301 CABOT RD,LAGUNA HILLS,92653.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,6/1/2021 0:00:00,Home Health Agency/Hospice,Hospice,33.594141200000003,-117.675797399999993
470,406301968.000000000000000,,PARENTIS HOSPICE,550003689.000000000000000,Hospice,24012 Calle de la Plata,Laguna Hills,92653.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,8/21/2019 0:00:00,Home Health Agency/Hospice,Hospice,33.609826400000003,-117.711358300000001
471,406302067.000000000000000,,SALUS HOME HEALTH,980001437.000000000000000,Home Health Agency,630 ROOSEVELT,IRVINE,92620.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,8/10/2019 0:00:00,Home Health Agency/Hospice,Home Health Agency,33.694883300000001,-117.767273000000003
472,406302109.000000000000000,,VNA OF ORANGE COUNTY LLC  -PARENT,60000199.000000000000000,Home Health Agency,17682 MITCHELL N,IRVINE,92614.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,3/7/2019 0:00:00,Home Health Agency/Hospice,Home Health Agency,33.692866299999999,-117.858753300000004
473,406302357.000000000000000,,"NAVEN HEALTH, INC.",550004840.000000000000000,Home Health Agency,23046 AVENIDA DE LA CARLOTA,LAGUNA HILLS,92653.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,11/20/2023 0:00:00,Home Health Agency/Hospice,Home Health Agency,33.627579699999998,-117.721988600000003
474,406302484.000000000000000,,"REDAN MEDICAL, INC.",550005477.000000000000000,Home Health Agency,2030 MAIN ST,IRVINE,92614.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,3/30/2020 0:00:00,Home Health Agency/Hospice,Home Health Agency,33.683175700000000,-117.853213100000005
475,406302538.000000000000000,,HEARTFORD HOSPICE,550005346.000000000000000,Hospice,3 PARK PLAZA,IRVINE,92614.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,7/14/2022 0:00:00,Home Health Agency/Hospice,Hospice,33.677564300000000,-117.838560900000004
476,406302539.000000000000000,,LAGUNA HILLS HOSPICE,550005313.000000000000000,Hospice,23232 PERALTA DR,LAGUNA HILLS,92653.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,2/20/2020 0:00:00,Home Health Agency/Hospice,Hospice,33.625106600000002,-117.724648599999995
477,406302612.000000000000000,,"ETHICS AMERICA, INC",550004974.000000000000000,Home Health Agency,23151 ALCALDE DR,LAGUNA HILLS,92653.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,10/3/2019 0:00:00,Home Health Agency/Hospice,Home Health Agency,33.623398500000000,-117.725928999999994
