,EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,ein,name,sub_name,city,ntee_code,subseccd,latest_tax_year,latest_total_revenue,latest_total_expenses,latest_total_assets,_merge
1031,274530459.0,COMMUNITY JEWISH HIGH INC,,6299 CAPRI DR,SAN DIEGO,CA,92120-4632,0.0,3.0,3.0,2700.0,201405.0,1.0,10.0,0.0,1.0,1.0,,0.0,0.0,6.0,0.0,6.0,,,,B25,,,,,,,,,,,,left_only
1032,274607869.0,SAN DIEGO ARCHERS,% VALARE TAMBORELLI,PO BOX 33918,SAN DIEGO,CA,92163-3918,0.0,3.0,3.0,2000.0,201104.0,1.0,16.0,0.0,5.0,1.0,202506.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,N70,,274607869.0,San Diego Archers,San Diego Archers,San Diego,N70,3.0,2014.0,49560.0,40091.0,105122.0,both
1033,274607880.0,SAN DIEGO NEWSROOM,% DAVID KING,402 W BROADWAY STE 950,SAN DIEGO,CA,92101-8576,0.0,3.0,3.0,1000.0,201303.0,1.0,15.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,12.0,,,,B990,,274607880.0,San Diego Newsroom,San Diego Newsroom,San Diego,B990,3.0,,,,,both
1034,274621444.0,QUALCOMM CHARITABLE FOUNDATION,% ACCOUNTING DEPARTMENT,5775 MOREHOUSE DR,SAN DIEGO,CA,92121-1714,0.0,3.0,3.0,1000.0,201104.0,1.0,4.0,0.0,1.0,1.0,202509.0,7.0,4.0,0.0,1.0,9.0,8955969.0,414306.0,,T21,,,,,,,,,,,,left_only
1035,274636768.0,SOCIETY FOR ADVANCEMENT OF SCIENCE AND TECHNOLOGY IN THE ARAB,% WAEL AL-DELAIMY,3671 BELFORD ST,SAN DIEGO,CA,92111-4239,0.0,3.0,3.0,1000.0,201206.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,Q30,,,,,,,,,,,,left_only
1036,274675206.0,ATHLETIC INITIATIVE INC,% APRIL CURRY,11438 ACRUX DR,SAN DIEGO,CA,92126-1348,0.0,3.0,3.0,1200.0,201202.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,I21,,,,,,,,,,,,left_only
1037,274736831.0,WARRIORS AND VETERANS EMPLOYMENT ALLIANCE,% ANDREW WIKTOROWICZ,5370 VIA BELLO,SAN DIEGO,CA,92111-4516,0.0,3.0,3.0,1000.0,201203.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,P20,,,,,,,,,,,,left_only
1038,274841973.0,CALDWELL-CLARK,% AIMEE ZAKREWSKI CLARK,10951 SORRENTO VALLEY RD,SAN DIEGO,CA,92121-1603,0.0,3.0,3.0,1000.0,201107.0,1.0,16.0,0.0,1.0,1.0,202412.0,3.0,4.0,1.0,0.0,12.0,34231.0,242381.0,242381.0,F60,,,,,,,,,,,,left_only
1039,275099153.0,CIGARETTE BUTT POLLUTION PROJECT,% THOMAS E NOVOTNY MD MPH,814 MOANA DR,SAN DIEGO,CA,92106-2812,0.0,3.0,3.0,1000.0,201105.0,1.0,15.0,0.0,1.0,1.0,202512.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,C20,,,,,,,,,,,,left_only
1040,275101748.0,EYE OF A NEEDLE FOUNDATION,,12636 HIGH BLUFF DR STE 400,SAN DIEGO,CA,92130-2071,0.0,3.0,3.0,1000.0,201202.0,1.0,15.0,0.0,1.0,1.0,202412.0,2.0,3.0,1.0,0.0,12.0,22849.0,85189.0,85189.0,L20,,,,,,,,,,,,left_only
1041,275217142.0,ST NIKOLAI WONDERWORKER,% IVO NAICHEV,9966 PASEO MONTALBAN,SAN DIEGO,CA,92129-2753,0.0,3.0,3.0,7000.0,201607.0,1.0,16.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,X20,,,,,,,,,,,,left_only
1042,275224067.0,JOHN AND ELIZABETH LEONARD FAMILY FOUNDATION,% JOHN LEONARD,12520 HIGH BLUFF DR STE 285,SAN DIEGO,CA,92130-3011,0.0,3.0,3.0,1000.0,201107.0,1.0,4.0,0.0,1.0,1.0,202412.0,8.0,7.0,0.0,1.0,12.0,10081308.0,5676094.0,,T20,,,,,,,,,,,,left_only
1043,275224134.0,PROFESSIONAL ALLIANCE FOR CHILDREN,% JAMES P DELL,3114 HARBOR RIDGE LN,SAN DIEGO,CA,92103-6089,0.0,3.0,3.0,1000.0,201107.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,D30,,,,,,,,,,,,left_only
1044,275265123.0,DEMOCRACY AT WORK INSTITUTE,% VANESSA BRANSBURG,1880 CAMINO DE LA REINA PARK 1108,SAN DIEGO,CA,92108-1539,0.0,3.0,3.0,1000.0,201308.0,1.0,15.0,0.0,1.0,1.0,202412.0,6.0,6.0,1.0,0.0,12.0,2978034.0,2760859.0,2760859.0,J19,,,,,,,,,,,,left_only
1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275272533.0,Italian American Academy Of San Diego,Italian American Academy Of San Diego,San Diego,P84,3.0,2022.0,26526.0,63007.0,2753.0,right_only
1046,275376894.0,HOLLY DRIVE LEADERSHIP ACADEMY,% ALYSIA SMITH,4801 ELM ST,SAN DIEGO,CA,92102-1354,0.0,3.0,3.0,1200.0,201106.0,1.0,11.0,0.0,1.0,1.0,202406.0,6.0,6.0,1.0,0.0,6.0,1467796.0,2088845.0,2088845.0,B90,,,,,,,,,,,,left_only
1047,275419542.0,ASIAN AMERICAN CULTURAL SOCIETY OF SAN DIEGO,% RAJESH PATEL,1220 ROSECRANS STREET 223,SAN DIEGO,CA,92106-2674,0.0,3.0,3.0,1000.0,201105.0,1.0,15.0,0.0,1.0,1.0,202412.0,4.0,1.0,2.0,0.0,12.0,279791.0,1958.0,1958.0,A23,,275419542.0,Asian American Cultural Society Of San Diego,Asian American Cultural Society Of San Diego,San Diego,A23,3.0,2023.0,3231.0,1562.0,279078.0,both
1048,275554961.0,POWER SCUBA,% BILL POWERS,12546 HEATHERTON CT UNIT 41,SAN DIEGO,CA,92128-5128,0.0,3.0,3.0,1000.0,201209.0,1.0,16.0,0.0,1.0,1.0,202412.0,4.0,4.0,1.0,0.0,12.0,123897.0,176027.0,176027.0,C32,,,,,,,,,,,,left_only
1049,276135515.0,UDW AFSCME 3930 SAN DIEGO HEALTH AND BENEFITS TRUST,% UNITED DOMESTIC WORKERS OF AMERIC,4855 SEMINOLE DR,SAN DIEGO,CA,92115-4241,0.0,9.0,3.0,1000.0,201201.0,2.0,0.0,0.0,2.0,1.0,202412.0,8.0,8.0,1.0,0.0,12.0,15215420.0,40102670.0,40102670.0,Y43,LAURA REYES TTEE,,,,,,,,,,,left_only
1050,276472885.0,UDW AFSCME 3930 PLACER COUNTY HEALTH AND BENEFITS FUND,,4855 SEMINOLE DR,SAN DIEGO,CA,92115-4241,0.0,9.0,3.0,1000.0,201402.0,2.0,0.0,0.0,2.0,1.0,202412.0,6.0,6.0,1.0,0.0,12.0,1679009.0,1966341.0,1966341.0,Y43,LAURA REYES TTEE,,,,,,,,,,,left_only
1051,300046651.0,GREATER ANTIOCH COGIC OF SAN DIEGO INC,% A D COOPER,5139 SOLOLA AVE,SAN DIEGO,CA,92114-6243,0.0,3.0,3.0,7000.0,200207.0,1.0,10.0,0.0,1.0,1.0,,0.0,0.0,6.0,0.0,12.0,,,,X21,,300046651.0,Greater Antioch Cogic Of San Diego Inc,Greater Antioch Cogic Of San Diego Inc,San Diego,X21,3.0,,,,,both
1052,300065132.0,SAN DIEGO WRITERS EDITORS GUILD,% SAN DIEGO WRITERS EDITORS GUILD,2307 FENTON PKWY STE 107 PMB 266,SAN DIEGO,CA,92108-4746,0.0,3.0,3.0,2000.0,201401.0,1.0,16.0,0.0,1.0,1.0,202512.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,A65,,300065132.0,San Diego Writers Editors Guild,San Diego Writers Editors Guild,San Diego,A65,3.0,,,,,both
1053,300081262.0,KIDANE MEHRET ERITREAN TEWAHEDO ORTHODOX CHURCH IN SAN DIEGO,,2001 OCEAN VIEW BLVD,SAN DIEGO,CA,92113-1238,0.0,3.0,3.0,7000.0,200206.0,1.0,10.0,0.0,1.0,1.0,,0.0,0.0,6.0,0.0,12.0,,,,X20,,,,,,,,,,,,left_only
1054,300125828.0,SAN DIEGO BRAIN TUMOR FOUNDATION,,852 5TH AVE 2ND FLOOR,SAN DIEGO,CA,92101-6108,0.0,3.0,3.0,1200.0,200401.0,1.0,15.0,0.0,1.0,1.0,202412.0,4.0,3.0,2.0,0.0,12.0,310298.0,29402.0,29402.0,G48,,300125828.0,San Diego Brain Tumor Foundation,San Diego Brain Tumor Foundation,San Diego,G48,3.0,2023.0,48449.0,93428.0,347804.0,both
1055,300127074.0,MONUMENT OF LOVE FELLOWSHIP CHRISTIAN CENTER OF SAN DIEGO,% REV DANIEL L GRAHAM,1020 S 43RD ST,SAN DIEGO,CA,92113-3402,0.0,3.0,3.0,7000.0,200304.0,1.0,10.0,0.0,1.0,1.0,,0.0,0.0,6.0,0.0,12.0,,,,X20,,,,,,,,,,,,left_only
1056,300145409.0,SAN DIEGO DIVE CLUB INC,% STEVE ANDERSON,PO BOX 390164,SAN DIEGO,CA,92149-0164,0.0,7.0,3.0,1000.0,200305.0,2.0,0.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,N50,,,,,,,,,,,,left_only
1057,300169764.0,CATHEDRAL ARMS INC,% FALKENBERG GILLIAM & ASSOCIATES,17150 VIA DEL CAMPO STE 307,SAN DIEGO,CA,92127-2139,0.0,3.0,3.0,1000.0,200307.0,1.0,16.0,0.0,1.0,1.0,202412.0,8.0,7.0,1.0,0.0,12.0,40968966.0,5736508.0,5736508.0,L22,,,,,,,,,,,,left_only
1058,300169881.0,TRINITY MANOR INC,% ROBERT L RENTTO,17150 VIA DEL CAMPO STE 307,SAN DIEGO,CA,92127-2139,0.0,3.0,3.0,1000.0,200307.0,1.0,16.0,0.0,1.0,1.0,202412.0,8.0,6.0,1.0,0.0,12.0,15247347.0,3318011.0,3318011.0,L22,,,,,,,,,,,,left_only
1059,300170181.0,EXPANDING YOUR HORIZONS OF SAN DIEGO,% SUE LOWERY,3570 31ST ST,SAN DIEGO,CA,92104-4210,0.0,3.0,3.0,1000.0,200309.0,1.0,15.0,0.0,1.0,1.0,202506.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,B99,,300170181.0,Expanding Your Horizons Of San Diego,Expanding Your Horizons Of San Diego,San Diego,B99,3.0,2012.0,20573.0,23592.0,22413.0,both
1060,300176205.0,SAN DIEGO NORTH EDUCATIONAL FOUNDATION,% RICHARD M ALVINO,10875 RANCHO BERNARDO RD STE 104,SAN DIEGO,CA,92127-2115,0.0,3.0,3.0,1000.0,200405.0,1.0,16.0,0.0,1.0,1.0,202412.0,3.0,3.0,1.0,0.0,12.0,42544.0,98859.0,67850.0,B82,,300176205.0,San Diego North Educational Foundation,San Diego North Educational Foundation,San Diego,B82,3.0,2023.0,49967.0,49185.0,44387.0,both
1061,300176736.0,HERITAGE K-8 CHARTER,% SAN DIEGO CNTY OFFICE OF EDU,6401 LINDA VISTA ROAD ROOM 607,SAN DIEGO,CA,92111-7319,0.0,3.0,3.0,2000.0,200709.0,1.0,11.0,0.0,1.0,1.0,202406.0,8.0,8.0,1.0,0.0,6.0,30940792.0,16949334.0,16949334.0,B29,,,,,,,,,,,,left_only
1062,300189270.0,CONTACT ARTS,,PO BOX 16235,SAN DIEGO,CA,92176-6235,0.0,3.0,3.0,1200.0,202110.0,1.0,16.0,0.0,1.0,1.0,202412.0,3.0,4.0,1.0,0.0,12.0,35792.0,196002.0,196002.0,A62,,,,,,,,,,,,left_only
1063,300194013.0,FELLOWSHIP OF LOVE DIVINE,,6434 GALLEGOS TER,SAN DIEGO,CA,92114-7017,0.0,3.0,3.0,7000.0,200202.0,1.0,10.0,0.0,1.0,1.0,,0.0,0.0,6.0,0.0,6.0,,,,,,,,,,,,,,,,left_only
1064,300216827.0,SAN DIEGO DISTRICT ATTORNEY INVESTIGATORS ASSOCIATION,% SDDAIA,501 W BROADWAY STE A 295,SAN DIEGO,CA,92101-3536,0.0,3.0,3.0,1000.0,200402.0,1.0,16.0,0.0,5.0,1.0,202412.0,5.0,4.0,1.0,0.0,12.0,822625.0,418077.0,230491.0,I60,,300216827.0,San Diego District Attorney Investigators Association,San Diego District Attorney Investigators Association,San Diego,I60,3.0,2023.0,288159.0,119133.0,715228.0,both
1065,300229890.0,VISION CELULAR INTERNACIONAL,,3852 AREY DR,SAN DIEGO,CA,92154-2425,0.0,3.0,3.0,7000.0,200405.0,1.0,10.0,0.0,1.0,1.0,,0.0,0.0,6.0,0.0,12.0,,,,X20,,,,,,,,,,,,left_only
1066,300242087.0,MISSION BEACH TOWN COUNCIL INC,% LARRY WEBB,PO BOX 9842,SAN DIEGO,CA,92169-0842,0.0,4.0,3.0,1000.0,200406.0,2.0,0.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,S20,,,,,,,,,,,,left_only
1067,300255277.0,SCRIPPS RANCH FOOTBALL BOOSTER CLUB INC,% VELVET GARDINER,10410 FALCON WAY,SAN DIEGO,CA,92131-1126,0.0,3.0,3.0,1000.0,201802.0,1.0,15.0,0.0,1.0,1.0,202412.0,2.0,4.0,1.0,0.0,12.0,14192.0,111695.0,99206.0,N65,,,,,,,,,,,,left_only
1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300260008.0,Somali Bantu Community Of San Diego,Somali Bantu Community Of San Diego,San Diego,B90,3.0,2021.0,148104.0,118435.0,36715.0,right_only
1069,300261779.0,ONE WAY MINISTRIES AN AGAPE CHURCH OF GOD,% KIMBERLI L KIEFER,962 MISSOURI ST,SAN DIEGO,CA,92109-2512,0.0,3.0,3.0,7100.0,200501.0,1.0,10.0,0.0,1.0,1.0,,0.0,0.0,6.0,0.0,12.0,,,,X99,,,,,,,,,,,,left_only
1070,300285918.0,SAN DIEGO NATIONAL ASSOCIATION OF HISPANIC NURSES,% CAROLINE COULSTON,PO BOX 3770,SAN DIEGO,CA,92163-1770,0.0,3.0,3.0,1200.0,200412.0,1.0,15.0,0.0,1.0,1.0,202412.0,3.0,3.0,1.0,0.0,12.0,80888.0,50742.0,38534.0,E90,,300285918.0,San Diego National Association Of Hispanic Nurses,San Diego National Association Of Hispanic Nurses,San Diego,E90,3.0,2023.0,28249.0,13832.0,76391.0,both
1071,300321918.0,SHABACH INTERNATIONAL MINISTRIES,% NETREIA CARROLL,3194 MARKET STREET,SAN DIEGO,CA,92102-3213,0.0,3.0,3.0,7000.0,200604.0,1.0,15.0,0.0,1.0,1.0,202512.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,X21,,,,,,,,,,,,left_only
1072,300344082.0,SNIPE CLASS INTERNATIONAL RACING ASSOCIATION USA,% MARY BUCKLEY,2812 CANON ST,SAN DIEGO,CA,92106-2742,0.0,3.0,3.0,1000.0,200606.0,1.0,17.0,0.0,1.0,1.0,202412.0,4.0,3.0,1.0,0.0,12.0,476657.0,79430.0,79430.0,N11,,,,,,,,,,,,left_only
1073,300411106.0,THE LOVING CARE OUTREACH MINISTRY CHURCH OF GOD IN CHRIST,% ERIC SMITH,5506 ENCINA DR,SAN DIEGO,CA,92114-6309,0.0,3.0,3.0,7000.0,200709.0,1.0,10.0,0.0,1.0,1.0,,0.0,0.0,6.0,0.0,12.0,,,,X20,,,,,,,,,,,,left_only
1074,300416418.0,MISSION BAY HIGH SCHOOL ALUMNI ASSOCIATION,% PAM DEITZ,3681 JEWELL ST,SAN DIEGO,CA,92109-6725,0.0,3.0,3.0,1000.0,200901.0,1.0,15.0,0.0,1.0,1.0,202506.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,B84,,,,,,,,,,,,left_only
1075,300446114.0,MARINE CORPS LEAGUE,% FRANKLIN MANTHEI,PO BOX 15910,SAN DIEGO,CA,92175-5910,955.0,4.0,9.0,2000.0,194607.0,1.0,0.0,908279265.0,5.0,1.0,202506.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,,240 SAN DIEGO BULLDOGS POUND MODD,,,,,,,,,,,left_only
1076,300451957.0,LITTLE ANGELS ORPHANAGE FOUNDATION,% JED BRADSHAW,1080 PARK BLVD UNIT 810,SAN DIEGO,CA,92101-5637,0.0,3.0,3.0,1000.0,200901.0,1.0,15.0,0.0,1.0,1.0,202412.0,2.0,2.0,2.0,0.0,12.0,10679.0,14561.0,14561.0,P20,,,,,,,,,,,,left_only
1077,300484053.0,CALIFORNIA NEW CHURCH BOARD INC,,1774 LA JOLLA RANCHO RD,SAN DIEGO,CA,92037-7847,0.0,3.0,3.0,1700.0,200812.0,1.0,15.0,0.0,1.0,1.0,,0.0,0.0,13.0,0.0,6.0,,,,X21,,,,,,,,,,,,left_only
1078,300501377.0,WEST COAST DRILL INSTRUCTORS ASSOCIATION SERGEANT MAJOR LELAND,% GREGG STONER,400084,SAN DIEGO,CA,92140-0001,0.0,3.0,3.0,1000.0,200904.0,1.0,16.0,0.0,5.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,W30,,,,,,,,,,,,left_only
1079,300507718.0,SAN DIEGO HUNGER COALITION,% ANAHID BRAKKE,845 15TH ST STE 103,SAN DIEGO,CA,92101-8098,0.0,3.0,3.0,1000.0,200910.0,1.0,15.0,0.0,1.0,1.0,202412.0,5.0,6.0,1.0,0.0,12.0,846792.0,1633483.0,1607873.0,K30,,300507718.0,San Diego Hunger Coalition,San Diego Hunger Coalition,San Diego,K30,3.0,2023.0,2045549.0,2143730.0,943813.0,both
1080,300511396.0,SAN DIEGO EDUCATION CONSORTIUM,,4007 CAMINO DEL RIO S,SAN DIEGO,CA,92108-4105,0.0,3.0,3.0,1000.0,202107.0,1.0,16.0,0.0,1.0,1.0,202406.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,B192,,300511396.0,San Diego Education Consortium,San Diego Education Consortium,San Diego,B192,3.0,,,,,both
1081,300517482.0,CHUA DINH THANH,,4252 CLAIREMONT DR,SAN DIEGO,CA,92117-5529,0.0,3.0,3.0,7000.0,201206.0,1.0,10.0,0.0,1.0,1.0,,0.0,0.0,6.0,0.0,12.0,,,,X50,,,,,,,,,,,,left_only
1082,300559085.0,ASSOCIATION OF ALUMNI AND ALUMNAE OF TSINGHUA UNIVERSITY IN SAN DIEG,% GE YAN,3298 GOVERNOR DR UNIT 22085,SAN DIEGO,CA,92192-5005,0.0,3.0,3.0,1280.0,201703.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,B84,,300559085.0,Association Of Alumni And Alumnae Of Tsinghua University In San Dieg,Association Of Alumni And Alumnae Of Tsinghua University In San Dieg,San Diego,B84,3.0,,,,,both
1083,300584471.0,ENVIRONMENTAL RESEARCH CENTER INC,% DELBERT RAY MUSALL,3111 CAMINO DEL RIO N STE 400,SAN DIEGO,CA,92108-5724,0.0,3.0,3.0,1000.0,201206.0,1.0,15.0,0.0,1.0,1.0,202412.0,8.0,6.0,1.0,0.0,12.0,11298960.0,2737154.0,2737154.0,C20,,,,,,,,,,,,left_only
1084,300588104.0,SUPPORT FOR KIDS ORGANIZATION INC,% MICHAEL MORROW,4140 MOUNT ALIFAN PL UNIT E,SAN DIEGO,CA,92111-2841,0.0,3.0,3.0,1000.0,201001.0,1.0,16.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,O12,,,,,,,,,,,,left_only
1085,300591702.0,L A M A LATIN AMERICAN MISSIONS ASSOCIATION,% DAVID ANDRADE,4614 FARGO AVE,SAN DIEGO,CA,92117-2406,0.0,3.0,3.0,7000.0,201003.0,1.0,10.0,0.0,1.0,1.0,202412.0,0.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,X20,,,,,,,,,,,,left_only
1086,300629452.0,HIGHLAND RANCH EDUCATIONAL FOUNDATION,% WENDY W WOLFE,14840 WAVERLY DOWNS WAY,SAN DIEGO,CA,92128-3702,0.0,3.0,3.0,1000.0,201010.0,1.0,15.0,0.0,1.0,1.0,202505.0,4.0,3.0,1.0,0.0,5.0,163732.0,92142.0,88728.0,B94,,,,,,,,,,,,left_only
1087,300649090.0,FAITH HOPE & CHARITY COMMUNITY CHURCH OF SAN DIEGO,,6433 IMPERIAL AVE,SAN DIEGO,CA,92114-4216,0.0,3.0,3.0,7000.0,201101.0,1.0,10.0,0.0,1.0,1.0,,0.0,0.0,6.0,0.0,12.0,,,,X21,,300649090.0,Faith Hope & Charity Community Church Of San Diego,Faith Hope & Charity Community Church Of San Diego,San Diego,X21,3.0,,,,,both
1088,300651576.0,ROTARY CLUB OF SAN DIEGO PARADISE VALLEY FOUNDATION,% GABRIEL PERPETUA,9683 TIERRA GRANDE ST STE 202,SAN DIEGO,CA,92126-6503,0.0,3.0,3.0,1000.0,201105.0,1.0,15.0,0.0,1.0,1.0,202512.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,T30,,300651576.0,Rotary Club Of San Diego Paradise Valley Foundation,Rotary Club Of San Diego Paradise Valley Foundation,San Diego,T30,3.0,,,,,both
1089,300667316.0,COUNTY OF SAN DIEGO FILIPINO AMERICAN EMPLOYEES ASSOCIATION,% MAVETTE SADILE,1600 PACIFIC HIGHWAY,SAN DIEGO,CA,92101-2429,0.0,3.0,3.0,1000.0,201410.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,T12,,300667316.0,County Of San Diego Filipino American Employees Association,County Of San Diego Filipino American Employees Association,San Diego,T12,3.0,,,,,both
1090,300696597.0,JFS FOUNDATION,% MARJORY KAPLAN,4950 MURPHY CANYON ROAD,SAN DIEGO,CA,92123-4900,0.0,3.0,3.0,1000.0,201208.0,1.0,17.0,0.0,1.0,1.0,202406.0,7.0,5.0,1.0,0.0,6.0,9866657.0,938763.0,361391.0,P99,,,,,,,,,,,,left_only
1091,300704939.0,CALIFORNIA ASSOCIATION FOR NURSE PRACTITIONERS SAN DIEGO CENTRAL,% CAROLYN MOSS MARTINEZ,325 7TH AVE UNIT 1805,SAN DIEGO,CA,92101-7183,0.0,6.0,3.0,1000.0,201403.0,2.0,0.0,0.0,5.0,1.0,202506.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,S41,,,,,,,,,,,,left_only
1092,300774575.0,PHILLIPS TEMPLE,,5333 GENEVA AVE,SAN DIEGO,CA,92114-1102,8511.0,3.0,9.0,7000.0,198009.0,1.0,10.0,1002000.0,5.0,1.0,,5.0,4.0,6.0,0.0,8.0,,,,,,,,,,,,,,,,left_only
1093,300779475.0,FREEWILL MISSIONARY BAPTIST CHURCH,% EDWARD L FLOWERS,6855 GLIDDEN ST,SAN DIEGO,CA,92111-7503,0.0,3.0,3.0,7000.0,201702.0,1.0,10.0,0.0,1.0,1.0,,0.0,0.0,6.0,0.0,12.0,,,,X20,,,,,,,,,,,,left_only
1094,300784328.0,COLLABORATION KITCHEN,% TOMMY GOMES,13520 EVENING CREEK DR N STE 480,SAN DIEGO,CA,92128-8110,0.0,3.0,3.0,1000.0,201409.0,1.0,16.0,0.0,1.0,1.0,202412.0,2.0,0.0,2.0,0.0,12.0,20542.0,0.0,0.0,P20,,,,,,,,,,,,left_only
1095,300785792.0,VA SAN DIEGO EMPLOYEE ASSOCIATION,% ROBERT WEST,3350 LA JOLLA VILLAGE DR,SAN DIEGO,CA,92161-0002,0.0,4.0,3.0,3000.0,201401.0,2.0,0.0,0.0,5.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,J40,,,,,,,,,,,,left_only
1096,300800676.0,KAPPA ALPHA ORDER,% BRIANNE TILLOTSON,5565 AZTEC WALK,SAN DIEGO,CA,92115-1364,66.0,7.0,9.0,1000.0,194008.0,2.0,0.0,0.0,5.0,1.0,202406.0,2.0,4.0,1.0,0.0,6.0,11555.0,295258.0,295258.0,,GAMMA IOTA CHAPTER,,,,,,,,,,,left_only
1097,300827135.0,TFI INC,% RICHARD VELOZ,3288 ADAMS AVE UNIT 16465,SAN DIEGO,CA,92176-7020,0.0,3.0,3.0,1000.0,201704.0,1.0,16.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,X20,,,,,,,,,,,,left_only
1098,300840212.0,TRANSFORMING YOUTH OUTDOORS,,PO BOX 635256,SAN DIEGO,CA,92163-5256,0.0,3.0,3.0,1000.0,201501.0,1.0,15.0,0.0,1.0,1.0,202412.0,3.0,4.0,1.0,0.0,12.0,50890.0,129771.0,129771.0,O99,,,,,,,,,,,,left_only
1099,300841451.0,FHCSD GROWTH FUND INC,% RICARDO ROMAN,823 GATEWAY CENTER WAY,SAN DIEGO,CA,92102-4541,0.0,3.0,3.0,1000.0,201701.0,1.0,21.0,0.0,1.0,1.0,202406.0,8.0,8.0,1.0,0.0,6.0,29381500.0,13330161.0,13330161.0,E11,,,,,,,,,,,,left_only
1100,300858040.0,LOVE OF CHRIST CHRISITAN FELLOWSHIP,% MANUEL C BARCELON,10770 FOXWOOD RD,SAN DIEGO,CA,92126-2612,0.0,3.0,3.0,7000.0,201609.0,1.0,10.0,0.0,1.0,1.0,,0.0,0.0,6.0,0.0,12.0,,,,X20,,,,,,,,,,,,left_only
1101,300893108.0,SAN DIEGO COMMITTEE ON EMPLOYMENT OF PEOPLE WITH DISABILITIES,,1167 DEARBORN DR,SAN DIEGO,CA,92154-3315,0.0,3.0,3.0,1200.0,201602.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,J20,,,,,,,,,,,,left_only
1102,300939625.0,PBMS MUSIC ASSOCIATION,,4676 INGRAHAM ST,SAN DIEGO,CA,92109-3120,0.0,3.0,3.0,2000.0,201701.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,A68,,,,,,,,,,,,left_only
1103,301087900.0,AMERICAN CENTER FOR ECONOMIC ADVANCEMENT INCORPORATED,% MARISA CALDERON,2375 NORTHSIDE DR STE 360,SAN DIEGO,CA,92108-2713,0.0,3.0,3.0,1200.0,202002.0,1.0,15.0,0.0,1.0,1.0,202312.0,4.0,3.0,1.0,0.0,12.0,127879.0,58161.0,58161.0,P01,,,,,,,,,,,,left_only
1104,301114674.0,CAMIS JAMMIES,% KATELYN C NICHOL,4841 BARLOWS LANDING CV,SAN DIEGO,CA,92130-8701,0.0,3.0,3.0,1500.0,201903.0,1.0,16.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,P58,,,,,,,,,,,,left_only
1105,301190488.0,REY DE REYES CHURCH,% YECCENIA ALANIZ,4565 MYRTLE AVE,SAN DIEGO,CA,92105-3545,0.0,3.0,3.0,7000.0,201910.0,1.0,10.0,0.0,1.0,1.0,,0.0,0.0,6.0,0.0,12.0,,,,X20,,,,,,,,,,,,left_only
