"account_key","account_status","date_account_creation","date_cert_expiration","date_cert_effective","business_owner_name","ownership_type","date_business_start","dba_name","naics_sector","naics_code","naics_description","address_no","address_pd","address_road","address_sfx","address_no_fraction","address_city","address_state","address_zip","address_suite","address_pmb_box","address_po_box","bid","council_district","lat","lng"
"1984011870.0","Active","1984-08-17 12:00:00","2026-07-31 12:00:00","2025-08-01 12:00:00","THE LAW OFFICES OF NORMAN M FINKELSTEIN APC","CORP","1984-08-17 12:00:00","THE LAW OFFICES OF NORMAN M FINKELSTEIN APC","54","5411","LEGAL SERVICES","110","","JUNIPER","ST","","SAN DIEGO","CA","92101-1502","","","","","3.0","32.72932945","-117.1637827"
"1984011983.0","Active","1984-08-20 12:00:00","2026-05-31 00:00:00","2025-06-01 00:00:00","CAL WEST PRODUCTS INC","CORP","1984-08-20 12:00:00","CAL WEST PRODUCTS INC","45","4539","OTHER MISCELLANEOUS STORE RETAILERS","7538","","TRADE","ST","","SAN DIEGO","CA","92121-2412","","","","","6.0","32.888733","-117.16039"
"1984011989.0","Active","1984-08-20 12:00:00","2026-10-31 12:00:00","2025-11-01 12:00:00","LIGHTHORSE TECHNOLOGIES","CORP","1984-08-20 12:00:00","LIGHTHORSE TECHNOLOGIES","44","443","ELECTRONICS & APPLIANCE STORES","9511","","RIDGEHAVEN","CT","","SAN DIEGO","CA","92123-5618","B","","","","6.0","32.82071991","-117.1240699"
"1984012177.0","Active","1984-08-23 12:00:00","2026-10-31 12:00:00","2025-11-01 12:00:00","BRIERTON JONES & JONES LLP","PARTNR","1984-08-23 12:00:00","BRIERTON JONES & JONES LLP","54","5411","LEGAL SERVICES","1550","","HOTEL","CIR","","SAN DIEGO","CA","92108-2911","300","","","","","32.7598535","-117.1772382"
"1984012204.0","Active","1984-08-24 12:00:00","2026-07-31 00:00:00","2025-08-01 00:00:00","EXECUTIVE WINE BANK INC","CORP","1984-08-24 12:00:00","WINE SELLAR & BRASSERIE THE","49","493","WAREHOUSING & STORAGE","9550","","WAPLES","ST","","SAN DIEGO","CA","92121-2984","115","","","","6.0","32.90312335","-117.1826598"
"1984012216.0","Active","1984-08-24 12:00:00","2027-03-31 12:00:00","2026-04-01 12:00:00","GEORGE & KROGH WELDING INC","CORP","1984-08-24 12:00:00","GEORGE & KROGH WELDING INC","33","3314","NONFERROUS (EXC ALUM) PRODUCTION & PROCESSING","1357","","LAS VILLAS","WY","","ESCONDIDO","CA","92026","","","","","","33.13940066","-117.0939388"
"1984012234.0","Active","1984-08-24 12:00:00","2026-08-31 12:00:00","2025-09-01 12:00:00","SHVIL SHLOMO","SOLE","1984-08-24 12:00:00","KEARNY MESA ELECTRIC COMPANY","23","2353","ELECTRICAL CONTRACTORS","5442","","CAMINITO VISTA LUJO","","","SAN DIEGO","CA","92130-2861","","","","","1.0","32.94580003","-117.2013962"
"1984012304.0","Active","1984-08-27 12:00:00","2026-10-31 00:00:00","2025-11-01 00:00:00","JUDITH STINTON & FRANK STINTON","SOLE","1984-08-27 12:00:00","COLOR COMMAND & SEW BOAT RETREATS","45","45299","ALL OTHER GENERAL MERCHANDISE STORES","6011","","HILLANDALE","CT","","SAN DIEGO","CA","92120-1505","","","","","7.0","32.8092796","-117.0650119"
"1984012393.0","Active","1984-08-28 12:00:00","2026-12-31 12:00:00","2026-01-01 12:00:00","NELSON/MAREK YACHT DESING INC","CORP","1984-08-28 12:00:00","NELSON/MAREK YACHT DESIGN INCORPORATED","54","5413","ARCHITECTURAL, ENGINEERING & RELATED SERVICES","2820","","CANON","ST","","SAN DIEGO","CA","92106-2742","","","","","2.0","32.72045603","-117.2300246"
"1984012396.0","Active","1984-08-28 12:00:00","2026-09-30 12:00:00","2025-10-01 12:00:00","H-CAR GARAGE INC","CORP","1984-08-28 12:00:00","H-CAR GARAGE","81","811111","GENERAL AUTOMOTIVE REPAIR","4927","","CASS","ST","","SAN DIEGO","CA","92109-2038","","","","24.0","2.0","32.80446133","-117.253941"
"1984012469.0","Active","1984-08-29 12:00:00","2026-08-31 12:00:00","2025-09-01 12:00:00","SAN DIEGO ICE COMPANY INC","CORP","1984-08-29 12:00:00","SAN DIEGO ICE MACHINES CO/SAN DIEGO ICE CO","45","4533","USED MERCHANDISE STORES","3412","","KURTZ","ST","","SAN DIEGO","CA","92110-4429","","","","27.0","2.0","32.75506208","-117.2082335"
"1984012494.0","Active","1984-08-30 12:00:00","2026-11-30 12:00:00","2025-12-01 12:00:00","ALCALA/ALCALA","PARTNR","1984-08-30 12:00:00","A & B AUTO SERVICE/SWEDISH AUTO A.B.","81","811111","GENERAL AUTOMOTIVE REPAIR","3565","","PACIFIC","HWY","","SAN DIEGO","CA","92110","","","","","2.0","32.7392646","-117.1806911"
"1984012644.0","Active","1984-09-04 12:00:00","2026-09-30 12:00:00","2025-10-01 12:00:00","HINCKLEY SHARON","SOLE","1984-09-04 12:00:00","SHARON HINCKLEY WATERCOLORS","54","54199","ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES","5635","","CHELSEA","AVE","","LA JOLLA","CA","92037-7511","","","","","1.0","32.81440597","-117.2709181"
"1984012660.0","Active","1984-09-04 12:00:00","2026-07-31 12:00:00","2025-08-01 12:00:00","MADLAND PAM","SOLE","1984-09-04 12:00:00","PAMELA MADLAND CREATIVE ARTS ","54","54199","ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES","5165","","ABUELA","DR","","SAN DIEGO","CA","92124-2020","","","","","7.0","32.82536091","-117.0968386"
"1984012668.0","Active","1984-09-04 12:00:00","2026-11-30 12:00:00","2025-12-01 12:00:00","ZAPPIA OLIVER","SOLE","1984-09-04 12:00:00","ZAPPIAS RESTAURANT SUPPLY","42","421","WHOLESALE TRADE, DURABLE GOODS","8451","","MIRALANI","DR","","SAN DIEGO","CA","92126-4388","D","","","","6.0","32.89604711","-117.1403641"
"1984012698.0","Active","1984-09-04 12:00:00","2026-07-31 12:00:00","2025-08-01 12:00:00","CARPETERIA (MARKARIAN) CO","CORP","1984-09-04 12:00:00","CARPETERIA","45","4539","OTHER MISCELLANEOUS STORE RETAILERS","8400","","MIRAMAR","RD","","SAN DIEGO","CA","92126-6311","135","","","","","32.891563","-117.139694"
"1984012721.0","Active","1984-09-05 12:00:00","2026-08-31 12:00:00","2025-09-01 12:00:00","KATHRYN IREY","SOLE","1984-09-05 12:00:00","STAGE 7","61","611","EDUCATIONAL SERVICES","9103","","CHESAPEAKE","DR","","SAN DIEGO","CA","92123-1002","","","","","6.0","32.839287","-117.13201"
"1984012771.0","Active","1984-09-05 12:00:00","2026-08-31 12:00:00","2025-09-01 12:00:00","DILLON WATERPROOFING INC","CORP","1984-09-05 12:00:00","DILLON WATERPROOFING INC","23","23599","ALL OTHER SPECIAL TRADE CONTRACTORS","10345","","SORRENTO VALLEY","RD","","SAN DIEGO","CA","92121-1606","D-2654","","","","1.0","32.89317813","-117.2154227"
"1984012816.0","Active","1984-09-06 12:00:00","2026-05-31 12:00:00","2025-06-01 12:00:00","JOSEPH DEVELOPMENT CORPORATION","CORP","1984-09-06 12:00:00","CHANCELLOR DEVELOPMENT CORP","53","53139","OTHER ACTIVITIES RELATED TO REAL ESTATE","7855","","FAY","AVE","","LA JOLLA","CA","92037-4280","300","","","19.0","1.0","32.84571031","-117.27543500000002"
"1984012944.0","Active","1984-09-10 12:00:00","2026-08-31 12:00:00","2025-09-01 12:00:00","DRACO TRUCKS & EQUIPMENT INC","CORP","1984-09-10 12:00:00","DRACO TRUCKS & EQUIPMENT INC","45","452","GENERAL MERCHANDISE STORES","7424","","MISSION GORGE","RD","","SAN DIEGO","CA","92120-1302","","","","","7.0","32.8073081","-117.0785074"
"1984013023.0","Active","1984-09-11 12:00:00","2026-08-31 12:00:00","2025-09-01 12:00:00","CASAS INTERNATIONAL BROKERAGE INC","CORP","1984-09-11 12:00:00","CASAS INTERNATIONAL BROKERAGE INC","54","54199","ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES","9355","","AIRWAY","RD","","SAN DIEGO","CA","92154-7931","4","","","","8.0","32.5602235","-116.9430425"
"1984013169.0","Active","1984-09-13 12:00:00","2026-08-31 12:00:00","2025-09-01 12:00:00","THE BRANDING IRON INC","CORP","1984-09-13 12:00:00","THE BRANDING IRON INC","45","45299","ALL OTHER GENERAL MERCHANDISE STORES","7464","","DRAPER","AVE","","LA JOLLA","CA","92037-5025","4","","","","1.0","32.83903015","-117.2759618"
"1984013175.0","Active","1984-09-13 12:00:00","2026-11-30 12:00:00","2025-12-01 12:00:00","ROBERT A COWEN CPA","SOLE","1984-09-13 12:00:00","ROBERT A COWEN CPA","54","5412","ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES","1010","","TURQUOISE","ST","","SAN DIEGO","CA","92109-1238","275","","","24.0","2.0","32.80952587","-117.25530829999998"
"1984013352.0","Active","1984-09-18 12:00:00","2026-08-31 12:00:00","2025-09-01 12:00:00","PRZYWARA JAMES S","SOLE","1984-09-18 12:00:00","DATA SYSTEMS SERVICES","81","811219","OTHER ELECTRONIC & PRECISION EQUIPMENT R&M","9020","","DANUBE","LN","","SAN DIEGO","CA","92126-1515","","","","","6.0","32.93005053","-117.1300202"
"1984013393.0","Active","1984-09-18 12:00:00","2026-04-30 12:00:00","2025-05-01 12:00:00","INVESTMENT PLACEMENT GROUP","CORP","1984-09-18 12:00:00","INVESTMENT PLACEMENT GROUP","52","52393","INVESTMENT ADVICE","501","W","BROADWAY","","","SAN DIEGO","CA","92101-8564","1350","","","","","32.71564494","-117.1601301"
"1984013397.0","Active","1984-09-18 12:00:00","2026-08-31 12:00:00","2025-09-01 12:00:00","NORDSTROM INC","CORP","1984-09-18 12:00:00","NORDSTROM INC","44","44815","CLOTHING ACCESSORIES STORES","4401","","LA JOLLA VILLAGE","DR","","SAN DIEGO","CA","92122-1202","","","","","1.0","32.87308552","-117.2118175"
"1984013524.0","Active","1984-09-20 12:00:00","2026-08-31 12:00:00","2025-09-01 12:00:00","NEAL ELECTRIC CORP","CORP","1984-09-20 12:00:00","NEAL ELECTRIC CORP","23","23531","ELECTRICAL CONTRACTORS","5928","","BALFOUR","CT","","CARLSBAD","CA","92008-7304","","","","","","33.13109870315608","-117.28097247729904"
"1984013537.0","Active","1984-09-20 12:00:00","2026-08-31 12:00:00","2025-09-01 12:00:00","ANDREW C CHEN","SOLE","1984-09-20 12:00:00","TECTONICS","54","54133","ENGINEERING SERVICES","1350","","COLUMBIA","ST","","SAN DIEGO","CA","92101-3456","700","","","23.0","3.0","32.71935825","-117.16745729999998"
"1984013644.0","Active","1984-09-21 12:00:00","2026-07-31 12:00:00","2025-08-01 12:00:00","INFECTIOUS DISEASES PHYSICIANS OF SAN DIEGO INC","CORP","1984-09-21 12:00:00","INFECTIOUS DISEASES PHYSICIANS OF SAN DIEGO INC","62","62111","OFFICES OF PHYSICIANS","4136","","BACHMAN","PL","","SAN DIEGO","CA","92103-2028","","","","","3.0","32.75257636","-117.1632503"
"1984013646.0","Active","1984-09-21 12:00:00","2026-08-31 12:00:00","2025-09-01 12:00:00","CONSTRUCTION NOTICE SERVICES INC","CORP","1984-09-21 12:00:00","CONSTRUCTION NOTICE SERVICES INC","54","541","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES","10150","","MEANLEY","DR","","SAN DIEGO","CA","92131-3010","250","","","","","32.90910676","-117.1075882"
"1984013648.0","Active","1984-09-21 12:00:00","2026-06-30 00:00:00","2025-07-01 00:00:00","BEL BORN CORPORATION","CORP","1984-09-21 12:00:00","VILLAGE HAT SHOP","44","44815","CLOTHING ACCESSORIES STORES","3443","","INDIA","ST","","SAN DIEGO","CA","92103-5316","","","","16.0","3.0","32.73849408","-117.1769658"
"1984013650.0","Active","1984-09-24 12:00:00","2026-10-31 12:00:00","2025-11-01 12:00:00","BARBARA BAROS","SOLE","1984-09-24 12:00:00","BARBARA BAROS PHOTOGRAPHER","54","54192","PHOTOGRAPHIC SERVICES","3560","","OTTAWA","AVE","","SAN DIEGO","CA","92117-5709","","","","","2.0","32.80494701","-117.2017278"
"1984013729.0","Active","1984-09-25 12:00:00","2026-11-30 12:00:00","2025-12-01 12:00:00","DOUG GLASS PC","SCORP","1984-09-25 12:00:00","GLASS MEDIATIONS","54","5411","LEGAL SERVICES","6834","","BLUEFIELD","CT","","SAN DIEGO","CA","92120-3206","","","","","7.0","32.79632645757709","-117.05606849160542"
"1984013735.0","Active","1984-09-25 12:00:00","2026-08-31 12:00:00","2025-09-01 12:00:00","WALTERMIRE WILLIAM","SOLE","1984-09-25 12:00:00","WILLIAM WALTERMIRE CPA","54","5412","ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES","5151","","SHOREHAM","PL","","SAN DIEGO","CA","92122-5961","170","","","","1.0","32.85357835","-117.185282"
"1984013740.0","Active","1984-09-25 12:00:00","2026-11-30 12:00:00","2025-12-01 12:00:00","BELZER HAIM","CORP","1984-09-25 12:00:00","BELZER & GRUNHAUS-BELZER PSYCHOLOGICAL CORP","62","621399","OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS","4550","","KEARNY VILLA","RD","","SAN DIEGO","CA","92123-1574","109","","","","6.0","32.82252806","-117.1441777"
"1984013828.0","Active","1984-09-26 12:00:00","2026-09-30 12:00:00","2025-10-01 12:00:00","ENERCOMM ELECTRIC INC","CORP","1984-09-26 12:00:00","ENERCOMM ELECTRIC INC","23","2353","ELECTRICAL CONTRACTORS","8790","","MARIPOSA","ST","","LA MESA","CA","91941-6637","","","","","","32.76011977","-117.0081975"
"1984013891.0","Active","1984-09-27 12:00:00","2026-08-31 12:00:00","2025-09-01 12:00:00","THOMPSON FINANCIAL SEARCH INC","CORP","1984-09-27 12:00:00","THOMPSON FINANCIAL SEARCH INC","54","541","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES","3544","","FENELON","ST","","SAN DIEGO","CA","92106-2139","","","","","2.0","32.72837662","-117.2347402"
"1984013909.0","Active","1984-09-27 12:00:00","2026-12-31 00:00:00","2026-01-01 00:00:00","UNISYS CORP","CORP","1984-09-27 12:00:00","UNISYS CORP","54","5419","OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE","801","","LAKEVIEW","DR","","BLUE BELL","PA","19424-0001","100","","","","","40.144805","-75.286608"
"1984013922.0","Active","1984-09-28 12:00:00","2026-08-31 12:00:00","2025-09-01 12:00:00","CASS SOWATSKY CONSULTING ARCHITECTS","CORP","1984-09-28 12:00:00","CASS SOWATSKY CONSULTING ARCHITECTS","54","54133","ENGINEERING SERVICES","3569","","05TH","AVE","","SAN DIEGO","CA","92103-5015","","","","18.0","3.0","32.74279172","-117.1603185"
"1984013958.0","Active","1984-09-28 12:00:00","2027-03-31 12:00:00","2026-04-01 12:00:00","PALADIN AIRCRAFT RESTORATION INC","CORP","1984-09-28 12:00:00","PALADIN AIRCRAFT RESTORATION INC","81","81149","OTHER PERSONAL & HOUSEHOLD GOODS R&M","7060","","CURRAN","ST","","SAN DIEGO","CA","92154-5714","","","","","8.0","32.56985187","-116.9884921"
"1984013966.0","Active","1984-10-01 12:00:00","2026-09-30 12:00:00","2025-10-01 12:00:00","NANCY A PHILLIPS","SOLE","1984-10-01 12:00:00","NANCY PHILLIPS YOGA STUDIO","53","53121","OFFICES OF REAL ESTATE AGENTS & BROKERS","646","","SAN FERNANDO","ST","","SAN DIEGO","CA","92106-3313","","","","","2.0","32.71461322","-117.239644"
"1984013991.0","Active","1984-10-01 12:00:00","2026-09-30 12:00:00","2025-10-01 12:00:00","YAEGER JEFFREY J & YAEGER KAREN J","PARTNR","1984-10-01 12:00:00","THE UPS STORE","45","4539","OTHER MISCELLANEOUS STORE RETAILERS","9921","","CARMEL MOUNTAIN","RD","","SAN DIEGO","CA","92129-2813","","","","","5.0","32.96034281","-117.114424"
"1984014024.0","Active","1984-10-01 12:00:00","2026-08-31 12:00:00","2025-09-01 12:00:00","JP ENGINEERING INCORPORATED","CORP","1984-10-01 12:00:00","JP ENGINEERING INCORPORATED","54","5413","ARCHITECTURAL, ENGINEERING & RELATED SERVICES","4849","","RONSON","CT","","SAN DIEGO","CA","92111-1805","105","","","","6.0","32.83013906","-117.1458881"
"1984014108.0","Active","1984-10-02 12:00:00","2026-08-31 12:00:00","2025-09-01 12:00:00","I LOVE A CLEAN SAN DIEGO INC","CORP","1984-10-02 12:00:00","I LOVE A CLEAN SAN DIEGO INC","81","8134","CIVIC & SOCIAL ORGANIZATIONS","8145","","RONSON","RD","","SAN DIEGO","CA","92111-2011","C","","","","","32.82903539","-117.1478158"
"1984014163.0","Active","1984-10-03 12:00:00","2026-09-30 12:00:00","2025-10-01 12:00:00","PALACIOS RAFAEL","SOLE","1984-10-03 12:00:00","PALACIOS CONSTRUCTION","23","2332","RESIDENTIAL BUILDING CONSTRUCTION","167","W","HALL","AVE","","SAN YSIDRO","CA","92173-2514","","","","","8.0","32.55465636","-117.04298490000002"
"1984014244.0","Active","1984-10-04 12:00:00","2026-11-30 12:00:00","2025-12-01 12:00:00","HEFTMANN REX","SOLE","1984-10-04 12:00:00","AQUAREX","54","54199","ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES","2514","","SAN ANSELMO","ST","","SAN DIEGO","CA","92109-2314","","","","","2.0","32.81112611","-117.225026"
"1984014263.0","Active","1984-10-04 12:00:00","2026-09-30 12:00:00","2025-10-01 12:00:00","OCS LIGHTING & CONTROL INC","CORP","1984-10-04 12:00:00","OCS LIGHTING & CONTROL INC","54","541","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES","12255","","PARKWAY CENTRE","DR","","POWAY","CA","92064-6826","","","","","","32.94005049","-117.0365106"
"1984014319.0","Active","1984-10-08 12:00:00","2026-08-31 12:00:00","2025-09-01 12:00:00","FERGUSON PAPE BALDWIN ARCHITECTS INC","CORP","1984-10-08 12:00:00","FERGUSON PAPE BALDWIN ARCHITECTS INC","54","5413","ARCHITECTURAL, ENGINEERING & RELATED SERVICES","4499","","RUFFIN","RD","","SAN DIEGO","CA","92123-4392","300","","","","6.0","32.82222195","-117.1273883"
"1984014398.0","Active","1984-10-09 12:00:00","2026-09-30 12:00:00","2025-10-01 12:00:00","SAN DIEGO & IMPERIAL VALLEY RAILROAD COMPANY","CORP","1984-10-09 12:00:00","SAN DIEGO & IMPERIAL VALLEY RR CO INC","54","541","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES","1501","","NATIONAL","AVE","","SAN DIEGO","CA","92113-1039","200","","","","8.0","32.70462724","-117.1508939"
"1984014540.0","Active","1984-10-11 12:00:00","2026-09-30 12:00:00","2025-10-01 12:00:00","OUR FEATHERED FRIENDS INC","CORP","1984-10-11 12:00:00","OUR FEATHERED FRIENDS INC","45","4539","OTHER MISCELLANEOUS STORE RETAILERS","4420","","RAINIER","AVE","","SAN DIEGO","CA","92120-3329","100","","","","7.0","32.7898775","-117.0991885"
"1984014611.0","Active","1984-10-12 12:00:00","2026-10-31 12:00:00","2025-11-01 12:00:00","RBTK LLP","LP","1984-10-12 12:00:00","RBTK LLP","54","541211","OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS","5675","","RUFFIN","RD","","SAN DIEGO","CA","92123-1362","300","","","","6.0","32.83735992","-117.1266763"
"1984014668.0","Active","1984-10-15 12:00:00","2027-02-28 00:00:00","2026-03-01 00:00:00","BEN BRIDGE JEWELER INC","CORP","1984-10-15 12:00:00","BEN BRIDGE JEWELER INC #27","45","4539","OTHER MISCELLANEOUS STORE RETAILERS","7007","","FRIARS","RD","","SAN DIEGO","CA","92108-1142","543","","","","7.0","32.76953556","-117.1692027"
"1984014770.0","Active","1984-10-16 12:00:00","2026-10-31 12:00:00","2025-11-01 12:00:00","TOM GARCIA INC","CORP","1984-10-16 12:00:00","UNION ELECTRIC MOTOR SERVICE","81","81149","OTHER PERSONAL & HOUSEHOLD GOODS R&M","2777","","NEWTON","AVE","","SAN DIEGO","CA","92113-3713","","","","","8.0","32.694812","-117.134734"
"1984014894.0","Active","1984-10-19 12:00:00","2027-03-31 12:00:00","2026-04-01 12:00:00","RANDOLPH F ALEXANDER DDS MS PROFESSIONAL CORP","CORP","1984-10-19 12:00:00","RANDOLPH F ALEXANDER DDS MS","62","62121","OFFICES OF DENTISTS","8950","","VILLA LA JOLLA","DR","","LA JOLLA","CA","92037-1708","B203","","","","1.0","32.87072494","-117.2339241"
"1984014967.0","Active","1984-10-22 12:00:00","2026-09-30 12:00:00","2025-10-01 12:00:00","FORTE JOSEPH","SOLE","1984-10-22 12:00:00","JOSEPH S FORTE CO","33","331","PRIMARY METAL MFG","7933","","SILVERTON","AVE","","SAN DIEGO","CA","92126-6352","714","","","","6.0","32.89080824","-117.1504112"
"1984015016.0","Active","1984-10-22 12:00:00","2026-09-30 12:00:00","2025-10-01 12:00:00","DAVES D & R PLUMBING INC","CORP","1984-10-22 12:00:00","DAVES D & R PLUMBING INC","54","54199","ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES","8814","","TROY","ST","","SPRING VALLEY","CA","91977-2637","","","","","","32.73674365","-117.0099341"
"1984015095.0","Active","1984-10-23 12:00:00","2026-09-30 12:00:00","2025-10-01 12:00:00","FEDERAL EXPRESS CORPORATION","CORP","1984-10-23 12:00:00","FEDERAL EXPRESS","48","48899","OTHER TRANSPORTATION SUPPORT ACTIVITIES","251","","LITTLE FALLS","DR","","WILMINGTON","DE","19808-1674","","","","","","39.761157","-75.6228546"
"1984015422.0","Active","1984-10-30 12:00:00","2026-10-31 12:00:00","2025-11-01 12:00:00","PARTIDA FIDENCIO","SOLE","1984-10-30 12:00:00","FIDENCIO PARTIDA","56","56173","LANDSCAPING SERVICES","621","","EL PORTAL","DR","","CHULA VISTA","CA","91914-4108","","","","","","32.66456017","-116.9580691"
"1984015577.0","Active","1984-11-01 12:00:00","2026-09-30 12:00:00","2025-10-01 12:00:00","CASTER TERRENCE R","SOLE","1984-11-01 12:00:00","A-1 SELF STORAGE","49","4931","WAREHOUSING & STORAGE","4579","","MISSION GORGE","PL","","SAN DIEGO","CA","92120-4106","A","","","","7.0","32.78290045","-117.0951898"
"1984015598.0","Active","1984-11-02 12:00:00","2026-09-30 12:00:00","2025-10-01 12:00:00","AUTOMOTIVE FLEET SERVICE INC","CORP","1984-11-02 12:00:00","AUTOMOTIVE FLEET SERVICE INC","81","8111","AUTOMOTIVE R&M","6029","","FAIRMOUNT","AVE","","SAN DIEGO","CA","92120-4013","B","","","","7.0","32.78388433","-117.1014579"
"1984015706.0","Active","1984-11-05 12:00:00","2026-10-31 12:00:00","2025-11-01 12:00:00","TIMOTHY F HAUGH","SOLE","1984-11-05 12:00:00","TIM HAUGH PHOTOGRAPHY","54","54192","PHOTOGRAPHIC SERVICES","5019","","NEWPORT","AVE","","SAN DIEGO","CA","92107-3087","","","","17.0","2.0","32.74700964","-117.2514245"
"1984015793.0","Active","1984-11-06 12:00:00","2026-10-31 00:00:00","2025-11-01 00:00:00","GWEN C EDWARDS","SOLE","1984-11-06 12:00:00","GWEN COUTURE","81","81232","DRYCLEANING & LAUNDRY SERVICES (EXC COIN-OP)","4007","","WABASH","AVE","","SAN DIEGO","CA","92104-2122","","","","","9.0","32.75011432","-117.1210564"
"1984015864.0","Active","1984-11-07 12:00:00","2026-10-31 12:00:00","2025-11-01 12:00:00","TELEQUE INDUSTRIES","CORP","1984-11-07 12:00:00","TELEQUE INDUSTRIES","54","54199","ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES","9948","","POSSUM CREEK","LN","","EL CAJON","CA","92021-6007","","","","","","32.86828328","-116.8710219"
"1984016075.0","Active","1984-11-13 12:00:00","2026-12-31 12:00:00","2026-01-01 12:00:00","GARY M ZWEIG AN ACCOUNTANCY CORP","CORP","1984-11-13 12:00:00","GARY M ZWEIG AN ACCOUNTANCY CORP","54","54121","ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES","4424","","HERITAGE GLEN","LN","","SAN DIEGO","CA","92130-2418","","","","","","32.94953793","-117.2203315"
"1984016134.0","Active","1984-11-15 12:00:00","2026-10-31 12:00:00","2025-11-01 12:00:00","ASAKAWA LARRY","SOLE","1984-11-15 12:00:00","L. ASAKAWA PRODUCTIONS","71","71151","INDEPENDENT ARTISTS, WRITERS & PERFORMERS","8686","","VILLA LA JOLLA","DR","","LA JOLLA","CA","92037-2373","4","","","","","32.86641704","-117.2334142"
"1984016262.0","Active","1984-11-16 12:00:00","2026-10-31 12:00:00","2025-11-01 12:00:00","RONALD TOMCEK","SOLE","1984-11-16 12:00:00","TOMCEK PROPERTIES","53","5312","OFFICES OF REAL ESTATE AGENTS & BROKERS","7245","","LINDA VISTA","RD","","SAN DIEGO","CA","92111-6106","","","","","7.0","32.79078362","-117.1665393"
"1984016290.0","Active","1984-11-19 12:00:00","2026-12-31 12:00:00","2026-01-01 12:00:00","CURTIS E MCALLASTER CPA INC","CORP","1984-11-19 12:00:00","CURTIS E MCALLASTER CPA","54","5412","ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES","1469","","EBERS","ST","","SAN DIEGO","CA","92107-3853","","","","","2.0","32.73638449","-117.25205520000002"
"1984016469.0","Active","1984-11-21 12:00:00","2027-03-31 00:00:00","2026-04-01 00:00:00","SAN DIEGO OCEAN ENTERPRISES INC","CORP","1984-11-21 12:00:00","OCEAN ENTERPRISES GOV SALES","56","561","ADMINISTRATIVE & SUPPORT SERVICES","7710","","BALBOA","AVE","","SAN DIEGO","CA","92111-2261","201","","","","6.0","32.82179362","-117.15840159999998"
"1984016475.0","Active","1984-11-21 12:00:00","2027-03-31 12:00:00","2026-04-01 12:00:00","ICEE USA CORP","CORP","1984-11-21 12:00:00","ICEE USA CORP","42","42199","OTHER MISCELLANEOUS DURABLE GOODS WHSLE","265","","MASON","RD","","LA VERGNE","TN","37086-3212","","","","","","36.00416","-86.58579"
"1984016583.0","Active","1984-11-23 12:00:00","2026-12-31 12:00:00","2026-01-01 12:00:00","FOLSOM/HAUGHWOUT","PARTNR","1984-11-23 12:00:00","SEA FEVER GEAR","54","54161","MANAGEMENT CONSULTING SERVICES","1021","","SCOTT","ST","","SAN DIEGO","CA","92106-3003","257","","","","2.0","32.71988846","-117.231561"
"1984016587.0","Active","1984-11-26 12:00:00","2026-04-30 12:00:00","2025-05-01 12:00:00","ALEXANDRA INSTITUTE","NO/PRF","1981-04-06 12:00:00","ALEXANDRA'S INSTITUTE","81","8134","CIVIC & SOCIAL ORGANIZATIONS","3545","","MIDWAY","DR","","SAN DIEGO","CA","92110-4922","G","","","27.0","2.0","32.75152134","-117.2142688"
"1984016588.0","Active","1984-11-26 12:00:00","2027-01-31 12:00:00","2026-02-01 12:00:00","BURN INSTITUTE","NO/PRF","1984-11-26 12:00:00","BURN INSTITUTE","81","8134","CIVIC & SOCIAL ORGANIZATIONS","2508","","HISTORIC DECATUR","RD","","SAN DIEGO","CA","92106-6138","110","","","","2.0","32.7362765","-117.2148001"
"1984016614.0","Active","1984-11-26 12:00:00","2026-10-31 12:00:00","2025-11-01 12:00:00","FILIPPI'S PIZZA GROTTO SCRIPPS MESA INC","CORP","1984-11-26 12:00:00","FILIPPI'S PIZZA GROTTO  SCRIPPS MESA INC","72","7221","FULL-SERVICE RESTAURANTS","9969","","MIRA MESA","BLVD","","SAN DIEGO","CA","92131-1065","1","","","","5.0","32.91665429","-117.1124258"
"1984016657.0","Active","1984-11-26 12:00:00","2026-07-31 12:00:00","2025-08-01 12:00:00","ROBERT B GERARD","SOLE","1984-11-26 12:00:00","ROBERT B GERARD","54","5411","LEGAL SERVICES","1516","","FRONT","ST","","SAN DIEGO","CA","92101-2919","","","","23.0","3.0","32.72110783","-117.16482659999998"
