"name","address","zip_code","type","irs_name","asset_amt","revenue_amt","administrator","phonenumber","mission_aligned"
"TPU INC DBA TWO PAWS UP ","27361 N Lake Wohlford Rd",NULL,"KENNELS","DOGGY HYDEAWAY RESCUE REHAB INC",497350.0,550000.0,"ATTN LORI MARTINEZ",NULL,0
"GAUCHO WINES LLC","275 Santa Fe Dr","92007.0","Liquor","YOU CHOOSE FOUNDATION",0.0,0.0,NULL,NULL,0
"Plaza de Nacion Park","276 Fourth Ave","91910.0","Park","ASSOCIATION OF CHULA VISTA EMPLOYEES",99044.0,78395.0,NULL,NULL,0
"MAR ORAHA CHALDEAN CHARITIES DBA MAR ORAHA ASSOCIATION ","277 E Lexington Ave",NULL,"CLUBS - SOCIAL/SERVI","MAR ORAHA CHALDEAN CHARITIES",341647.0,220141.0,NULL,NULL,0
"NEW VILLAGE ARTS INC","2787 State St","92008.0","Liquor","NEW VILLAGE ARTS INC",3031895.0,1823863.0,NULL,NULL,0
"Julian Pioneer Park/Museum","2811 Washington St","92036.0","Park","JULIAN PIONEER MUSEUM CHARITABLE TR",0.0,0.0,NULL,NULL,0
"UNITED PORTUGUESE S E S INC","2818 Avenida De Portugal","92106.0","Liquor","UNITED PORTUGUESE S E S INC",5334642.0,850055.0,NULL,NULL,0
"L & M RESIDENTIAL","2840 Via Del Allazon","91902.0","ADULT RESIDENTIAL","FLYING FOR KIDS",0.0,0.0,"LARA, OSCAR","(619) 267-4955",0
"GOOD THERAPY SAN DIEGO  ","285 N El Camino Real",NULL,"DOCTOR/OSTEOPA/CHIRO","ANICIRA VETERINARY CENTER - CALIFORNIA INC",2860709.0,2817912.0,NULL,NULL,0
"FRONT PORCH COMMUNITIES AND SERVICES","2855 Carlsbad Blvd","92008.0","Liquor","RESIDENTS ASSOCIATION OF CARLSBAD BY THE SEA INC",204413.0,259628.0,NULL,NULL,0
"ORANGE GLEN ELEMENTARY SCHOOL  ","2861 E Valley Pkwy",NULL,"PUBLIC AGENCY","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"2861 Womble Rd","2861 Womble Rd","92106-6025","K-12 School","HTH LEARNING",135537467.0,6592706.0,NULL,NULL,0
"Logan Memorial","2875 Ocean View Blvd","92113.0","School","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"CYGNET THEATRE COMPANY","2880 Roosevelt Rd","92106.0","Liquor","CYGNET THEATRE COMPANY",2141270.0,3320313.0,NULL,NULL,0
"BELLAV 1  INC.","2880 Torrey Pines Scenic Dr","92093.0","Liquor","SANFORD CONSORTIUM FOR REGENERATIVE MEDICINE",83433394.0,9953170.0,NULL,NULL,0
"MICHAEL A. MONSOOR  POST NO. 2082  VETERANS OF FOR","2885 Lemon Grove Ave","91945.0","Liquor","VETERANS OF FOREIGN WARS DEPARTMENT OF CALIFORNIA",316551.0,157543.0,NULL,NULL,0
"Global Professional Building","2888 Loker Ave E","92010.0","BusinessCenter","N-LOREM FOUNDATION",12276482.0,11008892.0,NULL,NULL,0
"ROXIES ELDERLY HOMES I","290 Holiday Way","92057.0","AdultDayCare","ROXIES ELDERLY HOMES",0.0,0.0,NULL,NULL,0
"Z & J LIQUOR INC","2907 Shelter Island Dr","92106.0","Liquor","POINT LOMA FOUNDATION",0.0,0.0,NULL,NULL,0
"New Bethel Baptist Church","2924 39Th St","92105.0","ReligiousStructure_C","NEW BETHEL BAPTIST CHURCH OF SAN DIEGO",241439.0,98527.0,NULL,NULL,0
"Harmony Christian Church","2926 Market St","92102.0","ReligiousStructure_C","FILIPINO-AMERICAN VETERANS ASSOCIATION OF SAN DIEGO INC",0.0,0.0,NULL,NULL,0
"Iglesia Evangelica Cristo Rey ","2933 National Ave","92113.0","ReligiousStructure_C","TABERNACULO DE AVIVAMIENTO CRISTO REY INC",3842.0,66473.0,NULL,NULL,0
"Lake Morena Community Church","29765 Oak Dr","91906.0","ReligiousStructure_C","LAKE MORENA COMMUNITY CHURCH",356995.0,104229.0,NULL,NULL,1
"HOOKED ON SUSHI INC","300 Carlsbad Village Dr","92008.0","Liquor","NORTH COAST AQUATICS BOOSTERS",4973.0,2306.0,NULL,NULL,0
"ARIZMENDI LUISA DBA LUCKY 7 BEAUTY SALON ","301 E Grand Ave",NULL,"BEAUTY SHOP","RESTORATION COMMUNITY ARTS",627791.0,564415.0,NULL,NULL,0
"LOGAN TEMPLE AFRICAN METHODIST EPISCOPAL ZION CHURCH ","302 S 32Nd St",NULL,"RELIGIOUS ORGANIZATI","EMPOWERING PEOPLE COMMUNITY DEVELOPMENT CORPORATION",0.0,0.0,NULL,NULL,0
"KIMBALL SCHOOL  ","302 W 18Th St",NULL,"PUBLIC AGENCY","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"3020 Childrens Way","3020 Childrens Way","92123","Commercial","RADY CHILDRENS HOSPITAL-SAN DIEGO",3968117737.0,1741094069.0,NULL,NULL,0
"Albert Einstein Charter Academy","3035 Ash St","92102.0","School","ALBERT EINSTEIN ACADEMIES",38292916.0,23073138.0,NULL,NULL,0
"OMNIBUS ENTERPRISES  ","3035 E 8Th St",NULL,"REAL ESTATE&DEVELOPE","FRIENDSHIP MISSIONS INTERNATIONAL INC",573881.0,20400.0,NULL,NULL,0
"ROSSI LYDIA DBA STAR GRAPHICS ","3038 E Mission Rd",NULL,"PRINTERS - GRAPHICS","AMERICAN VOLUNTEER GROUP-FLYING TIGERS ASSOCIATION INC",0.0,0.0,NULL,NULL,0
"Grace Evangelical Methodist Church","3040 Fairmount Ave","92105.0","ReligiousStructure_C","HEALTHY SOLUTIONS FOR PARENTS & CAREGIVERS",674108.0,1875028.0,NULL,NULL,0
"CITY OF OCEANSIDE HISTORIC SOCIETY ","305 N Nevada St",NULL,"PUBLIC AGENCY","OCEANSIDE HISTORICAL SOCIETY INC",68232.0,59750.0,NULL,NULL,0
"Calvary Lutheran Church","3060 54Th St","92105.0","ReligiousStructure_C","LUTHERAN BORDER CONCERNS MINISTRY",52361.0,186243.0,NULL,NULL,0
"3085 Beyer Blvd","3085 Beyer Blvd","92154-3479","Warehouse","COMUNIDAD SIERVOS DE CRISTO VIVO",0.0,79091.0,NULL,NULL,0
"Solana Beach School District Office","309 N Rios Ave","92075.0","GovernmentFacility","SOLANA BEACH SCHOOLS FOUNDATION",574203.0,914275.0,NULL,NULL,0
"NORTH COUNTY LASER CAFE INC DBA STUDIO MED SPA THE ","310 S Twin Oaks Valley Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","DIASPORA BURJI COMMUNITY ORGANIZATION",11580.0,0.0,NULL,NULL,0
"THE FRENCH CHILANGO LLC","310 Third Ave","91910.0","Liquor","POWERMENTOR",15690.0,63552.0,NULL,NULL,0
"EXCEPTIONAL FINANCIAL SOLUTIONS DBA EXCEPTIONAL MORTGAGE SOLUTIONS","311 E Main St",NULL,"REAL ESTATE&DEVELOPE","DARY HUMAN ORGANIZATION",1.0,NULL,NULL,NULL,0
"MAXIM HEALTHCARE SERVICES, INC.","3111 Camino Del Rio N","92108.0","Home Health Agency","COMMUNITY HOUSING WORKS",138945129.0,18484067.0,NULL,NULL,1
"BISHOP FOUNDATION RESIDENTIAL CARE FACILITY, THE","3111 L St","92102.0","ADULT RESIDENTIAL","THE BISHOP FOUNDATION INC",0.0,0.0,"BISHOP, SABRINA","(619) 867-6308",0
"SPRING VALLEY SCHOOL DISTRICT HIGHLANDS ELEMENTARY SCHOOL ","3131 S Barcelona St",NULL,"PUBLIC AGENCY","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"BELLO PROJECTS LLC","3139 University Ave","92104.0","Liquor","ART PRODUCE",60217.0,114730.0,NULL,NULL,0
"SAN DIEGO UNIFIED PORT DISTRICT","3165 Pacific Hwy","92101.0","GovernmentFacility","WORLD TRADE CENTER SAN DIEGO INC",0.0,0.0,NULL,NULL,0
"HUGHES JOHNNY NORTH COUNTY MMA&ULTIMATE FITNESS","319 E Valley Pkwy",NULL,"FITNESS CENTER","NATIVE YOUTH FOUNDATION INC",20002.0,115136.0,NULL,NULL,0
"San Diego Children's Discovery Museum","320 N Broadway","92025.0","Museum","SAN DIEGO CHILDRENS DISCOVERY MUSEUM",2746472.0,2282161.0,NULL,NULL,0
"First Baptist Church of Clairemont","3219 Clairemont Mesa Blvd","92117.0","ReligiousStructure_C","BRIGHT BEGINNINGS LEARNING ACADEMY",63358.0,785316.0,NULL,NULL,0
"NATIONAL SCHOOL DISTRICT IRA HARBISON ELEMENTARY SCHOOL ","3235 E 8Th St",NULL,"PUBLIC AGENCY","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"TMA BLUETECH  ","325 W Washington St",NULL,"MISC PROFESSIONAL","CHEF DE CUISINE ASSOCIATION OF SAN DIEGO EDUCATION FOUNDATION INC",0.0,0.0,"ATTN MICHAEL JONES",NULL,0
"COSENTINO DONNA D DBA PHOTOGRAPHERS EYE THE A CREATIVE COLLECTIVE","326 E Grand Ave",NULL,"COLLECTION","PHOTOGRAPHERS EYE",46856.0,62996.0,NULL,NULL,0
"ARAB COMMUNITY CENTER OF SAN DIEGO MAJDAL","329 E Main St",NULL,"MISCELLANEOUS ASSOC","MAJDAL COMMUNITY CENTER",0.0,0.0,NULL,NULL,1
"ANZAR ENTERPRISES INC DBA MONTE DE PIEDAD ","329 E San Ysidro Blvd",NULL,"PAWN BROKER","FUNDACION MONTE DE PIEDAD A CALIFORNIA NONPROFIT PUBLIC BENEFI",1033.0,NULL,"ATTN FRANCISCO ANZAR",NULL,0
"STAR REPERTORY THEATRE  ","329 E Valley Pkwy",NULL,"THEATRE","STAR REPERTORY THEATRE",50569.0,264858.0,NULL,NULL,0
"Christ United Methodist Church (Hiaitian Methodist Mission)","3295 Meade Ave","92104.0","ReligiousStructure_C","CHRIST UNITED METHODIST MINISTRY CENTER",954771.0,626932.0,NULL,NULL,0
"University City Post Office","3298 Governor Dr","92122.0","PostOffice","UNIVERSITY CITY PARKS COUNCIL",84298.0,32880.0,NULL,NULL,0
"OCEANSIDE PUBLIC LIBRARY  ","330 N Coast Hwy",NULL,"PUBLIC AGENCY","FRIENDS OF THE OCEANSIDE PUBLIC LIBRARY",231045.0,186845.0,NULL,NULL,0
"San Diego Central","330 Park Blvd","92101.0","Library","SAN DIEGO PUBLIC LIBRARY FOUNDATION",10779427.0,2833665.0,NULL,NULL,0
"Champou Ruckha Vanaram","3303 45Th St","92105.0","ReligiousStructure_B","CHAMPOU RUCKHA VANARAM",508382.0,0.0,NULL,NULL,0
"Pauma Valley Air Park","33129 Cole Grade Rd","92061.0","Airport","RANCHO PAUMA MUTUAL WATER COMPANY",4783940.0,2179613.0,NULL,NULL,0
"Carlsbad Musalla / North County Islamic Foundation","3320 Monroe St","92008.0","ReligiousStructure_M","CALIFORNIA FEDERATION OF WOMENS CLUBS",391275.0,204821.0,NULL,NULL,0
"AMERICAN LEGION POST 258","3328 Alpine Blvd","91901.0","Liquor","ALPINE AMERICAN LEGION POST 258",8256.0,233136.0,NULL,NULL,0
"THETA IOTA CORPORATION OF ALPHA OMICRON PI INC ","333 S Twin Oaks Valley Rd",NULL,"MISCELLANEOUS ASSOC","PSI CHI THE NATIONAL HONOR SOCIETY IN PSYCHOLOGY",0.0,0.0,NULL,NULL,0
"Mission Estancia","3330 Calle Barcelona","92009.0","School","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",131962.0,115682.0,NULL,NULL,0
"Afghan Community Islamic Center","3333 Sandrock Rd","92123.0","ReligiousStructure_M","AFGHAN COMMUNITY ISLAMIC CENTER INC",2172433.0,152811.0,NULL,NULL,1
"SAIKO INC","334 W Washington St","92103.0","Liquor","SAN DIEGO VINE CHURCH",0.0,0.0,NULL,NULL,0
"Vietnamese Buddhist Congregation of the US Nhu Lai Meditation Temple","3340 Central Ave","92105.0","ReligiousStructure_B","VIETNAMESE BUDDHIST CONGREGATION OF THE UNITED STATES NHU LAI",6503244.0,1882213.0,NULL,NULL,0
"3350 E St","3350 E St","92102-3332","Manufacturing","NATIONAL AIDS FOUNDATION",1.0,NULL,NULL,NULL,0
"VA San Diego ","3350 La Jolla Village Dr","92161.0","Hospital","PARALYZED VETERANS OF AMERICA",1222848.0,437911.0,NULL,NULL,0
"HANNA FENICHEL CENTER FOR CHILD DEVELOPMENT ","336 N Acacia Ave",NULL,"MISC SCHOOL","HANNA FENICHEL NURSERY SCHOOL",4518898.0,1097988.0,NULL,NULL,0
"Normal Heights Masonic Temple Association","3366 Adams Ave","92116.0","CommunityCenter","NORMAL HEIGHTS MASONIC TEMPLE ASSOCIATION",512079.0,211216.0,NULL,NULL,1
"CRAIN RAYMOND&HARRIET DBA MISSION REALTY ","337 E Mission Rd",NULL,"REAL ESTATE&DEVELOPE","NORTH COUNTRY CERT",0.0,0.0,NULL,NULL,0
"PORT OF SAN DIEGO HARBOR POLICE DEPT ","3380 N Harbor Dr",NULL,"PUBLIC AGENCY","SAN DIEGO HARBOR POLICE FOUNDATION",228101.0,200123.0,NULL,NULL,0
"CALIFORNIA CENTER FOR THE ARTS ESCONDIDO CLASSICAL ACADEMY HIGH","340 N Escondido Blvd",NULL,"THEATRE","A STEP BEYOND",2536373.0,1433739.0,"SCHOOL/LSE",NULL,0
"Fallbrook Community Center","341 Heald Ln","92028.0","CommunityCenter","FRIENDS OF THE FALLBROOK COMMUNITY CENTER",0.0,0.0,NULL,NULL,1
"LIVING FOR TODAY","3472 El Rancho Grande","91902.0","AdultDayCare","LIVING FOR TODAY INC",22000.0,22000.0,NULL,NULL,0
"LARRY E BENNETT POST 255 THE AMERICAN LEGION DEPARTMENT OF CALIFORNIA INC","35 E 18Th St",NULL,"CLUBS - SOCIAL/SERVI","AMERICAN LEGION AUXILIARY",0.0,0.0,NULL,NULL,0
"Solano Highlands Park","3520 Long Run Dr","92130.0","Park","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",18581.0,27553.0,NULL,NULL,0
"Sisters of the Social Services Los Angeles","3525 3Rd Ave","92103.0","ReligiousStructure","CAMP OLIVER INC",119595.0,27343.0,NULL,NULL,1
"Waldorf","3547 Altadena Ave","92105.0","School","ASSOCIATION FOR WALDORF EDUCATION IN SAN DIEGO",5291296.0,6394957.0,NULL,NULL,0
"CLASSICAL ACADEMY INC THE  ","355 E Grand Ave",NULL,"MISC SCHOOL","CLASSICAL ACADEMY INCORPORATED",153773770.0,79386823.0,NULL,NULL,0
"General Atomics HQ","3550 General Atomics Ct","92121.0","MajorEmployer","GENERAL ATOMICS SCIENCES EDUCATION FOUNDATION",105133.0,NULL,NULL,NULL,0
"EL MUNDO DEL TANGO","3567 Del Rey St","92109.0","Liquor","CABARET PRESERVATION SOCIETY INC",1342.0,101.0,NULL,NULL,0
"Chula Vista Woman's Club","357 G St","91910.0","RecreationalFacility","CALIFORNIA FEDERATION OF WOMENS CLUBS",0.0,0.0,NULL,NULL,0
"Standley Rec Center","3585 Governor Dr","92122.0","RecreationalFacility","UNIVERSITY CITY RACQUET CLUB INC",50833.0,240770.0,NULL,NULL,0
"International Church Missions","3620 Ocean Ranch Blvd","92056.0","ReligiousStructure_C","INTERNATIONAL CHURCH MISSIONS",1202906.0,1204860.0,NULL,NULL,0
"Soille Hebrew Day School","3630 Afton Rd","92123.0","ReligiousStructure_J","SOILLE SAN DIEGO HEBREW DAY SCHOOL",4296334.0,4331695.0,NULL,NULL,0
"MOOSE LODGE 1852","3636 Ruffin Rd","92123.0","Liquor","MOOSE INTERNATIONAL INC",839431.0,123563.0,NULL,NULL,0
"Foothills Christian Church","365 W Bradley Ave","92020.0","ReligiousStructure_C","LAST HARVEST INC",32408.0,NULL,NULL,NULL,0
"KRAMER  GARY JON","3717 India St","92103.0","Liquor","UNSCRIPTED LEARNING",66779.0,136309.0,NULL,NULL,0
"Valley Vista","3724 Valley Vista Way","91902.0","School","VALLEY VISTA ELEMENTARY SCHOOL PARENT TEACHER ORGANIZATION",0.0,0.0,NULL,NULL,0
"SEAPORT SCRIPPS HOME HEALTH","3750 Convoy St","92111.0","Home Health Agency","ITS A NGUYEN NGUYEN FOUNDATION INC",0.0,0.0,NULL,NULL,1
"O'SHUN'S ORCHARD LLC","37552 Montezuma Valley Rd","92066.0","Liquor","BESE SAKA COMMUNITY DEVELOPMENT CORPORATION",0.0,0.0,NULL,NULL,0
"United Lodge of Theosophist","3766 El Cajon Blvd","92105.0","ReligiousStructure","SAN DIEGO THEOSOPHISTS INC",51108.0,90077.0,NULL,NULL,0
"CAMIRO  GONZALO P","3784 Mission Ave","92058.0","Liquor","FIRST MARINE DIVISION ASSOCIATION INC",134332.0,157966.0,NULL,NULL,0
"Silver Gate Masonic Temple Corp","3795 Utah St","92104.0","CommunityCenter","SILVER GATE THREE STARS MASONIC HALL ASSOCIATION",1329259.0,111006.0,NULL,NULL,1
"EAGLES LODGE SAN DIEGO AERIE 244","3848 Centre St","92103.0","Liquor","FRATERNAL ORDER OF EAGLES",314639.0,355381.0,NULL,NULL,0
"Spreckels John D Masonic Temple Assn","3858 Front St","92103.0","CommunityCenter","JOHN D SPRECKELS MASONIC TEMPLE ASSN",0.0,0.0,NULL,NULL,1
"3870 Murphy Canyon Rd","3870 Murphy Canyon Rd","92123-4446","Office","SAN DIEGO EYE BANK",5293904.0,6393656.0,NULL,NULL,0
"Chinese Friendhip Association Buddhist Temple","3876 50Th St","92105.0","ReligiousStructure_B","CHINESE FRIENDSHIP ASSOCIATION INC",185093.0,23779.0,NULL,NULL,0
"Pastoral Center","3888 Paducah Dr","92117-5349","Religious Facility","GUADALUPE PLAZA DEVELOPMENT CORPORATION",10707153.0,234851.0,NULL,NULL,0
"Point Loma Nazarene University Point Loma","3900 Lomaland Dr","92106.0","HigherEducationFacility","POINT LOMA NAZARENE UNIVERSITY FOUNDATION",108584097.0,4807116.0,NULL,NULL,0
"3910 University Ave","3910 University Ave","92105-7302","Office","HEALTH SCIENCES HIGH SCHOOL AND MIDDLE COLLEGE",9590045.0,11005065.0,NULL,NULL,0
"ENGINEERING DESIGN CONSULTANTS INC DBA END E CON","3911 N Cordoba Ave",NULL,"REAL ESTATE&DEVELOPE","PHATCAMP INC",0.0,0.0,NULL,NULL,0
"CITY BEST HOSPICE CARE","3914 Murphy Canyon Rd","92123.0","Hospice","ARTS & SOCIAL TRANSFORMATION INC",0.0,0.0,NULL,NULL,0
"South Bay United Pentecostal Church","395 D St","91910.0","ReligiousStructure_C","CHRISTIAN SERVICE TRAINING INSTITUTE",0.0,0.0,NULL,NULL,0
"The Summit at Point Loma - tp65","3950 Leland St","92106","Multifamily Residence","INFORMATION SYSTEMS SECURITY ASSOCIATION",0.0,0.0,NULL,NULL,0
"KRK GROUP LLC DBA KUMON ","3960 W Point Loma Blvd",NULL,"MISC SCHOOL","ANIMAL PROTECTION AND RESCUE LEAGUE INC",0.0,0.0,NULL,NULL,0
"COUNTY OF SAN DIEGO-COM/DEV","3989 Ruffin Rd","92123.0","GovernmentFacility","SOUTHERN CALIFORNIA CHAPTER OF THE NAHRO",0.0,0.0,NULL,NULL,0
"San Diego Rock Church","4001 El Cajon Blvd","92105.0","ReligiousStructure_C","CITY HEIGHTS COMMUNITY DEVELOPMENT CORPORATION",4852873.0,4573231.0,NULL,NULL,0
"TRI-CITY MEDICAL CENTER","4002 Vista Way","92056.0","Hospital","TRI-CITY HOSPITAL FOUNDATION",10242472.0,5506247.0,NULL,NULL,0
"Point Loma Nazarene University - Mission Valley","4007 Camino Del Rio S","92108.0","HigherEducationFacility","SAN DIEGO EDUCATION CONSORTIUM",0.0,0.0,NULL,NULL,0
"Boys & Girls Clubs of Oceanside","401 Country Club Ln","92054.0","RecreationalFacility","BOYS & GIRLS CLUB OF OCEANSIDE CALIFORNIA INCORPORATED",3902062.0,3073169.0,NULL,NULL,0
"POINSETTIA CENTER FOR THE ARTS DBA STAR THEATRE COMPANY ","402 N Coast Hwy",NULL,"MISCELLANEOUS ASSOC","POINSETTIA CENTER FOR THE ARTS",808475.0,601900.0,"ATTN PAUL FRIEDMAN",NULL,0
"WRIGHT LESTRANGE&ERGASTOLO  ","402 W Broadway",NULL,"ATTORNEY","ECOLOGICAL LIFE SYSTEMS INSTITUTE INCORPORATED",1280027.0,1539603.0,NULL,NULL,0
"404 Euclid Ave","404 Euclid Ave","92114","Office","COMMUNITY WRAPAROUND",77641.0,859577.0,NULL,NULL,0
"CHALDEAN COMMUNITY COUNCIL  ","405 E Lexington Ave",NULL,"MISCELLANEOUS ASSOC","CHALDEAN RADIO INC",312794.0,692862.0,NULL,NULL,1
"Southern Indian Health Council","4058 Willows Rd","91901.0","Medical","SOUTHERN INDIAN HEALTH COUNCIL",30401060.0,30103555.0,NULL,NULL,1
"LA MAESTRA COMMUNITY HEALTH CENTERS - MOBILE CLINIC","4060 Fairmount Ave","92105.0","Community Clinic","COMMUNITY HEALTH IMAGING CENTERS",367053.0,1057110.0,NULL,NULL,1
"SCRIPPS MERCY HOSPITAL","4077 Fifth Avenue","92103.0","General Acute Care Hospital","THE MEDICAL STAFF OF SCRIPPS MERCY HOSPITAL",506197.0,677975.0,NULL,NULL,0
"BOYS CLUB OF VISTA INC DBA BOYS&GIRLS CLUB OF VISTA ","410 W California Ave",NULL,"CLUBS - SOCIAL/SERVI","BOYS AND GIRLS CLUB OF VISTA FOUNDATION INC",6134258.0,584846.0,NULL,NULL,0
"Fairmont Community Church (Haitian Community Church/ Revival Community Church)","4100 Fairmount Ave","92105.0","ReligiousStructure_C","INTERNATIONAL CHRISTIAN UNITED POLICE CHAPLAIN",0.0,0.0,NULL,NULL,1
"San Diego Unified School District (office)","4100 Normal St","92103.0","MajorEmployer","SAN DIEGO UNIFIED SCHOOL DISTRICT COMMUNITY SERVICE ASSOCIATION",62021.0,89105.0,NULL,NULL,0
"Kensington Park","4121 Adams Ave","92116.0","Park","KENSINGTON TALMADGE BUSINESS ASSOCIATION",0.0,0.0,NULL,NULL,0
"Lawrence Family Jewish Community Center","4126 Executive Dr","92037.0","ReligiousStructure_J","LAWRENCE FAMILY JEWISH COMMUNITY CENTERS OF SAN DIEGO COUNTY",19084308.0,13709349.0,NULL,NULL,1
"CHALDEAN AMERICAN ASSOCIATION INC","414 N Magnolia Ave","92020.0","Liquor","CHALDEAN LEAGUE INC",0.0,0.0,NULL,NULL,0
"Nu Way International Christian Ministries (Apostolic Assembly)","4166 National Ave","92113.0","ReligiousStructure_C","NU-WAY OPERATION BLACK HISTORY IS LEARNING DEVELOPMENT",0.0,0.0,NULL,NULL,0
"St Marks United Methodist Church in Clairemont","4167 Rappahannock Ave","92117.0","ReligiousStructure_C","COMMUNITY CHRISTIAN SERVICE AGENCY INC",390844.0,1041348.0,NULL,NULL,0
"Masjid Al Huda [Huda Community Center]","4175 Bonillo Dr","92115.0","ReligiousStructure_M","HUDA COMMUNITY CENTER",733529.0,143301.0,NULL,NULL,1
"TALKING BIBLES INTERNATIONAL  ","419 E Grand Ave",NULL,"RELIGIOUS ORGANIZATI","TALKING BIBLES INTERNATIONAL",881084.0,2665698.0,NULL,NULL,0
"Crawford","4191 Colts Way","92115.0","School","WILL C CRAWFORD HIGH SCHOOL FOUNDATION INC",0.0,0.0,NULL,NULL,0
"MCDOUGLE PAMELA J NUTRITIONIST ","420 S Broadway",NULL,"DOCTOR/OSTEOPA/CHIRO","SAN DIEGO AG IN THE CLASSROOM",0.0,0.0,NULL,NULL,0
"Highwood Park","4200 Parks Ave","91941.0","Park","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",9818.0,39398.0,NULL,NULL,0
"ESCONDIDO FIRE STATION #2  ","421 N Midway Dr",NULL,"PUBLIC AGENCY","STACHE-TOBER FEST",2457.0,79737.0,NULL,NULL,0
"POLICE SUBSTATION-NORTHERN","4275 Eastgate Mall",NULL,"PDSTAT","NORTHERN COMMUNITY PARTNERSHIP INC",0.0,0.0,"Police",NULL,0
"MOOSA ROY DBA SUN REALTY ","431 S Main Ave",NULL,"REAL ESTATE&DEVELOPE","FALLBROOK FILM FACTORY",0.0,0.0,NULL,NULL,0
"Good Samaritan Episcopal Church","4321 Eastgate Mall","92121.0","ReligiousStructure_C","BURUNDI FRIENDS INTERNATIONAL",43400.0,0.0,NULL,NULL,0
"Phat Da Buddhist Congregation","4333 30Th St","92104.0","ReligiousStructure_B","PHAT DA BUDDHIST CONGREGATION INC",754290.0,229582.0,NULL,NULL,0
"GRAND & STRAND LLC","4343 Ocean Blvd","92109.0","Liquor","SHORE CLUB FOUNDATION",0.0,0.0,NULL,NULL,0
"Peterson Office Building","4355 Ruffin Rd","92123-4306","Office","SAN DIEGO IMPERIAL COUNTIES DEVELOPMENTAL SERVICES INC",151306213.0,820842529.0,NULL,NULL,0
"PALM CARE PHARMACY MANAGEMENT LLC ","436 S Magnolia Ave",NULL,"PHARMACY","HELP YOU",22786.0,0.0,NULL,NULL,0
"VFW MISSION VALLEY POST 3787","4370 Twain Ave","92120.0","Liquor","VETERANS OF FOREIGN WARS DEPARTMENT OF CALIFORNIA",0.0,0.0,NULL,NULL,0
"NATIONAL CHURCH RESIDENCES OF SAN DIEGO CALIFORNIA DBA VISTA LANE COURTS","440 S Vista Ave",NULL,"LOW INCOME HOUSING","NATIONAL CHURCH RESIDENCES",2392050.0,779874.0,NULL,NULL,0
"Vietnamese Buddhist Nuns (Quan Am Monastery)","4406 47Th St","92115.0","ReligiousStructure_B","QUAN AM MONASTERY INC",48709.0,29389.0,NULL,NULL,0
"The Leichtag Foundation","441 Saxony Rd","92024.0","ReligiousStructure_J","IMPACT CUBED",2068986.0,3119447.0,NULL,NULL,0
"San Diego Taiwanese Presbyterian Church (Shelter Church)","4426 Harbinson Ave","91942.0","ReligiousStructure_C","MILITARY OUTREACH MISSION - SAN DIEGO",161717.0,4285252.0,NULL,NULL,0
"ELKS CLUB OCEANSIDE 1561","444 Country Club Ln","92054.0","Liquor","BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA",1216858.0,525727.0,NULL,NULL,0
"Quality Inn SeaWorld Zoo Area","445 Hotel Cir S","92108.0","Motel","SWASHRYA FOUNDATION",471338.0,92850.0,NULL,NULL,0
"Nativity Prep","4463 College Ave","92115.0","School","NATIVITY PREP ACADEMY OF SAN DIEGO",9358843.0,3176824.0,NULL,NULL,0
"YOUTH TENNIS SAN DIEGO DBA BARNES TENNIS CENTER ","4490 W Point Loma Blvd",NULL,"MISCELLANEOUS ASSOC","YOUTH TENNIS SAN DIEGO",8054189.0,7215638.0,NULL,NULL,0
"WISDOMWORKS DBA WISDOM WORKS CHRISTIAN PRESCHOOL","450 N Pierce St",NULL,"PRE-SCHOOL/CHILDCARE","WISDOMWORKS",190961.0,490269.0,"ATTN HOLLY",NULL,0
"MENTIS HEALTHCARE ASSOCIATES INC ","450 S Melrose Dr",NULL,"MISC PROFESSIONAL","STAR DEVELOPMENTAL SERVICES INC",163136.0,663668.0,NULL,NULL,1
"CENTER FOR COMMUNITY SOLUTIONS (TRUST DEED)","4508 Mission Bay Dr",NULL,"NONCITYTD","CENTER FOR COMMUNITY SOLUTIONS",6585388.0,5967427.0,"Real Estate",NULL,1
"SOUTH BAY FAMILY YMCA - CLEAR VIEW ELEMENTARY","455 Windrose Way","91910.0","ChildDayCare","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
