,source_file,ein,org_name,org_type,website,phone,tax_year,address_line1,city,state,zip,county,full_address,rev_cy,assets_eoy,principal_name,all_emails,general_emails,misc_staff_emails,website_contact_form,linkedin,instagram,facebook
147,XML/202513119349301201_public.xml,942952469,California Humanities,California Nonprofit ,http://www.calhum.org/,4153911474,2025,300 Frank H Ogawa Plaza 203,Oakland,CA,94612,Alameda County,"300 Frank H Ogawa Plaza 203, Oakland, CA, 94612",3414639.0,1943658.0,Rick Noguchi,grants@calhum.org,info@calhum.org,grants@calhum.org,http://www.calhum.org//about-us/contact-us/ ,https://www.linkedin.com/company/2266625/admin/,https://www.instagram.com/california_humanities/,https://www.facebook.com/cahumanities/
148,,,California Language Teachers Association,California Nonprofit ,http://clta.net/,,,1076 17Th Ave ,Redwood City,CA,,San Mateo County,"1076 17Th Ave , Redwood City, CA",,,Nan,webmaster@clta.net,exec-director@clta.net,webmaster@clta.net,https://clta.net/advocacy/contact-your-legislators/ ,https://www.linkedin.com/in/clta-ca-language-teachers-association-66140a277/,https://www.instagram.com/calangteachersassoc/,https://www.facebook.com/calangteachersassoc/
149,,,California Lutheran University - Center For Nonprofit Leadership,California Nonprofit ,https://www.callutheran.edu/centers/nonprofit/,,,2201 Outlet Center Drive 238000 ,Oxnard,CA,,Ventura County,"2201 Outlet Center Drive 238000 , Oxnard, CA",,,Nan,nonprofit@CalLutheran.edu,,nonprofit@CalLutheran.edu,https://www.callutheran.edu/centers/nonprofit//directory/contact.html ,https://www.linkedin.com/company/center-for-nonprofit-leadership/,https://www.instagram.com/clunonprofit/,https://www.facebook.com/clucnl/
150,XML/202523219349314322_public.xml,264437635,California Massage Therapy Council,California Nonprofit ,http://www.camtc.org/,9166695336,2025,One Capital Mall 800,Sacramento,CA,95814,,"One Capital Mall 800, Sacramento, CA, 95814",8595389.0,5602130.0,Ahmos Netanel,complaints@camtc.org,info@camtc.org,complaints@camtc.org,http://www.camtc.org/contact-us/ ,,,
151,,,California New Car Dealers Association Foundation,California Nonprofit ,https://www.cncdafoundation.org/,,,1517 L Street ,Sacramento,CA,,Sacramento County,"1517 L Street , Sacramento, CA",,,Nan,Kmcphaul@cncda.org,,Kmcphaul@cncda.org,,https://www.linkedin.com/company/california-new-car-dealers-association,https://www.instagram.com/cncdaorg/,https://www.facebook.com/CNCDA/
152,,,California Partnership To End Domestic Violence,California Nonprofit ,https://www.cpedv.org/,,,Nan,Nan,,,,"Nan, Nan, nan",,,Nan,"communications@cpedv.org, policy@cpedv.org","includeinfo@cpedv.org, info@cpedv.org","communications@cpedv.org, policy@cpedv.org",https://www.cpedv.org/contact-us/ ,,https://www.instagram.com/endingdvinca,https://www.facebook.com/CAPartnershiptoEndDV
153,,,California State Parks Foundation,California Nonprofit ,http://www.calparks.org/,,,235 Montgomery St Ste 1202 ,San Francisco,CA,,San Francisco County,"235 Montgomery St Ste 1202 , San Francisco, CA",,,Nan,"members@calparks.org, advocacy@calparks.org, programs@calparks.org, development@calparks.org, media@calparks.org",info@calparks.org,"members@calparks.org, advocacy@calparks.org, programs@calparks.org, development@calparks.org, media@calparks.org",http://www.calparks.org/contact ,,https://www.instagram.com/calparks/,https://www.facebook.com/calparks
154,,,California Tobacco Control Lla Project Directors,California Nonprofit ,http://www.llaprojectdirectorsassociation.org/,,,Nan,Nan,,,,"Nan, Nan, nan",,,Nan,pda-lla@outlook.com,,pda-lla@outlook.com,,,,
155,XML/202520709349300912_public.xml,952745629,Campesinos Unidos Inc,California Nonprofit ,https://campesinosunidos.org/,7603705100,2025,Po Box 39,Brawley,CA,92227,San Diego County,"Po Box 39, Brawley, CA, 92227",6264375.0,3968927.0,Jose M Lopez," energy@campesinosunidos.org,  energysd@campesinosunidos.org",," energy@campesinosunidos.org,  energysd@campesinosunidos.org",https://campesinosunidos.org/contact/ ,,,https://www.facebook.com/CampesinosUnidosInc/
156,,,Camping Unlimited For The Developmentally Disabled,California Nonprofit ,https://campingunlimited.org/,,,102 Brook Lane ,Boulder Creek,CA,,,"102 Brook Lane , Boulder Creek, CA",,,Nan,campkrem@campingunlimited.org,,campkrem@campingunlimited.org,https://campingunlimited.org/contact-us/ ,,https://www.instagram.com/camp.krem/,https://www.facebook.com/CampKrem1957
157,XML/202513039349300206_public.xml,954076131,Cancer Support Community South Bay,California Nonprofit ,https://www.cscsouthbay.org/,3103763550,2025,2601 Airport Drive 100,Torrance,CA,90505,Los Angeles County,"2601 Airport Drive 100, Torrance, CA, 90505",2282774.0,11559494.0,Jillian Van Leuven,"Norma@CSCSouthBay.org, Goli@CSCSouthBay.org","info@CSCSouthBay.org, info@cscsouthbay.org","Norma@CSCSouthBay.org, Goli@CSCSouthBay.org",https://www.cscsouthbay.org/contact-us/ ,https://www.linkedin.com/company/cancer-support-community-south-bay/,https://www.instagram.com/cscsouthbay/,https://www.facebook.com/CSCSouthBay
158,XML/202521229349300212_public.xml,462694752,Carbon Cycle Institute,California Nonprofit ,https://www.carboncycle.org/,7079925009,2025,245 Kentucky Street Suite B1,Petaluma,CA,94952,,"245 Kentucky Street Suite B1, Petaluma, CA, 94952",1062785.0,892410.0,Torri Estrada,"testrada@carboncycle.org, jcreque@carboncycle.org, bowens@carboncycle.org, lniebrugge@carboncycle.org, nlink@carboncycle.org",info@carboncycle.org,"testrada@carboncycle.org, jcreque@carboncycle.org, bowens@carboncycle.org, lniebrugge@carboncycle.org, nlink@carboncycle.org",https://www.carboncycle.org/ccis-team-contact/ ,https://www.linkedin.com/company/carbon-cycle-institute/,https://www.instagram.com/carbon.cycle.institute/,
159,XML/202501639349300545_public.xml,330632829,Casa Foundationinc,San Diego Nonprofit,thecasafoundation.org,8585921885,2025,18655 West Bernardo Drive,San Diego,CA,921273002,San Diego County,"18655 West Bernardo Drive, San Diego, CA, 921273002",1868206.0,14304863.0,Nan,"johnson@casadlc.com, jeckel@casadlc.com",,"johnson@casadlc.com, jeckel@casadlc.com",,,,
160,,,"Casa Major, Inc.",California Nonprofit ,http://www.casamajor.org/,,,3920 Birch Street Suite 103 ,Newport Beach,CA,,Orange County,"3920 Birch Street Suite 103 , Newport Beach, CA",,,Nan,ceo@casamajor.org,,ceo@casamajor.org,http://www.casamajor.org/#contact ,,,
161,XML/202500509349301230_public.xml,450514951,Casa De Los Pobres Usa,San Diego Nonprofit,casadelospobresusa.com,8587617744,2025,Po Box 9596,San Diego,CA,92169,San Diego County,"Po Box 9596, San Diego, CA, 92169",1067553.0,660615.0,Caroline B Kelner,casadelospobresusa@gmail.com,,casadelospobresusa@gmail.com,,,,
162,XML/202502839349301650_public.xml,330868261,Catalyst Of San Diego & Imperial Counties,San Diego Nonprofit,www.catalystsd.org,8588753333,2025,5060 Shoreham Place Apt 350,San Diego,CA,92122,San Diego County,"5060 Shoreham Place Apt 350, San Diego, CA, 92122",3142093.0,7880784.0,Nan,zoe@catalystsd.org,info@catalystsd.org,zoe@catalystsd.org,https://catalystsd.org/contact-us/ ,https://www.linkedin.com/company/sandiegograntmakers,,https://www.facebook.com/SDCatalyst
163,XML/202502839349301650_public.xml,330868261,Catalyst Of San Diego & Imperial Counties,California Nonprofit ,https://catalystsd.org/,8588753333,2025,5060 Shoreham Place Apt 350,San Diego,CA,92122,San Diego County,"5060 Shoreham Place Apt 350, San Diego, CA, 92122",3142093.0,7880784.0,Nan,zoe@catalystsd.org,info@catalystsd.org,zoe@catalystsd.org,https://catalystsd.org/contact-us/ ,https://www.linkedin.com/company/sandiegograntmakers,,https://www.facebook.com/SDCatalyst
164,,,Celiac Disease Foundation,California Nonprofit ,http://celiac.org/,2095333401,,21300 Victory Blvd. Suite 300 ,Woodland Hills,CA,,,"21300 Victory Blvd. Suite 300 , Woodland Hills, CA",,,Nan,"icureceliac@celiac.org, sscd@celiac.org, janie.magill@celiac.org, vanessa.weisbrod@celiac.org",,"icureceliac@celiac.org, sscd@celiac.org, janie.magill@celiac.org, vanessa.weisbrod@celiac.org",https://celiac.org/about-the-foundation/contact-information/ ,,https://www.instagram.com/celiacdiseasefoundation/,
165,,,Center For Civic Education,California Nonprofit ,https://www.civiced.org/,,,Nan,Nan,,,,"Nan, Nan, nan",,,Nan,"web@civiced.org, cce@civiced.org",,"web@civiced.org, cce@civiced.org",https://www.civiced.org/contact-us ,https://www.linkedin.com/company/center-for-civic-education,https://www.instagram.com/centerforciviceducation/?hl=en,
166,,,Center For Community Dispute Settlement (Ccds),California Nonprofit ,http://www.trivalleymediation.com/,,,291 Mcleod St ,Livermore,CA,,Alameda County,"291 Mcleod St , Livermore, CA",,,Nan,ccdsmediation@comcast.net,info@email.com,ccdsmediation@comcast.net,,,,
167,XML/202540429349201039_public.xml,871228993,Center For Family Strengthening,California Nonprofit ,http://www.cfsslo.org/,4434213873,2025,770 S Palm Ave,Sarasota,FL,34236,San Luis Obispo County,"770 S Palm Ave, Sarasota, FL, 34236",,,Nan,"support@cfsslo.org, fernanda@cfsslo.org",info@cfsslo.org,"support@cfsslo.org, fernanda@cfsslo.org",http://www.cfsslo.org/#contact ,,https://www.instagram.com/cfsslo/,https://www.facebook.com/cfsslo
168,XML/202502589349301265_public.xml,202843303,Center For Financial Empowerment,California Nonprofit ,https://www.center4fe.org/,6269606888,2025,12701 Schabarum Ave,Irwindale,CA,91706,,"12701 Schabarum Ave, Irwindale, CA, 91706",409370.0,345182.0,Jennifer Oliver,Hello@center4fe.org,,Hello@center4fe.org,,https://www.linkedin.com/company/center4fe,,https://www.facebook.com/center4fe
169,,,Center For Positive Sexuality,California Nonprofit ,https://www.positivesexuality.org/,,,Po Box 1190 ,Burbank,CA,,Los Angeles County,"Po Box 1190 , Burbank, CA",,,Nan,hr@positivesexuality.org,queries@positivesexuality.org,hr@positivesexuality.org,,https://www.linkedin.com/company/center-for-positive-sexuality,https://www.instagram.com/ctrsexpositive/,https://www.facebook.com/Center-for-Positive-Sexuality-127221867462/
170,,,Center For Restorative Practice,California Nonprofit ,http://www.restorativepractice.org/,,,Po Box 1435 ,Sausalito,CA,,Marin County,"Po Box 1435 , Sausalito, CA",,,Nan,marcus@restorativepractice.org,,marcus@restorativepractice.org,https://restorativepractice.org/contact-us/ ,https://www.linkedin.com/,,https://www.facebook.com/
171,,,Central Coast Medical Association,California Nonprofit ,http://www.ccmahealth.org/,,,5142 Hollister Ave Pmb 143 ,Santa Barbara,CA,,Santa Barbara County,"5142 Hollister Ave Pmb 143 , Santa Barbara, CA",,,Nan,ccma@ccmahealth.org,,ccma@ccmahealth.org,https://www.ccmahealth.org/about-us/staff-and-contact-info.aspx ,,,https://www.facebook.com/centralcoastmed/
172,,,Challah & Soul,California Nonprofit ,http://challahandsoul.org/,,,Nan,Nan,,,,"Nan, Nan, nan",,,Nan,challahandsoul@gmail.com,,challahandsoul@gmail.com,http://challahandsoul.org/contact#newsletter ,,https://www.instagram.com/challahandsoul/,https://www.facebook.com/profile.php?id=100094060633584
173,XML/202513129349300016_public.xml,270054977,Chamber Music Unbound,California Nonprofit ,http://www.chambermusicunbound.org/,7609347015,2025,Po Box 1219,Mammoth Lakes,CA,93546,Mono County,"Po Box 1219, Mammoth Lakes, CA, 93546",426356.0,363477.0,Brian Schuldt,Felici@ChamberMusicUnbound.org,,Felici@ChamberMusicUnbound.org,http://www.chambermusicunbound.org/contact.php ,,,
174,,,"Chances 4 Change, Inc.",California Nonprofit ,http://chancesforchange.com/,,,1709 W. Manchester Ave. ,Los Angeles,CA,,Los Angeles County,"1709 W. Manchester Ave. , Los Angeles, CA",,,Nan,itsnever2late@chancesforchange.org,info@mysite.com,itsnever2late@chancesforchange.org,https://www.chancesforchange.com/contact-9 ,,,
175,XML/202530989349300133_public.xml,942297737,Changing Tides Family Services,California Nonprofit ,http://www.changingtidesfs.org/,7074448293,2025,2259 Myrtle Ave,Eureka,CA,95501,Humboldt County,"2259 Myrtle Ave, Eureka, CA, 95501",17937647.0,7761144.0,Kerry Venegas,dnystrom@changingtidesfs.org,,dnystrom@changingtidesfs.org,https://www.changingtidesfs.org/contact/ ,,https://www.instagram.com/changingtidesfs,https://www.facebook.com/pages/Changing-Tides-Family-Services/191289777607155
176,XML/202501789349301220_public.xml,943116456,Charlotte Maxwell Clinic,California Nonprofit ,http://www.charlottemaxwell.org/,5106017660,2025,411 30Th Street Ste 508,Oakland,CA,94609,Alameda County,"411 30Th Street Ste 508, Oakland, CA, 94609",698765.0,2608352.0,Erin Harr Yee,mail@charlottemaxwell.org,,mail@charlottemaxwell.org,https://charlottemaxwell.org/who-we-are/contact-us/ ,https://www.linkedin.com/company/1690275,https://www.instagram.com/charlottemaxwellclinic/?hl=en,https://www.facebook.com/pages/Charlotte-Maxwell-Complementary-Clinic/207353102717489
177,XML/202503169349305485_public.xml,942959973,Child Care Law Center,California Nonprofit ,http://www.childcarelaw.org/,4155588005,2025,Po Box 9066,Berkeley,CA,94709,Alameda County,"Po Box 9066, Berkeley, CA, 94709",3907134.0,4411123.0,Maisha Cole,"kkruckel@childcarelaw.org, lfurstenfeld@childcarelaw.org, mcole@childcarelaw.org, klupoff@childcarelaw.org",info@childcarelaw.org,"kkruckel@childcarelaw.org, lfurstenfeld@childcarelaw.org, mcole@childcarelaw.org, klupoff@childcarelaw.org",https://www.childcarelaw.org/about/contact-us/ ,https://www.linkedin.com/company/child-care-law-center,,https://www.facebook.com/childcarelawcenter
178,,,Child Parent Institute/ California Parenting Institute,California Nonprofit ,http://www.calparents.org/,,,3650 Standish Ave ,Santa Rosa,CA,,Sonoma County,"3650 Standish Ave , Santa Rosa, CA",,,Nan,cpi@calparents.org,,cpi@calparents.org,https://calparents.org/about-us/contact.html ,https://www.linkedin.com/company/california-parenting-institute,,https://www.facebook.com/calparents/
179,,,"Children Of The Night, Inc",California Nonprofit ,http://www.childrenofthenight.org/,,,Nan,Nan,,,,"Nan, Nan, nan",,,Nan,lois@childrenofthenight.org,,lois@childrenofthenight.org,http://www.childrenofthenight.org/contact ,,,https://www.facebook.com/fund/childrenofthenightinc/
180,XML/202523189349315932_public.xml,824272279,Chinatown Fresno Foundation,California Nonprofit ,http://www.chinatownfresno.org/,5598591763,2025,912 F St,Fresno,CA,93706,Fresno County,"912 F St, Fresno, CA, 93706",392253.0,246600.0,Cami Cipolla,jan@chinatownfresno.org,,jan@chinatownfresno.org,https://www.chinatownfresno.org/contact ,https://www.linkedin.com/company/chinatown-fresno-foundation,https://www.instagram.com/chinatownfresno/?hl=en,https://www.facebook.com/ChinatownMatters/
181,,,Christian Encounter Ministries,California Nonprofit ,http://www.christianencounter.org/,,,Po Box 1022 ,Grass Valley,CA,,Nevada County,"Po Box 1022 , Grass Valley, CA",,,Nan,office@christianencounter.org,,office@christianencounter.org,https://www.christianencounter.org/contact-us ,,https://www.instagram.com/christianencounter/,https://www.facebook.com/christianencounter
182,XML/202512069349300146_public.xml,851465412,Clare Rose Foundation Center,San Diego Nonprofit,CLAREROSECENTERFORCYD.ORG,8583756595,2025,3105 Goldsmith St,San Diego,CA,92106,San Diego County,"3105 Goldsmith St, San Diego, CA, 92106",359849.0,200116.0,Anne Vincent,centerforcyd@clarerosefoundation.org,,centerforcyd@clarerosefoundation.org,,https://www.linkedin.com/company/centerforcyd,https://www.instagram.com/centerforcyd/ target=,https://www.facebook.com/centerforcyd
183,XML/202523249349301612_public.xml,954423260,Claremont Forum,California Nonprofit ,https://www.claremontforum.org/,9096263066,2025,586 W 1St Street,Claremont,CA,91711,,"586 W 1St Street, Claremont, CA, 91711",497597.0,201165.0,Rachel Mcdonnell,"market@claremontforum.org, eva@claremontforum.org\",info@claremontforum.org,"market@claremontforum.org, eva@claremontforum.org\",https://www.claremontforum.org/contact ,https://www.linkedin.com/company/875997/admin/dashboard/,https://www.instagram.com/theclaremontforum/,https://www.facebook.com/claremontforum/
184,,,Classics 4 Kids,California Nonprofit ,http://classics4kids.org/,,,3033 Fifth Avenue Suite 227 ,San Diego,CA,,San Diego County,"3033 Fifth Avenue Suite 227 , San Diego, CA",,,Nan,"chuber@Classics4Kids.org, kmakley@Classics4Kids.org",,"chuber@Classics4Kids.org, kmakley@Classics4Kids.org",https://www.classics4kids.org/contact-us/ ,https://www.linkedin.com/company/classicsforkids/,https://www.instagram.com/classics4kids/,https://www.facebook.com/Classics4Kids
185,XML/202541819349301569_public.xml,953814898,Coachella Valley Housing Coalition,California Nonprofit ,http://www.cvhc.org/,7603473157,2025,45-701 Monroe St G,Indio,CA,92201,Riverside County,"45-701 Monroe St G, Indio, CA, 92201",23439657.0,170669739.0,Nan,cvhc@cvhc.org,,cvhc@cvhc.org,https://www.cvhc.org/contact/ ,,,https://www.facebook.com/CVHousing/
186,XML/202403559349300335_public.xml,954304295,Coachella Valley Repertory,California Nonprofit ,https://cvrep.org/,7602962966,2025,68510 E Palm Canyon Dr,Cathedral City,CA,922341300,,"68510 E Palm Canyon Dr, Cathedral City, CA, 922341300",2012562.0,4188596.0,David Cohan,"boxoffice@cvrep.org, akarsten@cvrep.org, volunteers@cvrep.org, JSeller@CVRep.org, kbramley@cvrep.org, tech@cvrep.org, kgilligan@cvrep.org, jbasak@cvrep.org, jhankinson@cvrep.org",,"boxoffice@cvrep.org, akarsten@cvrep.org, volunteers@cvrep.org, JSeller@CVRep.org, kbramley@cvrep.org, tech@cvrep.org, kgilligan@cvrep.org, jbasak@cvrep.org, jhankinson@cvrep.org",https://cvrep.org/contact/ ,,https://www.instagram.com/coachellavalleyrepertory/,https://www.facebook.com/CVRep
187,,,Coalition For Clean Air,California Nonprofit ,https://www.ccair.org/,,,660 Figueroa St 231140 ,Los Angeles,CA,,Los Angeles County,"660 Figueroa St 231140 , Los Angeles, CA",,,Nan,"air@ccair.org, bill@ccair.org, john@ccair.org",,"air@ccair.org, bill@ccair.org, john@ccair.org",https://www.ccair.org/contact/ ,https://www.linkedin.com/company/coalition-for-clean-air,https://www.instagram.com/cleanairca/,https://www.facebook.com/CleanAirCA/
188,,,Coastal Community Preschool,California Nonprofit ,http://www.coastalcommunitypreschool.org/,,,900 High St ,Santa Cruz,CA,,Santa Cruz County,"900 High St , Santa Cruz, CA",,,Nan,stephanie@coastalcommunitypreschool.org,,stephanie@coastalcommunitypreschool.org,https://coastalcommunitypreschool.org/contact/ ,,,
189,XML/202543149349303094_public.xml,262803100,Coastal Corridor Alliance,California Nonprofit ,http://www.coastalcorridor.org/,7143074455,2025,Po Box 15333,Newport Beach,CA,926595333,Orange County,"Po Box 15333, Newport Beach, CA, 926595333",905720.0,1276152.0,Terry Welsh,Events@CoastalCorridor.org,,Events@CoastalCorridor.org,https://coastalcorridor.org/contact-us/ ,https://www.linkedin.com/company/coastal-corridor-alliance,https://www.instagram.com/coastalcorridor/,https://www.facebook.com/CoastalCorridorAlliance/
190,,,Collaborating Agencies' Disaster Relief Effort,California Nonprofit ,http://www.cadresv.org/,,,2731 N. First St. ,San Jose,CA,,Santa Clara County,"2731 N. First St. , San Jose, CA",,,Nan,cadreEOC@gmail.com,admin@cadresv.org,cadreEOC@gmail.com,https://cadresv.org/contact/ ,,https://www.instagram.com/cadre_scco/,https://www.facebook.com/cadrescco
191,XML/202543219349327269_public.xml,943214166,Common Counsel Foundation,California Nonprofit ,http://www.commoncounsel.org/,5108342995,2025,1624 Franklin Street 11Th Floor,Oakland,CA,94612,Alameda County,"1624 Franklin Street 11Th Floor, Oakland, CA, 94612",51414712.0,67481943.0,Sangeeta Chowdhry,advising@commoncounsel.org,"grantsadmin@commoncounsel.org, info@commoncounsel.org",advising@commoncounsel.org,https://www.commoncounsel.org/contact/ ,https://www.linkedin.com/company/common-counsel-foundation/about/,,
192,,,Community Action Partnership Of San Luis Obispo County,California Nonprofit ,https://capslo.org/,,,Nan,Nan,,,,"Nan, Nan, nan",,,Nan,hotline@capslo.org,,hotline@capslo.org,https://capslo.org/contact/ ,https://www.linkedin.com/company/capslo/?viewAsMember=true,https://www.instagram.com/communityaction_slo/,https://www.facebook.com/capslo?
193,XML/202533189349313263_public.xml,942914745,Community Alliance With Family Farmers,California Nonprofit ,http://caff.org/,5307568518,2025,Po Box 363,Davis,CA,95617,Yolo County,"Po Box 363, Davis, CA, 95617",12430271.0,7247977.0,Paul Towers,evan@caff.org,,evan@caff.org,https://caff.org/contact-us/ ,,https://www.instagram.com/caff_famfarms,https://www.facebook.com/famfarms
194,,,Community Associations Institute Greater Los Angeles Chapter,California Nonprofit ,http://www.cai-glac.org/,,,16921 Parthenia St Ste 303 ,Northridge,CA,,,"16921 Parthenia St Ste 303 , Northridge, CA",,,Nan,memberservices@cai-glac.org,,memberservices@cai-glac.org,,https://www.linkedin.com/company/1076047/,https://www.instagram.com/caiglac/%20%20,https://www.facebook.com/caiglac%20%20
195,,,Community Education Partnerships,California Nonprofit ,http://www.cep.ngo/,,,2201 Broadway Suite M8 ,Oakland,CA,,Alameda County,"2201 Broadway Suite M8 , Oakland, CA",,,Nan,"mikah@cep.ngo, jahmillah@cep.ngo, tsing@cep.ngo, jacqueline@cep.ngo, martha@cep.ngo, halle@cep.ngo",info@cep.ngo,"mikah@cep.ngo, jahmillah@cep.ngo, tsing@cep.ngo, jacqueline@cep.ngo, martha@cep.ngo, halle@cep.ngo",,,,
196,,,Community Foundation Of Nevada County,California Nonprofit ,https://nevcofoundation.org/,909.566.2555,,200 Litton Drive Suite 226 ,Grass Valley,CA,,Nevada County,"200 Litton Drive Suite 226 , Grass Valley, CA",,,Nan,lorilifecoach@sbcglobal.net,"info@nevcofoundation.org, director@cnlsierra.org",lorilifecoach@sbcglobal.net,https://nevcofoundation.org/contact/ ,https://www.linkedin.com/company/the-community-foundation-of-nevada-county,,https://www.facebook.com/profile.php?id=61552316662461
197,,,Community Foundation Of Nevada County,California Nonprofit ,https://nevcofoundation.org/,831.662.2000,,200 Litton Drive Suite 226 ,Grass Valley,CA,,Nevada County,"200 Litton Drive Suite 226 , Grass Valley, CA",,,Nan,lorilifecoach@sbcglobal.net,"info@nevcofoundation.org, director@cnlsierra.org",lorilifecoach@sbcglobal.net,https://nevcofoundation.org/contact/ ,https://www.linkedin.com/company/the-community-foundation-of-nevada-county,,https://www.facebook.com/profile.php?id=61552316662461
198,XML/202521299349302442_public.xml,954316388,Community Nature Connection,California Nonprofit ,https://www.communitynatureconnection.org/,2135032378,2025,Po Box 31187,Los Angeles,CA,90031,Los Angeles County,"Po Box 31187, Los Angeles, CA, 90031",957650.0,362224.0,Delaney Alamillo,comms@communitynatureconnection.org,info@communitynatureconnection.org,comms@communitynatureconnection.org,,,https://www.instagram.com/communitynatureconnection/,https://www.facebook.com/communitynatureconnection/
199,XML/202522519349301612_public.xml,10658352,Community Service Solutions,California Nonprofit ,http://www.csssolutions.org/,5304952700,2025,Po Box 346,Coleville,CA,96107,,"Po Box 346, Coleville, CA, 96107",1012951.0,611705.0,Amanda J Philips,ihss@csssolutions.org,,ihss@csssolutions.org,,,https://www.instagram.com/communityservicesolutions/?hl=en,https://www.facebook.com/csssolutions.org
200,XML/202512039349301441_public.xml,943032394,Community Vision Capital & Consulting,California Nonprofit ,http://www.ncclf.org/,4153928215,2025,870 Market Street 677,San Francisco,CA,94102,San Francisco County,"870 Market Street 677, San Francisco, CA, 94102",24622332.0,161816185.0,Catherine Howard,media@communityvisionca.org,info@communityvisionca.org,media@communityvisionca.org,http://www.ncclf.org/contact-us ,https://www.linkedin.com/company/communityvisionca/,https://www.instagram.com/communityvisionca/,https://www.facebook.com/CommunityVisionCC/
201,,,Companions In Waiting Rescue & Adoption,California Nonprofit ,http://www.companionsinwaiting.org/,,,Po Box 213 ,Half Moon Bay,CA,,San Mateo County,"Po Box 213 , Half Moon Bay, CA",,,Nan,companionsinwaiting@yahoo.com,,companionsinwaiting@yahoo.com,,,,
202,XML/202503089349302715_public.xml,273242250,Compassion Institute,California Nonprofit ,http://compassioninstitute.com/,,2025,5059 Rowan Drive,San Ramon,CA,94582,San Mateo County,"5059 Rowan Drive, San Ramon, CA, 94582",335683.0,340586.0,Nan,courageousheart@compassioninstitute.com,info@compassioninstitute.com,courageousheart@compassioninstitute.com,,,,
203,XML/202531909349301818_public.xml,20705355,Conejo Schools Foundation,California Nonprofit ,http://www.conejoschools.org/,8054979511,2025,1336 N Moorpark Road 279,Thousand Oaks,CA,91360,Ventura County,"1336 N Moorpark Road 279, Thousand Oaks, CA, 91360",742650.0,883324.0,Sue Wells,foundation@conejoschools.org,,foundation@conejoschools.org,,,https://www.instagram.com/conejoschoolsfdn/,https://www.facebook.com/pages/Conejo-Schools-Foundation/113004050880?ref=ts
204,,,Congregation Beth David,California Nonprofit ,http://www.beth-david.org/,,,19700 Prospect Rd ,Saratoga,CA,,Santa Clara County,"19700 Prospect Rd , Saratoga, CA",,,Nan,"krispin@beth-david.org, cosgrave@beth-david.org, crocker@beth-david.org, rabbiroller@beth-david.org, pressman@beth-david.org, rabbikunin@beth-david.org",,"krispin@beth-david.org, cosgrave@beth-david.org, crocker@beth-david.org, rabbiroller@beth-david.org, pressman@beth-david.org, rabbikunin@beth-david.org",https://beth-david.org/contact-us/ ,,https://www.instagram.com/congregationbethdavid/,https://www.facebook.com/bethdavidonline
205,,,Congregations Organized For Prophetic Engagement,California Nonprofit ,http://www.copesite.org/,,,1505 W Highland Ave Ste 1 ,San Bernrdno,CA,,,"1505 W Highland Ave Ste 1 , San Bernrdno, CA",,,Nan,lking@copesite.org,,lking@copesite.org,https://copesite.org/about-us/contact/ ,,,
206,,,Consumer Attorneys Of San Diego,California Nonprofit ,http://www.casd.org/,19256097900,,2535 Camino Del Rio S Ste 345 ,San Diego,CA,,San Diego County,"2535 Camino Del Rio S Ste 345 , San Diego, CA",,,Nan,casd@casd.org,,casd@casd.org,https://www.casd.org/?pg=contactus ,https://www.linkedin.com/company/trivant/,,
207,,,"Contenta Collaborative, Inc",California Nonprofit ,http://www.contentatherapy.org/,5102154670,,Nan,Nan,,,,"Nan, Nan, nan",,,Nan,julianne@contentatherapy.org,,julianne@contentatherapy.org,,,,
208,XML/202530839349301453_public.xml,452107249,Creative Netwerk,California Nonprofit ,https://www.creativenetwerk.org/,8054533826,2025,25-18 43Rd Street Fl2,Astoria,NY,11103,Santa Barbara County,"25-18 43Rd Street Fl2, Astoria, NY, 11103",726423.0,496778.0,Kelli Forman,movement@creativenetwerk.org,,movement@creativenetwerk.org,,,https://www.instagram.com/p/DDFrsA_vGol/,
209,XML/202512469349300311_public.xml,330682422,Culture Shock Dance Troupe Inc,San Diego Nonprofit,Cultureshockdance.org,6198189548,2025,2110 Hancock Street,San Diego,CA,92110,San Diego County,"2110 Hancock Street, San Diego, CA, 92110",713443.0,142697.0,Nan,angiebunch@cultureshockdance.org,,angiebunch@cultureshockdance.org,https://www.cultureshockdance.org/contact-us/ ,,https://www.instagram.com/cultureshocksd/,https://www.facebook.com/cultureshockchicago
210,XML/202531969349303028_public.xml,953641300,Culver City Education Foundation,California Nonprofit ,https://ccef4schools.org/,3108424220,2025,Po Box 4178,Culver City,CA,90231,Los Angeles County,"Po Box 4178, Culver City, CA, 90231",894325.0,2385606.0,Wendy Hamill,ccef@ccusd.org,,ccef@ccusd.org,https://ccef4schools.org/contact-us/ ,,https://www.instagram.com/ccef4schools/?hl=en,https://www.facebook.com/CulverEd
